author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
Risana,/gp/profile/amzn1.account.AFA476EHPMRBPWRMSEEP63NJ4TSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 29, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=40,5.0 out of 5 stars,Only bought this a week ago but so far it seems to be working perfectly. Charging and holds charge. No defects.,Works well.,Verified Purchase,,27,36,1743305,Public
Kindle Customer,/gp/profile/amzn1.account.AG2M3EONUEZDRZVCHJT3FUICXBNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 30, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=40,5.0 out of 5 stars,Works well and the price is right.,Works perfectly in my HP G6 Laptop,Verified Purchase,,297,246,78945978,Public
dcg,/gp/profile/amzn1.account.AFR3QNIEN7VVRF5IM6YIJFR3ONSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 13, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=41,5.0 out of 5 stars,Replaced a factory battery that went bad. Worked great,Worked Great,Verified Purchase,,9,36,,Public
Tonya Jones,/gp/profile/amzn1.account.AHN6ZUCNRAJCA4GFLDAWDWGP3SNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 2, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=41,5.0 out of 5 stars,Wonderful. I love it. Works well with my laptop.,Replacement Battery,Verified Purchase,,130,212,387449,Public
Bonicabla,/gp/profile/amzn1.account.AGIBKSWXQDFLEWD2QABNE22FQM2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 8, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=41,5.0 out of 5 stars,prompt service.same as pictured. will use again.very happy,prompt service.same as pictured. will use again,Verified Purchase,,4,43,3284656,Public
Pamala S. Weiler,/gp/profile/amzn1.account.AFBPXH2SVQ4IMGRBRNB57QXKSQNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 25, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=41,5.0 out of 5 stars,My laptop had stopped keeping a charge at all and I thought it would be expensive to replace the battery. Happily surprised by how inexpensive a new battery is. Installed easily and my old computer has a new life.,"Great price, Easy fix for old computers",Verified Purchase,,1,8,14075353,Public
Emma the Cat,/gp/profile/amzn1.account.AF4ZMLSXNLY73UIQLT5FCQV4MIVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 24, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=41,4.0 out of 5 stars,"Battery works, but always wish they had more life and longevity!",Battery works,Verified Purchase,,105,457,124065,Public
cpb,/gp/profile/amzn1.account.AH6SDOMMXRP4TTYXINSBBNEFJWFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 16, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=41,5.0 out of 5 stars,Simple to install.  This is a simple transaction and replacement of a long time battery.,Battery life,Verified Purchase,,8,44,3012605,Public
momcat622,/gp/profile/amzn1.account.AGKFD2QITYYIN5UTP4ONM35XLWAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 18, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=41,5.0 out of 5 stars,"Great product for the money!! I am buying this again! It arrived earlier than expected which was nice. Popped my old battery out and put this new one in, fit perfect! It was already charged and I could use it right away.",fit perfect and the battery lasts as long as it says,Verified Purchase,,4,13,14165289,Public
Paula Logreco,/gp/profile/amzn1.account.AFMVXOVB7TRGNFTPGWVU3HUREDGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 11, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=41,5.0 out of 5 stars,"HP battery went too low, so sent away for another thru Amazon. Got it quick and it works great and all at a good price!!",Very good deal and it works great!!,Verified Purchase,,2,20,78919361,Public
Tricia,/gp/profile/amzn1.account.AEY2LI6JZJVV2HQU4S3B7NTI4YKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 19, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=41,3.0 out of 5 stars,Didn't last very long, within a month it died.,Waste of money,Verified Purchase,6,40,4616181,Public
West,/gp/profile/amzn1.account.AEGMEBAFDJX3C4GDHALQZRAFOXUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 27, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=41,5.0 out of 5 stars,Exact fit holds charge like it should,Great buy,Verified Purchase,,9,48,12556602,Public
The Yellowdog,/gp/profile/amzn1.account.AG6GRSJK2X4PK5S73VXPMOZJPYKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 16, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=42,5.0 out of 5 stars,"Great price and fit perfectly, we'll see how long it lasts.",Great price,Verified Purchase,,19,157,736802,Public
AB,/gp/profile/amzn1.account.AFXIZ3AALUGULRBYCIT64NZ4O4DA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 5, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=42,5.0 out of 5 stars,Brought an older computer back to life! Super Deal! Not surprised that all the issues were with the battery even on house-current.,Easy Peasy,Verified Purchase,,20,18,12521170,Public
Kymberly Bradley,/gp/profile/amzn1.account.AHSBM4HWIVAYH3OMTIPB6WSFMP5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 4, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=42,5.0 out of 5 stars,"Just when I thought I needed a new laptop... at first I bought a charger, same issue. Then I decided to try and new battery and what do you know UT WORKS!!!! So glad this was a 15.99 fix.",Excellent Replacement,Verified Purchase,,0,10,10617415,Public
Sleepfrog2,/gp/profile/amzn1.account.AFR5GXROHGIV4TUOZB344KP4FVKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 26, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=42,4.0 out of 5 stars,Because my old laptop is broken black out on the screen and I got new  laptop that why so oh well Thanks for informations!,Laptop,Verified Purchase,,5,18,5110326,Public
Macala,/gp/profile/amzn1.account.AGIXVDVYP7RFKIXOHXTSHVGK2NGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 3, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=42,5.0 out of 5 stars,"Fit my computer perfectly, had no trouble replacing the old battery",Easy to install,Verified Purchase,,22,30,3852413,Public
Marcus Ramnath,/gp/profile/amzn1.account.AEPVSDAIQAA7E635GEBTDNB75TIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 27, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=42,1.0 out of 5 stars,"Product was purchased for an hp laptop, when I checked the compatibility list it did show my model, so I placed the order when I received the product and installed it I noticed the metal contacts was on the opposite side compared to the original battery. So there is no possible way for it to work. Their return time was too short so I didn't get a chance to return the battery.",Incompatible with some models listed,Verified Purchase,,5,5,7780142,Public
roger845,/gp/profile/amzn1.account.AEUWX76MJ3H5A4EWFCHUJUPT76XQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 1, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=42,5.0 out of 5 stars,works great on my old hp laptop,great deal,Verified Purchase,,142,501,249476,Public
Brad Ketner,/gp/profile/amzn1.account.AFY2P6BSUJMYOEHOHHVE5C3HDLAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 18, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=42,1.0 out of 5 stars,I’ve had this product for not more than two months. When I received it it would only charge to 75%.  Now it it stays at 15% plugged in and everyday it’s less. Junk do not buy.,"Do Not Buy, Junk!",Verified Purchase,One person found this helpful,1,1,16719881,Public
Charles Drake,/gp/profile/amzn1.account.AHHR6TUPEEVPPNCBO7EMAWKP6MKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 7, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=42,5.0 out of 5 stars,Excellent Battery for the price. Charged it up and works like it should!,HP Battery,Verified Purchase,,13,27,6850261,Public
Aazon Customer,/gp/profile/amzn1.account.AH7J4MBV3QJS2JSTPRFP4WJ3URMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 19, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=42,4.0 out of 5 stars,Very good battery for the money,Battery works very good,Verified Purchase,,44,75,446625,Public
Andrii,/gp/profile/amzn1.account.AFJWDUGZLB5A5REQD73M3U7YT22Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 7, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=43,1.0 out of 5 stars,"Unfortunately so disappointed, it is last one hour of charge, capacity is nothing for this battery, that it, I bought it for laptop which went overseas, I can’t unfortunately return or exchange it. I wish I could return it.","Disappointed, lasting one hour of charge.",Verified Purchase,,0,7,62593673,Public
Ben Cook,/gp/profile/amzn1.account.AHDZGJMQFV2GGNOLGKRPXON2OVAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 24, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=43,2.0 out of 5 stars,Fully charged this battery is saying 1.5hrs of life. Not good.,Poor battery life,Verified Purchase,,16,33,4034804,Public
Cheryl Cousins,/gp/profile/amzn1.account.AGMC3QM5LH3SYSSQL35MRJUH7DYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 12, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=43,5.0 out of 5 stars,Had a shorter life than expected,Battery,Verified Purchase,,24,60,963798,Public
Amazon Customer,/gp/profile/amzn1.account.AF3FEVTDEGUY3DVFCR25UZV4VZPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 12, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=43,5.0 out of 5 stars,Good value for the price...Pop the old battery out and insert the new one!...Piece of cake!,Works as advertised!,Verified Purchase,,10,22,3902910,Public
ArisGold,/gp/profile/amzn1.account.AGBUHL4ATBCTM3BEKGVT7PUZ7CTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 16, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=43,1.0 out of 5 stars,"Purchased this past May and in less than 4 months the battery life was already gone. Battery can be completely charged, but as soon as the charge falls under half the laptop shuts down. No low battery warnings of any kind.",Poor battery life,Verified Purchase,,1,9,34081106,Public
Krista Akins,/gp/profile/amzn1.account.AHNPBHSGYW32BGYTXME7M4YABVZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 29, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=43,3.0 out of 5 stars,Battery doesn't hold a charge for long,Not impressed,Verified Purchase,,5,121,27939135,Public
Caaq,/gp/profile/amzn1.account.AHVX4INCH75RWBLSAPFS7QZPMSMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 23, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=43,5.0 out of 5 stars,Hasta el momento excelente producto. Toca seguir usando la laptop para ver la durabilidad de la batería,Durabilidad,Verified Purchase,,2,29,4389020,Public
Amazon Customer,/gp/profile/amzn1.account.AE3IYJLMSLBMJTH2552KCERO75QQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 14, 2018",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=43,1.0 out of 5 stars,The HP battery I purchased for my laptop from AC Doctor INC stopped charging a week after it was delivered.  It was either dead or was a refurbished battery.  In any case it was money down the drain.,Do NOT Buy from AC Doctor INC,Verified Purchase,3 people found this helpful,3,4,17716574,Public
James B. Raper,/gp/profile/amzn1.account.AGPPJLEO3JIH3QPFEKCJQDU3HQIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 19, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=43,5.0 out of 5 stars,Fit and easy to install.  Works great,Works great,Verified Purchase,,24,45,1783618,Public
Anthony S.,/gp/profile/amzn1.account.AFT3L7T3IB6BDU5IYSLZ4PCVCUGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 6, 2018",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=43,5.0 out of 5 stars,"It was extremely nice to be able to turn the Laptop on without having to have it plugged in. With 2 HP Laptops that use the same battery, this was a no brainer purchase for me.",Batteries work great,Verified Purchase,,4,26,3292614,Public
"Bill ""ThatGuy!"" Hall",/gp/profile/amzn1.account.AGFDPC75WZG3OSR2OFHRJB5CEJPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 17, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=44,5.0 out of 5 stars,Just what I needed now my computer works better than before.,Perfect,Verified Purchase,,0,31,62593673,Public
Keith P.,/gp/profile/amzn1.account.AG7IDFMBAL244YYXATMHRDXNIL5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 28, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=44,4.0 out of 5 stars,"This was the second replacement for my wife's laptop.  Considering the last one lasted almost four years, from this supplier,  I expect this one to keep my wife's laptop going for another three or four years.",Wife's laptop,Verified Purchase,,4,9,18989855,Public
JAN D,/gp/profile/amzn1.account.AHACACQCJE4LGZBNFPRDZYNP3C3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 26, 2018",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=44,4.0 out of 5 stars,"This is exactly what I needed for my laptop computer.  Much less expensive than most places.  Works just fine,  Would have given it a 5 star rating if it has been American made instead of China.  Probably will not post this rating due to my concern for American made products, but that is my feelings",Good Value,Verified Purchase,,6,9,,Public
Amazon Customer,/gp/profile/amzn1.account.AEFB57WOB4ZWTSLYOCPRD6PAX5HA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 13, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=44,5.0 out of 5 stars,"Was the best choice for my laptop which I have had for a very long time, and not needing to replace my entire laptop right away. I am sure I will need too soon because of all the updated apps and needing more upgrades before it crashes which I hope not just yet....",Perfect fit and easy to install,Verified Purchase,,4,6,23235934,Public
William S.,/gp/profile/amzn1.account.AEBD3IHMSXP6HLDIM7F57ZPISEXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 7, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=44,5.0 out of 5 stars,Just started using it but it seems to work as it should,I would suggest.,Verified Purchase,,10,45,1226788,Public
NPG,/gp/profile/amzn1.account.AGIW72SWSYNI6C7EG6RL7IZPXYSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 8, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=44,5.0 out of 5 stars,Just like original.  Better.,Just like OEM,Verified Purchase,,184,224,73519,Public
earnest,/gp/profile/amzn1.account.AHA7ASDHRHA3PDN2IYFUI7ZSCZIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 9, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=44,5.0 out of 5 stars,Great product and great service e,Will recommend,Verified Purchase,,10,47,3573855,Public
Carlo,/gp/profile/amzn1.account.AHBNM3RQA6I7ESIG2CUWDZ6K3RXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 1, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=44,5.0 out of 5 stars,Very good replacement battery!,Unbeatable performance and price,Verified Purchase,,14,55,6257287,Public
Steven Schellert,/gp/profile/amzn1.account.AHCMHXFUV45KCWVNRED5N5UMDWFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 20, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=44,5.0 out of 5 stars,Good replacement fair price.,Came quickly,Verified Purchase,,56,79,278281,Public
Manny Mejia,/gp/profile/amzn1.account.AGMMAV53AJN352OT4PFQRTZ3V2UA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 2, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=44,5.0 out of 5 stars,Works great easy to install,Great service and price thanks manny,Verified Purchase,,25,229,693575,Public
Kindle Customer,/gp/profile/amzn1.account.AHE4YOZCBOGPMROYKPRRCRIAEHUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 12, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=45,4.0 out of 5 stars,Works great...easy install.,Good replacement battery,Verified Purchase,,70,193,602186,Public
Brent Miller,/gp/profile/amzn1.account.AHR7JVAAVNQLXVTOCNIZIFGIIATQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 2, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=45,1.0 out of 5 stars,Does not fit an HP ENVY DV7,Does not fit an HP ENVY DV7,Verified Purchase,,,,497448,
Judy Q,/gp/profile/amzn1.account.AGVEXSV2CUVTWJ2TDGX752Q6AB4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 4, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=45,2.0 out of 5 stars,Battery goes dead very quickly.  Less than a year wont accept a charge at all~,Didn't last 1 year!,Verified Purchase,,4,31,6880471,Public
Kathie A.,/gp/profile/amzn1.account.AGFKTIAQNFVACNYZVQPRJIV66WTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 2, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=45,5.0 out of 5 stars,"I installed this immediately...Worked great,,,would buy again.",replacement battery for HP laptop,Verified Purchase,,,,8355213,
manuel garay,/gp/profile/amzn1.account.AH4TKQFXYOPVJN4LXL5SFSO5KDVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 21, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=45,5.0 out of 5 stars,didn't work on my g42 hp was not charging,Disappointed,Verified Purchase,,,,2348289,
Kindle Customer,/gp/profile/amzn1.account.AHF4AK7TZQAVSX52KZU6WFIRY7QA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 14, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=45,5.0 out of 5 stars,Perfect fit. Identical to original. Haven't used it long enough yet to rate further. Good price. Fast shipping.,Identical,Verified Purchase,,,,8454590,
Matt Klessig,/gp/profile/amzn1.account.AEFQUHGCIP2WGUEWYW7DFUEPDFOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 12, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=45,1.0 out of 5 stars,"Absolute junk. Don't waste your money. 1 week after installing this battery in my HP laptop, it won't charge. It's worse than the worn out battery I was replacing.",Worse than worse.,Verified Purchase,,,,10478326,
W. Baggette,/gp/profile/amzn1.account.AHKA5S3SQYDMKDHKQPJ4Q55A7TVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 28, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=45,5.0 out of 5 stars,Perfect replacement! Thanks!,Perfect replacement,Verified Purchase,,,,2296249,
