author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,ranking,helpful_votes,total_review,visibility_status
CC,/gp/profile/amzn1.account.AH6IY5SYWUTQ677YJCDPGYQM7RPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 7, 2021",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,1.0 out of 5 stars,"I was happy with this at first, but it’s gotten worse and worse over time (and by “time”, I mean like 4 months). I generally don’t write reviews, but this thing is ridiculous. Mostly it doesn’t work. I change the filter constantly and have bought every ingredient to “shock” it and monitor the water, consistently. Mostly I get an “error” response, even when I’ve flushed it, changed the water, changed the filter and done everything I could to keep it in its best state 🙄 Don’t buy it. I’m lazy, but I intended to have a vaguely fun hot tub. Too much work and it doesn’t actually work. I’ve tried EVERYTHING.",It’s kind of awful.,Verified Purchase,,,14674276,14,10,Public
Bubby,/gp/profile/amzn1.account.AG5Q46YFB7I56HWI3S2SQ7N647FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 29, 2021",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,Your browser does not support HTML5 video.           Best value for price...it's not for children or being ruff I use it everyday and not one issue....only thing my love life's better me and hubby's new toy had for a month up and running...so if anyone believes it's not good their are a liar it's just as good as the $900 Intex mark my words!!!! Also I have back and leg issues and I'm a 37 year old woman I put it all together myself,Perfect 💓,Verified Purchase,,,5786364,1,26,Public
Stephen,/gp/profile/amzn1.account.AHFKU3HGAN2A7IJP5MSJODMS7B4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 8, 2020",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,1.0 out of 5 stars,"purchased this and set it up.  Pump will only stay on for about 30 seconds then shut off.  Cannot be turned back on unless you reset the circuit, but it will do it again.  When I turn the heater on, it lasts for about a minute then kicks off with error code.  I have done everything on youtube that bestway has suggested, what their written documents say to do, as well as advice from others. I even tried to submit a claim on the Bestway website and it does not even recognize my serial number... Point being, maybe another spa is right for you.  Best of luck though.",it is cheap...,Verified Purchase,One person found this helpful,,16100885,1,4,Public
Lynne,/gp/profile/amzn1.account.AHEY4DDP3IADXMRYPQA3OBR4TR4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 31, 2020",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,2.0 out of 5 stars,"Perhaps it is not fair to compare with our previous brand as this one was cheaper by $80, which is why we decided to give it a try. However, the sturdiness of the material was far inferior, the interior of the tub does NOT fit 4, but is ok for 2, the bubbles only go around 2/3 of the hot tub (!) so you can have them on your back or your feet but not both, What really did it in for us, is that it did not keep 104 degree temperature even with the cover on, and it lost all that delicious heat shortly after we got in. We dismantled it and sent it back, and ordered the INTEX version we love so well.",Disappointed,Verified Purchase,One person found this helpful,,2391115,24,23,Public
T.S.,/gp/profile/amzn1.account.AF5D4PF664YSOUZIGQPG4R2OK2ZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 23, 2018",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,4.0 out of 5 stars,"Been using for 3 months now, GET A LOT OF FILTERS!  You pretty much need to change filters every two weeks.  Works very well, hate that it won't go over 104 degrees (that is likely a legal issue and nothing to do with the functionality of the spa).  Get your chlorine from a pool store, not Walmart...you will save money!  We use approx 1/2 cup of chlorine per day.  Energy- It costs approx $50 per month during the winter (coldest temps were approx 28 degrees F).  The vinyl is very thick.  We put down a foam floor covering from Harbor Freight for insulation as well as comfort.  Very happy with our purchase!",You pretty much need to change filters every two weeks,Verified Purchase,,,11210444,8,15,Public
ransarge,/gp/profile/amzn1.account.AGX3JSJAY3Q6LLGMG2ABAZZGAUNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 12, 2018",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,"Use it every time i'm home! It took some practice, trial and error to get water correct as i'm only there on the weekend and filtering and heating isn't instant. Also I bought seats, recommend! Pillows No they wont stay putPlus - put up and take down as lifestyle dictates, easy peasy. Takes maybe half hour. Very relaxing for 2 adultsMinus - small pump and filtering so slow to heat about a degree an hour? I fill it with the hot water heater to speed things along.",Love this Tub!,Verified Purchase,,,346901,85,64,Public
pat,/gp/profile/amzn1.account.AEWIMCTXZFQL3KXNEMGONOXCRRZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 8, 2020",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,2.0 out of 5 stars,I have ordered this TWICE and each time the pump has been faulty.  I am trying a third time but if this doesn't work AGAIN then I will give up.  I wanted a smaller unit so was hoping for the best.,Pump has not worked TWICE,Verified Purchase,One person found this helpful,,1115880,100,77,Public
Amazon Customer,/gp/profile/amzn1.account.AGQ4JTYKRZNCXCAN2XJFKI4VFNZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 5, 2020",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,1.0 out of 5 stars,I received this product on August 5th and set it up about a week later. The bottom flooring is already disconnected and floats up when the bubble jets are on. I would give a good review other than this defect. Is anyone else having this happen? I feel like this is going to be a real problem as it keeps getting more and more loose. I would like a response from the company as to how they will correct this problem.,Bottom flooring disconnected and floats up.,Verified Purchase,,,274312,456,27,Public
Talia Olivera,/gp/profile/amzn1.account.AG7XKSIBHEZU26VSJGROA565TRLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 12, 2020",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"Your browser does not support HTML5 video.           I love it, it's so easy to assemble. It looks great and feel really nice. It gave my little patio the extra touch it needed. 🧘‍♀️🙏❤",Absolutely Love it!,Verified Purchase,3 people found this helpful,,24010662,3,2,Public
Rachel,/gp/profile/amzn1.account.AGE6IMMSX6TAT5FJQFP7A7MX5Q7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 7, 2019",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,I bought this for a party and we use it regularly now. It’s really sturdy and has an impressive amount of high quality features. The jets are very powerful and the experience is very luxurious. Works well for aching muscles. A good solution for renters.,Surprisingly Luxurious,Verified Purchase,One person found this helpful,,1365940,29,40,Public
Michael J. Matter,/gp/profile/amzn1.account.AF3U2NHK6ROY6IJ7PRTMJMAGSTWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 23, 2018",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"So far this hot tub is working great, with a very easy set up.  It took no time at all to blow up, fill and get the pump running.  The pump blows a huge amount of bubbles for such a small hot tub.  The water does not heat quickly, but does hold the temperature for a long time after heating it with the cover.  My wife absolutely loves it, since she wanted a hot tub but didn't want the all year long maintenance. Enough room for 2 people in the hot tub, but I wouldn't put more than 3 in at a time.  The only thing I wish they would have provided was a storage bag to fold the tub and cover up for storage in the off season.",Really a great buy for the Amazon Lightning Deal,Verified Purchase,,,3878513,19,49,Public
David R Varner,/gp/profile/amzn1.account.AETI4CGWWYFOBHTUYHCUZ2OHTT5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 16, 2015",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"At first I was skeptical at the price but once arrived and set up, I am impressed.  I now have a morning and evening routine that includes some stretching exercises in the jacuzzi for my back.  The jacuzzi has really helped my lower back pain virtually go away.  There are a few down sides to the design.  The cover likes to collect water under side liners, a better design would have been a mesh on the underside to allow the water to not collect and dumb out when you are taking the cover off.  Second problem, no heater function while the jacuzzi is running, so the water temperature drops, planned on using through the winter, but will have to see.  The third problem is that mine does not regulate the temperature properly, if you set it on 102, it may get up to 104, or stay at 100.  Need to report that, may just be a bad thermostat.  Overall, I am extremely pleased for our first purchase.  Definately a great entry level jacuzzi.",a better design would have been a mesh on the underside ...,Verified Purchase,One person found this helpful,,2211041,45,30,Public
getyasum,/gp/profile/amzn1.account.AG2ST4NY526PLULTBPI2CG2PUIPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 12, 2020",2,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"Your browser does not support HTML5 video.           The heater is horrible, but you will have that with a 110V unit. The filtration system is horrible, the filters disintegrates. Other thank the the bubbles or massage system is great. Bottom line for me is, if it lasts beyond summer I am happy. To add a good permanent jacuzzi in my home I need to do $6k of electrical work in this old house. However, overall it is great for the money.",Not Bad for a $600 Jacuzzi,Verified Purchase,,,965836,36,146,Public
Sonny south Fla,/gp/profile/amzn1.account.AE7TXGSJFRVYM4DUHXOJJBAARPVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 20, 2018",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,3.0 out of 5 stars,After a year the error messages started coming in. The leaking near the connections etc. But for 300 dollars you cant expect it to last. So the dreaded EO2 problem happened again on my 2nd sauspa. I emailed bestway and filled our their warranty info. I was pleased that they responded fast and replaced the faulty pump under warranty!.,This is a disposable spa. It will not last. BUT bestway did replace!,Verified Purchase,2 people found this helpful,,2469920,14,20,Public
