author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,Unnamed: 11,helpful_votes,total_review,visibility_status,ranking
James Farren,AEQYGZU7XULKIJFI2T2VO335UTXQ,"Reviewed in the United States on June 10, 2020",2,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,1.0 out of 5 stars,"I've owned and gifted Contigo mugs like this before (gifting is how I ended up needing a new one).  Usually love them as they are great, with zero problems.To my huge disappointment, when I unwrapped my new mug, the bottom cap simply fell off...  Seems it wasn't properly attached at the factory (glued? Soldered? heat clamped?)Currently debating dealing with having to wait 30 days for a replacement AND facing the hassle of going to a mail center to mail back the bad one, or if I want to go buy some superglue to fix this one.",Bottom of mug fell off when unwrapped,Style: No HandlePattern Name: 1 16 OunceColor: MonacoVerified Purchase,One person found this helpful,,28,45,Public,3314607
Joleen,AE2HDD2AHF34MF6OO7LWNSODUQVA,"Reviewed in the United States on October 4, 2018",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,3.0 out of 5 stars,"Revised:  I soaked the lid for several hours in baking soda, vineagar, dish soap and hot water.  I am not smelling plastic odor now.  Mfg should have some process to remove odor.I do find myself not liking to have to hold button in to drink with the auto seal.  And I have to let drinks cool for awhile (not always convenient) before putting lid on or it’s hours before you can drink it. I probably should have gotten the snap seal.  It’s too tall to fit under Keurig so have to fill separately (annoying).Previously:  It does keep warm warm and cold cold.  It is nice looking.  However, the strong plastic odor in the lid when you drink ruins the taste of anything.  Who wants to smell plastic when drinking hot coffee.  I’ve only used three times so far and hope the odor goes away, but I’m doubting.  How can Contigo not address this issue when there are so many complaints saying it (which I ignored).  They need a different lid!",No more odor in my lid...  REVISED,Style: No HandlePattern Name: 1 20 OunceColor: LatteVerified Purchase,One person found this helpful,,245,163,Public,364573
Michael Lynch,AEIHI6JVBZUQ2U57SM5NJFT2OTKQ,"Reviewed in the United States on March 14, 2020",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,"The mug retains heat for hours and cold even longer. I have experience of the heat retention but have the manufacturer's assertion of its cold keeping powers. The item seems to have a double-walled holder much like the old-fashioned glass thermos bottle (which as subject to shattering if dropped). This one does not suffer from that weakness. The drinking opening is somewhat small which is a strength (for ease of sealing) and a weakness as it is somewhat difficult to get a big gulp. The cap contains some mechanical intricacies to enable the opening for drinking and strong sealing of the said opening. It is, inconsequence, somewhat more difficult to clean well (although I believe it may be run through the dishwasher. ) In all, I am quite satisfied with a travel mug that allows me to have hot coffee several hours after pouring.",Great Heat Retention,Style: No HandlePattern Name: 1 20 OunceColor: Matte BlackVerified Purchase,,,174,46,Public,5998510
VW,AEXWX3AGXGPJ4BN74TVX6O6LYPMA,"Reviewed in the United States on June 16, 2020",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,3.0 out of 5 stars,"Whether or not these thermal mugs are good or not good depends on what you want in a thermal mug. What I want is very not coffee for a very long time. We have a 1,600 mile drive ahead of us, so I tested this Contigo out. I pre-heated it with hot water, filled it with coffee, added sweetener and powdered milk and took a sip. Very hot. Then I screwed on the lid at 12:25 and headed to my hair appointment an hour's drive away. The coffee remained hot for the entire drive. I continued sipping at the salons but, by 2:30, the coffee had cooled considerably. One half hour later, it was Luke warm. So, only fairish heat retention. I also think the opening should be a tad wider. Hot liquid feels like a laser beam in your mouth because it is so concentrated.","Good For Commutes, Not For Long Drives",Style: No HandlePattern Name: 1 16ozColor: Biscay BayVerified Purchase,,,1307,348,Public,10985
J. MILLER,AE7IXPLCWVG7J5A2ILS2V7PJOYIA,"Reviewed in the United States on December 13, 2019",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"Best coffee cup on earth (and i have tried a LOT of them)!  If you have EVER knocked over /spilled your favorite beverage, you owe it to yourself to buy one of these.  Knock it over, tip upside down and shake it.  It does not spill a drop.  This is maybe the sixth one of these i have purchased (gifts, etc.). Didn’t even need it ... bought it just in case i needed it later since it happened to be on sale.  May be a little bit inconvenient to clean, but totally worth it.For daily cleaning, I rinse, then add a bit of hot water.  Tip upside down, shake, then press button.  Hot water spews out with great force.  Repeat a couple of times.Can put lid in dishwasher occasionally/use small brush for deeper cleaning.  If inside of cup discolors (coffee stain) can brush with some baking soda if needed.",Best no-spill beverage cup on earth,Style: No HandlePattern Name: 1 24 OunceColor: Stainless SteelVerified Purchase,One person found this helpful,,24,22,Public,7913533
Uncle Jake,AFMCD3C2AFNKV47HFX6ZO6IM546A,"Reviewed in the United States on March 28, 2021",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"Holds heat/cold very well, but not quite as good as a glass vac bottle. Difficult to operate one handed for a small person. Very complex top, difficult to clean properly. Can leak if not completely clean. Also, I've mostly used it for Orange juice, which is acid-y. must be cleaned after EACH use. Just rinsing isn't enough.Update: ""They say"" Don't wash colored units in dishwasher. I've run my blue one thru' several cycles now, with NO ill effects. Also open the cover insides when washing to avoid trapping water. Use the upper rack in the dishwasher to stay away from the heating element.","Good Unit, Has Drawbacks",Style: No HandlePattern Name: 1 16 OunceColor: MonacoVerified Purchase,,,220,411,Public,429911
John Wilcox,AH5Q6ZKXKA5HWWQ6SMPUNCPIMP6Q,"Reviewed in the United States on January 29, 2019",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"Update - 06/14/2019: Love this mug!  It keeps my coffee hot for hours, it prevents spills, it’s easy to use, it cleans easily, and it’s still stain-free and mildew-free.  Glad I purchased this mug.I just bought this Congito auto-sealing, 20oz, West Loop, travel mug, and used it for the first time today.  So far, so good.  Like another reviewer wrote, the cafe where I get my coffee offers a half-off discount for anyone providing their own mug.  So, I’m only twenty five more cups away from breaking even with the cost of this mug.As of this writing, I haven’t experienced any leakage, nor have I noticed any plastic taste or odor coming from this travel mug.  Of course, I’ve only used it once, so far.  I have noticed that a tiny bit (about one drop) of coffee does remain in the sipping well, after each sip.  But that residual is so small it doesn’t end up dripping onto my shirt, even if I tip the mug upside down.  And I’m one of those people who usually end up wearing a sample of almost every beverage I drink.  My wife refers to the front of my shirts as “today’s menu.”So far I really love this mug.  With that having been said, I will be updating this review after giving this mug more than just a trial run.  For now, at least, it’s earned all five stars.",Works Perfectly,Style: No HandlePattern Name: MugColor: ChardVerified Purchase,,,2205,357,Public,5799
Pea,AEIDHV3PLOQKLZFYXCX3DYU6LY4A,"Reviewed in the United States on June 8, 2017",3,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"This is thee BEST creation ever and IDK why I didn't purchase one earlier in life lol!! This cup is 100% spill proof and is ever so conducive to my daily lifestyle. I live in NY and the busy train traffic causes me to have to use my hands sometimes and I can't because I have to hold my morning brew. This cup makes that so much easier to toss in my purse without worry of spilling the substance. The lock feature gives that extra sense of safety that if the button autoseal button is accidentally pressed nothing will spill. It also keeps my coffee hot for a long period of time. I usually leave my house a 8am and my coffee is hot through out my morning meetings which end sometime around 11am. Definitely an investment, I actually talked a couple of co-workers into purchasing one and they LOVE it. I purchased the 20oz (because I obviously need a venti) morning cup daily lol this is also great when you purchase coffee on the run and just pour it into the cup along the way...surely would give it more than 5 stars",Perfect cup of JOE!,Style: No HandlePattern Name: 1 20 OunceColor: LatteVerified Purchase,3 people found this helpful,,597,49,Public,81517
MamaSylvia,AH4CUD5XIYDEZ6HP34IXEU5RJVJQ,"Reviewed in the United States on June 10, 2018",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"I have had this mug over a year now and it is WONDERFUL. I bought the 20-oz stainless version as I don't do hand washing. (The 20-oz cup actually holds 16 oz - more than that and liquid overflows when you put the lid on.) It really does not leak as long as you follow the directions - tighten the lid all the way, press the release button before tilting it to drink. I have added hot tea before bedtime and had pleasantly warm tea when I woke up. I have left iced tea in a car with the hot summer sun beating down and chugged a nice cold glug when I got back from shopping. I flew with this mug - emptied it before going through security, of course, then refilled with cold water fountain water and an instant-drink packet, tossed into my carryon, and had a nice cold drink throughout the flight without paying inflated airline prices. I had to buy a second mug so I had a backup when running one through the dishwasher!Those of you who have read my other reviews know that I don't give 5-star reviews often. A product that simply does a decent job at what it claims to do earns a 4-star rating. It takes something exceptional to get 5 stars from me. THIS MUG IS EXCEPTIONAL. I haven't had any problems so I can't speak to their warranty service. But for my money, if you want a truly leakproof and temperature-keeping travel mug, this is the ONLY choice.2-year followup Oct. 27, 2018: After 2 years of intermittent use, both of the mugs I bought still work great. I tend not to use them much in the house because I don't want to risk not having one clean and ready to use when I am heading out for any length of time and want to take a drink along. They still don't leak, they still keep the contents hot or cold. and when they do finally give up the ghost I know what I will be buying as a replacement!",Exceptional travel mug earns 5-star rating,Style: No HandlePattern Name: 1 20 OunceColor: Stainless SteelVerified Purchase,,,2273,963,Public,67503
GV3,AHFDZ5N2WPJPM4OYOYJU7MSAHRVQ,"Reviewed in the United States on May 15, 2021",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,4.0 out of 5 stars,"Purchased this when the Randolph model was out of stock.  This model does not hold temperature as well, for reasons I can't understand, but I did do a 4 hour test with heated water from the same teapot (in the same amount) and the Randolph won by 10+ degrees.  More importantly, this model included a sliding lock on the lid trigger (see the chrome button on the handle in the product photos).  This is clumsy and unnecessary in my opinion and experience.  You can hold either model upside down without a spill without the lock on.  The mechanism is much stiffer and less comfortable to use, and the interior of the lid is harder to clean.  This one is going to the Goodwill store.  Love Contigo, but won't buy this again.",Not the best model - Randolph is superior,Style: HandlePattern Name: 1 One Size (Pack of 1)Color: Spiced WineVerified Purchase,,,52,20,Public,7479181
HL,AFI7YUIG4547IP4OV62XA2OMQPZQ,"Reviewed in the United States on February 14, 2020",2,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,2.0 out of 5 stars,"I really wanted to like this cup, and I do, but not as much as I liked my Stanley Travel mug.  The problem I have with this Contigo cup is the spout (the portion of the lid where you put your lips to).  With my old Stanley cup, there was a lip on the edge that allowed me to “slurp” the coffee from the lip as it poured out.  The slurping helped me to avoid burning my lips from the hot coffee.  With this Contigo cup, there is no lip.  When you tilt the cup and open the spout, the coffee WILL make full direct contact with your lips as it exits.  Because of this, I have to rate it at just below average.  I’ve included a photo of the green Stanley beside the black Contigo to try and illustrate.  I’ll keep the Contigo as a backup travel cup, for those few times a year I accidentally leave my Stanley cup at work.",Not ideal for hot beverages,Style: No HandlePattern Name: 1 16 OunceColor: BlackVerified Purchase,,,426,93,Public,132010
JB,AGCYXQSN2VFSFAWYFOZKJK2KTHNA,"Reviewed in the United States on March 3, 2020",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,2.0 out of 5 stars,"I've had this mug for a little over a year, and I almost exclusively use it for coffee with half and half added. The inside of the stainless cup is easy to keep clean, but the lid is impossible. Even washing the lid in the dish washer regulatory, or manually going in with a toothbrush to clean it, there are nooks and crannies where residue builds up (mostly from the added dairy it seems). Notable around the base of the spring that provides tension to the button. It is possible to disassemble the lid to get a better clean, but it is not designed for that and some of the parts feel like they could break under the forces involved.Also, don't buy this cup if you use a Melitta pour-over coffee filter, because it's annoyingly difficult to get the filter holder to balance on top of the cup.",Nearly impossible to clean inside of lid,Style: No HandlePattern Name: 1 20 OunceColor: Stainless SteelVerified Purchase,,,103,101,Public,493997
Dolci,AGUVMHDURSMZESY67YB6BRTVITTQ,"Reviewed in the United States on July 18, 2019",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"I purchased the Contigo insulated mug and couldn't be happier.  This mug will actually keep my cold drinks cold for many, many hours. I'm homebound so my caretaker gives me two 17 oz drinks in the morning to last me  through the next morning. Needless to say I usually drink warm beverages all day.  I purchased one Contigo filled it with a cold drink and 17 hours later it was still deliciously cold. Not as ice cold as In the morning but still cold.  So great, I purchased another.  I now have my caretaker put both mugs, without the tops in the freezer when she arrives at my home.  After we get me ready for the day, approximately 20 minutes before  coffee she puts two of my beverages in the freezer, remembering to unscrew them for easier opening later.  After 20 minutes or so she takes them out of the freezer and pours them into my mugs and puts the lids on. Being careful they don't freeze. If they have a bit of slightly frozen slushy it's even better.  OMG!  A day and a half later one mug still had a mouthful of COLD beverage.  They work equally as well to keep drinks HOT.  Contigo insulated mugs work 1,000% better then the crazy expensive Yeti, trust me.  You won't be sorry.",Best on the market,Style: No HandlePattern Name: MugColor: ChardVerified Purchase,,,67,32,Public,7777823
Heidi,AGCGHBFW34W3BEJ3B2KQV52DJLZQ,"Reviewed in the United States on November 11, 2019",1,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,4.0 out of 5 stars,"I have had this mug for about 2.5 years. Used for long car trips, not for everyday. I followed all instructions religiously: the bottom was always hand washed. The top was carefully cleaned with little brushes and sometimes in the dishwasher. I liked the mug a lot! BUT on my most recent car trip, the round metal bottom popped off. I have tried to put it back on (pressing, pushing, even tried a rubber mallet to get it on firmly) but it will not stay.The exposed sharp circle of metal on the bottom could potentially scratch a table, so I can't really use it as is.I will contact the company about warranty, but wanted to make sure others are aware.UPDATE: Contigo IMMEDIATELY offered to replace my mug. It is on the way to my house. I am very happy with the customer service and quick response. For this reason, I WILL buy from Contigo again!",Bottom broke after 2.5 years, IMMEDIATE REPLACEMENT,Style: No HandlePattern Name: 1 20 OunceColor: VioletVerified Purchase,,516,210,Public,35654
Tamara,AF64PIRQ6HJ72PNPCZVOJDQB6UEA,"Reviewed in the United States on February 25, 2021",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,"This mug really keeps coffee hot.  Although advertised to keep liquids hot for 5 hours, I'm assuming that means if you don't drink any of it.  If you take occasional sips, it keeps coffee plenty hot for 2 hours.  You are not supposed to put the body in a dishwasher (which means you need to use a bottle brush to clean the inside). I finally quit that.  If you put it in a dishwasher some of the finish comes off; it doesn't hurt the function.  Finally, I removed all of the finish with 320 grit sandpaper!  Comes in multiple colors, but you can't just buy it in stainless steel, would be good if you could.  I strongly recommend.",Best mug I've ever owned,Style: HandlePattern Name: 1 One Size (Pack of 1)Color: EvergreenVerified Purchase,,,29,40,Public,86711569
Cassidy,AG7C5JG3EYLS2UJU2AP33CAGNMCA,"Reviewed in the United States on March 16, 2018",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=30,2.0 out of 5 stars,"Not impressed and very bummed considering all the other shining reviews.  Put my piping hot coffee in (and didn't even wait to let it cool prior to putting lid on as advised) and didn't get a chance to drink until two hours later.  Coffee is just lukewarm and has a funny taste.  Yes, I washed and rinsed the mug as instructed.  Also, this is not part of my review considerations since I knew what I was purchasing but wanted to mention I am actually not a fan of the button mechanism.  I feel like you have to press too hard.  But, that's just a preference thing.  My biggest peeve is the fact that it is advertised as keeping drinks hot for 5 hours and it didn't even last half that.  Leak proof?  Yes.  Stylish?  Yes.  But ability to keep drink hot as advertised is a big NO.  Have used much cheaper mugs that although have not been leak proof, have kept my drink way warmer.  Wondering if I have a defective mug since everyone else seems to love it :(",Nope.,Style: No HandlePattern Name: 1 16 OunceColor: Stainless SteelVerified Purchase,2 people found this helpful,,253,46,Public,953406
phillip smith,AFSHBRDVE55VI4JGIRKNS3JFEDPA,"Reviewed in the United States on September 24, 2018",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,I have to be honest I have used these cups for years. They keep hot things hot and cold things cold for many hours. As long as you do not put these in the dishwasher and you handle them the way the instructions say you will have them for life. They are very durable and they're very flexible as far as what you can put and them. Truly anything from coffee to wine. You will love these cups and take them everywhere you go. They are attractive and functional. Clean up is a breeze. Do yourself a favor and make the investment. You will not regret it or they will buy them back.,You will love these cups and take them everywhere you go,Style: No HandlePattern Name: 2 16 OunceColor: Stainless Steel/MonacoVerified Purchase,3 people found this helpful,,557,158,Public,84995
Arnell,AFTEFLXREV6XWYCUT2FNXWCJLOPQ,"Reviewed in the United States on December 14, 2018",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=30,4.0 out of 5 stars,"Historically, I have had great experience with Contigo products.  This product is no different.  The stainless steel build has been dependable and durable.  In regards to keeping it cool/hot, I don't believe it's significantly different than any other high quality container.  I like this model with the locking tab to prevent accidentally engaging the drinking spout.  Overall, this is a great product in the sense of value, durability/build, usability, and real world use.  The biggest issue I have with this product is cleaning the lid.  The container itself is easy to clean, but you really need to make efforts to clean the lid if you use it for anything outside of water.  Some of their products used to come with cleaning brushes for their unique lids, but this one doesn't come with one.  You will need to be sure you have some to properly clean your product.  (Pro Tip:  Soak in hot soapy water prior to cleaning.  Always use a brush for both container and lid.)  Cleaning would be my only hang-up, but for the most part, I would still recommend.  If you don't have any issues with the cleaning difficulties, you can argue this is a 5-star review.  Please use this review in it's context.",Great travel mug...,Style: No HandlePattern Name: 1 20 OunceColor: LatteVerified Purchase,,,2172,695,Public,2309
An observer,AE45S6P3435ZQNL4TMCDPK2KXO3Q,"Reviewed in the United States on September 9, 2017",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,"I got two of the 16 oz, ""Stainless"" color.  What a great find!  It solves 2 problems:  (1) sipping coffee in the morning - I don't have to keep running to the microwave to heat coffee if I drink it slowly, like I would with a regular coffee cup, and (2) sipping coffee while driving - I've been using disposable styrofoam cups/lids.  I'm really impressed with this.  It fits fine in my Volvo cup holder, with room to spare.  It's easy for me to grab (I have small hands).  When I'm driving in the dark, I can easily tell where the spout is going to be because you can feel the large button on the back of the cup that you have to push to open the spout.  With styrofoam cups in the dark, it can be tricky to tell where the opening is.  The design is lovely; it looks pretty.  Just one caution - IF you're going to drink it right away - let your coffee cool off a bit (or put some cold milk in with it) before putting the lid on, because this thing keeps coffee as hot as when you put it in there, and you won't like having your tongue singed.  IF you're going to drink it once you get to work - the heat will dissipate a little after 10-20 minutes, and won't be quite so hot after that.  But if you pour boiling water/coffee, better let it cool before putting the lid on.  --  Also, if you want to sanitize it in your dishwasher, be sure to get the ""stainless steel"" color and not a painted color, and put it on the top rack.  Plain stainless steel is ok in the dishwasher.  I just wash mine with warm soapy water and use an OXO bottle brush, which also cleans the grooves.  I got two, so I can always have at least one clean and ready to go.  Also, try to rinse them out when you finish your coffee; makes it easier to clean later.",I'm really impressed with this!  Solves 2 problems!,Style: No HandlePattern Name: 1 16 OunceColor: Stainless SteelVerified Purchase,One person found this helpful,,950,178,Public,18128
TinaCat,AEG66OOJA77T3QKR7EWVS4LY6L7Q,"Reviewed in the United States on May 28, 2020",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,"Best Leakproof Option: I had a Contigo thermos years ago that my dad got me. I loved it, because having gone through so many thermoses and water bottles, I never had an issue with it leaking. I had the thermos for 3 years. It was all beat up but still worked and best of all still didn't leak. Finally, I thought it's time for a new thermos and I had to go with Contigo again.Temperature: Plus it maintains the temperature of the liquids, whether hot or cold, for hours. I do think it maintains the hot temperature longer than cold temperature though. But, I mostly use this for my teas or coffee and use a separate reusable bottle for my cold water.Design: It's the perfect size for holding or throwing in your purse, not too bulky. In terms of drinking, I prefer this one with the lock mechanism on the top, where you have to hold the button down in order to drink. I've had another thermos with the flip top mouth piece and find that I would forget to close it or it will leak if I didn't click it into place all the way. This style of thermos top is much more foolproof as it only opens a hole for drinking when you press the button down. Just be sure to hold it away from you when you go to open it for your first sip, otherwise you'll get squirt with boiling hot tea or coffee on your face. Not pleasant! They include a disclaimer which states that, but I think a lot of people will probably overlook it.",Contigo Is Best Leakproof Option,Style: No HandlePattern Name: 1 16 OunceColor: BlackVerified Purchase,,,13,12,Public,2655898
Michael Simpson,AFRXFIWEDDEPK27R6TVQO7UDTDHA,"Reviewed in the United States on January 25, 2019",1,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,"I bought this for walking to work in cold weather. My requirements were a) keep the coffee hot, b) don't leak while walking or if I put it in my backpack, and c) allow me to drink while walking without spilling.This thing meets all those requirements. That in itself is not enough to get me to write a review, but this morning, I had the thermos stuck in the side of my backpack. I took off the backpack, and the Contigo flew out and landed hard on concrete - hard enough to knock the lid off thread.  The lid did not come off though. I ended up leaking about a teaspoon of coffee, and the thermos itself wasn't even dented, though it did get a few scratches (see pic).So I'm very happy with my purchase.  Some reviewers have commented on the pushbutton sealing mechanism... it's a bit complicated internally (a pivot, lever and spring that pushes a small silicone pad up against the underside of the opening), but it's easy to use, reliable and durable. If you have a hot drink in there and push the button, you can get a small burst of escaping pressure, which leads to the warning and instructions to orient the thermos properly, yada yada yada. It's simple and you'll figure it out in five seconds. The burst of pressure means that the thermos is actually SEALING, unlike other leakier ones. So to me it's a feature, not a problem.Highly recommended.","Works Well, Durable",Style: No HandlePattern Name: 1 16 OunceColor: Stainless SteelVerified Purchase,,,88,36,Public,1698927
R. Lee,AFWLJTZNSHSSM26WBX4QUHVYIKXA,"Reviewed in the United States on February 19, 2019",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=30,2.0 out of 5 stars,"I wanted a container that I could put my coffee in, for use in the car or in the office. I liked the fact that it suppose to be leak proof and you can use it with one hand.It does not leak when storing the coffee, ie, if it is on its side with the lock on or off, as long as you don't push the lever down. However, not sure if mine is defective as when I press the level down, and the top tab is unlocked, liquid comes out of the bottom part of the lever when I start drinking. I first thought the lid was not tight enough so I made sure it was on tight. It was also not due to overfilling as the container was only half full.I like the concept but with it leaking from the lever (where the thumb goes) it is almost worthless to me when I go for a sip of coffee.",Good concept but it leaks,Style: No HandlePattern Name: 1 16 OunceColor: BlackVerified Purchase,One person found this helpful,,236,108,Public,6031231
Lnuu,AG24P5SBEP7WO6PUYQY7T5YMCPNA,"Reviewed in the United States on May 26, 2021",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,"These cups are the BEST! I used to only by Stbuks cups because they were leak proof and kept your coffee hot for a couple of hours. I gotta say ... the Contigo cups are way BETTER than the Stbuks cups and wayyy less expensive. I'm a convert for good. The lid is a little tricky to keep clean, but I found that if I soak it in hot soapy water for a couple of hours every few days, it gets pretty clean. I like the lid on this one as opposed to the snap lid. This vacuum sealed model is harder to find in the stores, so I was so happy to find it on Amazon! I got this one for the hubs because he was jealous of mine! :)",Love my CONTIGO cups!,Style: No HandlePattern Name: 1 One Size (Pack of 1)Color: Dark PlumVerified Purchase,,,16,29,Public,4574887
J. Cilluffo,AECJ2D6QUHHSAYTLVMCNDME54WVA,"Reviewed in the United States on January 8, 2021",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=30,1.0 out of 5 stars,"This product is nothing like the Contigo I bought in the past. The lid and metal body feel flimsy instead of solid. My beverage used to stay hot for what seemed forever, not matter how cold the temperature was outside. Now, it’s like warm almost right away. This is my 3rd Contigo. The 2nd was also of bad quality, so this isn’t a one off. The quality was thrown out the window and hasn’t come back.I won’t buy Contigo again.",Don’t make them like they used to,Style: No HandlePattern Name: 1 16ozColor: Bright LavenderVerified Purchase,One person found this helpful,,36,46,Public,971381
Amy,AGDNAY6LKPVAOYULTDGA563TQSBQ,"Reviewed in the United States on January 3, 2019",1,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=31,1.0 out of 5 stars,I bought a double pack. Mine leaks when I press the button and his does not. I don't understand this. I'd really like a fix to this. I love the mug itself.,Leaks around the button!,Style: No HandlePattern Name: 2 One Size (Pack of 2)Color: Stainless Steel/GrapevineVerified Purchase,10 people found this helpful,,18,45,Public,5525227
