author,ids,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful
Mark Neil,amzn1.account.AERRNFCHX2ZX42HXH3M2CZNSZRPA/,"Reviewed in the United States on January 11, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"This is a great authentic product at a reduced price.  This is a very easy install and there are no cardboard boxy filters to install, so you never crush the filter on the way in.  It installs in the track and you are good to go!  Easy",Great authentic product,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
RollTideTerp,amzn1.account.AG7AWCMQNK6FYJPNMQBKWY3QIL4A/,"Reviewed in the United States on June 7, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"This replacement HVAC filter is an EXACT fit for my new home's HVAC unit.  Filters have come a long way from the old standard fiberglass squares that needed constant replacing.  During the construction phase of our neighborhood, the filter seemed to pick up a lot of airborne dust as expected.  3 years later, I only have to replace this perhaps once a year.",Perfect Fit,Style: 210 CLEAN AIRSize: Single Pack (1)Verified Purchase,
Bill from Burgh,amzn1.account.AH5I7D4J5JZVV45YH5WGRBFPSPKQ/,"Reviewed in the United States on August 16, 2020",2,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,This is my second Aprilaire 213 filter purchased on Amazon. It was time for a replacement. A year was up from my first Aprilaire 213. No second thoughts of buying again. See old Aprilaire 213 that was replaced. Filter was extremely dirty. Happy.,Outstanding Replacement,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Kevin From Ohio,amzn1.account.AEOI6IZWZLQGAQCA5III76XB5GEQ/,"Reviewed in the United States on June 2, 2018",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"Excellent quality. Fair price, although I have seen cheaper since purchasing. However my price was definitely cheaper than retail price though. Was a little afraid of possible damage when package received since package had tear/hole in it, but fortunately filter was ok. This was an actual Aprilaire filter. High quality, I would recommend. However watch the pricing as it is constantly changing. Somewhat annoying how much it is fluctuating.",Excellent quality. Keep eye on pricing as it fluctuates greatly.,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Tom,amzn1.account.AHJBTPFBFU6EAPQSFNLAFE6LOHJQ/,"Reviewed in the United States on November 7, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"This is the only filter I can use and I have been ordering from Amazon for years. I have searched for a less expensive 213 and you cannot find one, not even from the manufacturer. I normally replace once a year.",Valise for,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
MvPJ10,amzn1.account.AFTF5Z4H3CXBKB2HET3J72K6MTUQ/,"Reviewed in the United States on June 8, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,These do a great job overall. They are a little pricey but if you can buy in bulk you can save a few dollars. They work well and they are specifically for my air cleaner so I use them.,Little pricey but very good filters,Style: 213 HEALTHY HOMESize: Pro Pack (8)Verified Purchase,
K L,amzn1.account.AHBGZO7LX3X45YAQQUQKZZ6C3HHA/,"Reviewed in the United States on February 10, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,These are good filters.I tried another knock off brand but it didn't seem to last as long and  I don't believe it was as good as the Aprilaire brand.,Aprilaire 213 Replacement Air Filter,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,One person found this helpful
funkerpoke,amzn1.account.AE2I4XKPCPTM6XQL5DCVN57YHTPQ/,"Reviewed in the United States on October 18, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"This is an air filter that you can not buy off of the shelf.  Wanted to give a shout out to the company for delivering in the two days as promised, especially since the filter on my new house was terribly filthy.",Aprilaire Replacement AC Filters,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
R. Cameron,amzn1.account.AEGAMGWOMGCWN3UZ3UEPXAHDLT7Q/,"Reviewed in the United States on February 7, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,4.0 out of 5 stars,Does not need to be replaced as often as thinner pleated filters.,Long lasting,"Style: 216 ALLERGY, ASTHMA, & VIRUSSize: Single Pack (1)Verified Purchase",2 people found this helpful
Timeonmyhands,amzn1.account.AGCCZESTFIL3VO6US2AH2IYZZSMQ/,"Reviewed in the United States on December 8, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,4.0 out of 5 stars,This is the first time I’m using this filter. So far it has been working great. They say change it every two months. That can get a little expensive so hopefully after two months it works great and not a waste of money.,Seems to work good so far but let’s see the price vs working,"Style: 216 ALLERGY, ASTHMA, & VIRUSSize: Single Pack (1)Verified Purchase",
Tucker C,amzn1.account.AHYGX5R6HWA7DSF2KRJJ65CADL5A/,"Reviewed in the United States on October 24, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"I was pleased to see that the filters I received (just two days after ordering) are identical to the one I was replacing. The old filter was installed a year ago by my HVAC technician. I expect the new filter to perform as well as the one it replaced.A note to amateurs like me--pay attention to how the old filter fit into the cleaner unit, including the direction of the arrow on top. Then install the old one the same way and you should be fine.","The geunine, made-in-USA item",Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Bullitt,amzn1.account.AHQHBVBRIK3UECMNNA7X7Y7MBIIA/,"Reviewed in the United States on February 16, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,I purchased a whole house air filter from a local big box store - it didn't fit and workmanship was poor.  This Aprilaire fits perfect - I bought 2 so I'm ready for next year...,Perfect fit!,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Allen J,amzn1.account.AHFRE3QDZVAPL7IB73X4AFAGM4SQ/,"Reviewed in the United States on July 2, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"A year ago I converted my furnace to accepting this design of filter. The filter is easy to install and takes only a couple of minutes. I like the design, ease of instillation and performance. I highly recommend this furnace filter.",EXCELLENT FURNACE FILTER THAT IS EASY TO INSTALL,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Edward,amzn1.account.AHX26463UAYB6HGIQRLUXUE7VXAA/,"Reviewed in the United States on February 22, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,I have reordered these filters several times from Amazon over the past five years. Their prices are fair and it is so easy to simply reorder when needed that it doesn’t make sense to look elsewhere.,Good product for fair price!,Style: 213 HEALTHY HOMESize: Super Value Pack (4)Verified Purchase,
David Lambert,amzn1.account.AHAXFBJKPZN4IXNUSRCGJC7GTUKA/,"Reviewed in the United States on June 21, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,Made to fit our HVAC system.  Work so good at keeping the house cleaner.  Had just replaced one a month ago.  Than replaced all the flooring down stairs.  The filter kept the house cleaner during the work.  It was so brown from all the dust it picked up.  Plus these are half the price as other places.,Great product and great price.,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Jay M,amzn1.account.AFWSYNK4GPHUN5U7OSVN6C4ME45Q/,"Reviewed in the United States on March 22, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"These are the size that my furnace uses and the most responsible price I have found is here. I need two of them and replace them every 12 months. Always wish I could find them cheaper since I need two at a time, but overall I can not. Fast easy delivery.",The size my furnace needs,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
LEFM,amzn1.account.AG5B6OGTHYSG4KYVLF3E6WZDEVUA/,"Reviewed in the United States on January 7, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,This is the second time I have ordered from this company. Price is right...quality is right...and I will always order from them when I have to replace the filter on my furnace. YAYYYY.,Great!,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
David Power,amzn1.account.AFGD2Q2PDJ5HH5FSFIPY4PHG5MCQ/,"Reviewed in the United States on October 27, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"These work great at keeping our house clean for the asthma suffers in it. Houston’s air is terrible, everyone should have the 213 at the least. The 216 works to remove the particles that the diesel trucks spew out all over the place. The 216 should be changed at least every 6 months.",Model 216 for breathable air,"Style: 216 ALLERGY, ASTHMA, & VIRUSSize: Value Pack (2)Verified Purchase",
Rick,amzn1.account.AFGTFVT5HIBX34P3AQTCHKOW5M7A/,"Reviewed in the United States on September 9, 2018",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"Original product for my updated furnace.Have been using the 213 for several years now and like them. The wife and I both notice the dust on furniture has been cut down a lot. Even though they say replace every year, unless remodeling the inside of your house, I change mine about every 6 to 7 months, so finding the best price is now #!, and Amazon has had the best price for a while now.",Aprilaire 213 Air Filter,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Amazon Customer,amzn1.account.AG4RJEBKM6LS7N76QFSNLW2AMWIQ/,"Reviewed in the United States on December 18, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,3.0 out of 5 stars,"I've used these filters several times. This last package is the only one that I received that was OBVIOUSLY open. In fact, one flap was missing and you could see that it had been carried by the open end--fingers in to hold the package judging by the way the filter ends were smashed. That said--the ends of the filter (thankfully!) are flexible and so the item was NOT damaged. However, the A/C & Heater people were here when it was delivered and weren't impressed with the condition.","Filter is great, package was open and obviously handled that way",Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
John,amzn1.account.AETPK4DFZYBODDXG4ALOAUU66F7A/,"Reviewed in the United States on August 11, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,3.0 out of 5 stars,Box came open not sure product is of good quality seems cheap.. did not have time to retrying and needed replacement ASAP so went ahead and installed it .... I don’t feel it’s working as described ... Have seen dust at places may be got cheap product,Bad product did not work as described,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
B,amzn1.account.AGVNV77UBHSGXJEQDXYILOO2GL2A/,"Reviewed in the United States on September 30, 2017",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"Great air filter.  I replace these every 6-12 months depending upon how much we use our AC or heat.  They do last a long time so nice that I don't have to replace it frequently.  Catches a lot of dirt and I have to change this filter every 6 months now.  The filter is easy to install, takes about 2 minutes.  There is an arrow showing which way air flows through it, so when you install it in your furnace you don’t install this backwards.  That’s always helpful.",Great air filter.,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
