author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,
Alise Hernandez,/gp/profile/amzn1.account.AE25DGA2O6PSIQTVMZ3EYXKFSKSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 15, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews,1.0 out of 5 stars,All were extremely stale and not fresh at all,Don't buy this box,Flavor Name: Classic MixVerified Purchase,,
Jennifer,/gp/profile/amzn1.account.AENZHUVAI6275QQBJQAUARKAVSXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 9, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews,3.0 out of 5 stars,These are much smaller bags than what you get in the store variety packs.,Small Bags,Flavor Name: Classic MixVerified Purchase,,
Lera,/gp/profile/amzn1.account.AEW7TQUNAF76R6QT5NAD53PSIBSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 11, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews,5.0 out of 5 stars,Good price !,Good price for chips,Flavor Name: Classic MixVerified Purchase,,
George Rodriguez,/gp/profile/amzn1.account.AGXKOYS7BSYDTI4TBATST5GR3SPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 30, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews,4.0 out of 5 stars,Good variety and flavor for my vending machines,Lays Chips,Flavor Name: Bold MixVerified Purchase,,
Teach Kel,/gp/profile/amzn1.account.AGAXXH2UHSCWX5Q5X2PMU3SZDDAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 29, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews,1.0 out of 5 stars,"I received a box of chips that was about to expire in one month. And when I tried to return them, I was informed that the product was “ineligible for refund”. Very disappointing!",Great if you don’t mind food that’s about to expire!,Flavor Name: Classic MixVerified Purchase,,
Wisconsin,/gp/profile/amzn1.account.AERCJ6REYLPYLYU4VYMTRX5EEATA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 30, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews,2.0 out of 5 stars,Product was delivered April 30 2021with the use by date of June 1 2021. I would of thought they could send a fresher product instead of having to use them in 30 days,Disappointed,Flavor Name: Classic MixVerified Purchase,,
ErmaM,/gp/profile/amzn1.account.AHTZXAEOP5ETR6NKMG45NXDQYFZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 8, 2020",1,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews,1.0 out of 5 stars,We received the case of chips one day before they expired. They were EXTREMELY STALE AND HAD ABSOLUTELY no flavor.,Disgusting,Flavor Name: Classic MixVerified Purchase,,
Margaret J. Buza,/gp/profile/amzn1.account.AE3BVHLMIAJQRKGBTLTYFPBHMMZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 14, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews,5.0 out of 5 stars,Arrived in a sturdy box and we are still enjoying them.,Very fresh,Flavor Name: Classic MixVerified Purchase,,
Bobby Strickland,/gp/profile/amzn1.account.AFOQBCKSSUQCWFE7XSCZJJFKO65A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 25, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews,5.0 out of 5 stars,These are great little snacks..You see i said little.  Great price when you buy the whole box..,They're Great.,Flavor Name: Classic MixVerified Purchase,,
Shergull,/gp/profile/amzn1.account.AHWBRY7JMBOLDZRUNH4LSWYDZWHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 18, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews,1.0 out of 5 stars,Received 6/13/20 and the chips expiration date was 4/7/20. They were stale. I only looked at the expiration date after I opened a bag. Really disappointing. 😥,Stale,Flavor Name: Bold MixVerified Purchase,,
PLGC,/gp/profile/amzn1.account.AHFLDZQPHZVKP4YU6WODOVVQZKAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 22, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews,5.0 out of 5 stars,Great price,Great Selection,Flavor Name: Classic MixVerified Purchase,,
Dee C.,/gp/profile/amzn1.account.AFB7GXDXA3QDLDWY73GGKDOH7WDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 18, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews,5.0 out of 5 stars,"Excellent mix!  Expired too soon after receipt, but that's my only complaint",Nice Mix,Flavor Name: Classic MixVerified Purchase,,
Insight Discovery LLC,/gp/profile/amzn1.account.AGW2QIBAXEOVKECO72XTSOATZZDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews,5.0 out of 5 stars,"These are part of the subscribe and save snacks we provide to the office team. Many have commented that the Sun Chips should be a better flavor like the Garden Salsa or just Original.  There is a heavy share of cheese flavor chips in this mix.  There are never any left, here are the order in which they disappear.LaysDoritios (both flavors)PopcornCheetosSun Chips",Who doesn't like chips?,Flavor Name: Classic MixVerified Purchase,,
ooooooooo,/gp/profile/amzn1.account.AHZY6BSKBYENBB4FHOEPTIQFBWKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 26, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews,5.0 out of 5 stars,"I love the variety, the size . just enough for a snack. The convenience.  My grands looks forward to choosing ""my favorite "".",These are just the right size for the variety,Flavor Name: Classic MixVerified Purchase,,
bingham115,/gp/profile/amzn1.account.AGHTPZM4XHOPIMLVYNIWFQ75BXOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 27, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews,5.0 out of 5 stars,Great snacks to have on hand. Small bag helps from continuing to eat out of a large bag. Delicious.,Great snacks.,Flavor Name: Classic MixVerified Purchase,,
CDM,/gp/profile/amzn1.account.AGKPUCRCBQ2SYXIPXFNPLRLXGPQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 20, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews,3.0 out of 5 stars,right size for a 3 to 7 year old.,not enough chips,Flavor Name: Classic MixVerified Purchase,,
book reader,/gp/profile/amzn1.account.AHQA6WF5ULQGLMG2QHVDLGADVCVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 26, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews,5.0 out of 5 stars,Great selection,Great choices,Flavor Name: Classic MixVerified Purchase,,
Bridge,/gp/profile/amzn1.account.AHNEGBFBPW5LOGH33QR5XAEAELVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 31, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews,1.0 out of 5 stars,So disappointed!! Most are near or expired chips! What a waste! Will never order again.,Terrible,Flavor Name: Classic MixVerified Purchase,,
Brooke,/gp/profile/amzn1.account.AHRUNXZ57CB6ADBM3STXETYWWHHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 25, 2018",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews,5.0 out of 5 stars,"Who doesn’t love a box of chips? They arrived on time and in impeccable condition. Every chip has been deliciously crispy and they don’t expire for over a year, so happy about that!",Who doesn’t love a box of chips,Flavor Name: Classic MixVerified Purchase,,
D0lph1nl0vr,/gp/profile/amzn1.account.AFIR5JHDJMSMQC7VTUS6CLB566KA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 3, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews,5.0 out of 5 stars,kids are happy,great snack,Flavor Name: Bold MixVerified Purchase,,
Espresso Lover,/gp/profile/amzn1.account.AFHHW475YH6ROEI2BE7WEMAXSSWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 16, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews,1.0 out of 5 stars,"Do not buy...2 boxes now have had freshness issues. Despite being within freshness guaranteed dates, multiple bags were very stale, almost wet. Disgusting.",Stale chips!,Flavor Name: Classic MixVerified Purchase,,
Tiffany,/gp/profile/amzn1.account.AHOV57MEHQZU722S53J7BVTUGTPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 14, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews,5.0 out of 5 stars,Taste great. I ate them all and didn’t share,Yum,Flavor Name: Classic MixVerified Purchase,,
Leigh R.,/gp/profile/amzn1.account.AEV3VFAOUCMSMFSI24RPCAPRKC2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews,3.0 out of 5 stars,"Didn't get a the mix of products as shown; the box I received had only varieties of potato chips. Chips are good, but I wanted the mix of Doritos, Cheetos, SunChips, popcorn, and potato chips.  disappointed in what I received because it wasn't what I ordered.",all chips nothing else,Flavor Name: Classic MixVerified Purchase,,
Amazon Customer,/gp/profile/amzn1.account.AEAJQSUUXPFBTRM6AT3JD42RHSWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 15, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews,5.0 out of 5 stars,If you can’t find bean bags for the bean bag toss... these chips are it!,Great for games,Flavor Name: Classic MixVerified Purchase,,
Professional Handyman,/gp/profile/amzn1.account.AGLP5QARGR3OVQNTX7ZSKYKRI43Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 24, 2018",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews,3.0 out of 5 stars,Everybody knows what this product is. Know that these are the smaller 1oz bags. Problem was that these arrives short-dated...that is these expired just two weeks after arriving here.,Arrived almost out-of-date,Flavor Name: Classic MixVerified Purchase,,
Paco Abrigo,/gp/profile/amzn1.account.AHUPCQ2DTXQHZXGF75RWJOHXHYFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 9, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews,5.0 out of 5 stars,Love the variety and the amount shipped,Loved it,Flavor Name: Classic MixVerified Purchase,,
Dolores T.,/gp/profile/amzn1.account.AFQM5ZEPK3M642GJMYS5OTDG5TMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 7, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews,4.0 out of 5 stars,They would have been better if they didn’t have so much Salt.,Too Much Salt. Not Everyone Can Have A lot of Salt.,Flavor Name: Classic MixVerified Purchase,,
shi,/gp/profile/amzn1.account.AFVVXJANXCM4DA3G7ITRKG34NUAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 23, 2021",1,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews,2.0 out of 5 stars,I’m confused as to why these expire in one month.. now I have to rush and finish these chips. Wont order again,Expire in a month,Flavor Name: Classic MixVerified Purchase,,
M FIELDS,/gp/profile/amzn1.account.AGMA43ULCCCZOXWG435VHR6RVAFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 10, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews,1.0 out of 5 stars,Received these items 2 months past their expiration date,Check your expiration dates,Flavor Name: Classic MixVerified Purchase,,
Tina Dozier,/gp/profile/amzn1.account.AGGPPPLJPP4JIRZHRQ3FPLV3M6BA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 20, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews,2.0 out of 5 stars,Chips were all smash some was ripped open,Maybe buying from the local store would be better,Flavor Name: Classic MixVerified Purchase,,
A. Marks,/gp/profile/amzn1.account.AHRSCDX4RNVJJB3XRI2G66CGH3FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 3, 2018",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews,3.0 out of 5 stars,The lays original (the yellow bags) were stale and went to waste. Rest were fine.,The lays original were stale and went to waste.,Flavor Name: Classic MixVerified Purchase,One person found this helpful,
Pony Boy Curtis,/gp/profile/amzn1.account.AF2Z4LDOJPNZCHHA3R3BNKFWEDQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 28, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews,5.0 out of 5 stars,Thanks,Thanks,Flavor Name: Classic MixVerified Purchase,,
DEBBIE HOLLY,/gp/profile/amzn1.account.AGAXWP44BG7J52VUVVTIO3SOAXWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 16, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews,5.0 out of 5 stars,Great product at a great price!,Great price and product,Flavor Name: Classic MixVerified Purchase,,
Taylorbaby,/gp/profile/amzn1.account.AEUK6RXRWUGPE2JLYL7AUI654Y4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 14, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews,5.0 out of 5 stars,A great  treat for the kids.,Family  snacking.,Flavor Name: Classic MixVerified Purchase,,
MoonBeam@2564,/gp/profile/amzn1.account.AF6S2P6FNJTAZMTDJ45NEOIYHHVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 24, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&reviewerType=all_reviews,1.0 out of 5 stars,"WOULD NOT RECOMEND TO ANYONE, CHIPS ARE STALE AND CANDY IS THE SMALLEST I HAVE EVER SEEN!!I PURCHASED FOR AN ACCOUNTING OFFICE WORKING LONG HOURS AND THOUGHT IT WOULD BE NICE TO HAVE A VARIETY OF SNACKS AND I HEAR IS GRIPING, NOT ONE IS HAPPY WITH THIS PRODUCT",CHIPS ARE STALE!  ALOT OF LITTLE BOXES OF NOTHING!,Flavor Name: Bold MixVerified Purchase,,
HappyGMa,/gp/profile/amzn1.account.AFYKJLR5G5QDKELYCGJYA43SY3SA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 22, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&reviewerType=all_reviews,3.0 out of 5 stars,"At least one of the packages was a miss-run flavoring was off, it had way too much powder coating in the Doritos",Ok,Flavor Name: Classic MixVerified Purchase,,
old patty,/gp/profile/amzn1.account.AGYMXEQI7WHLKT2SNHPSHSJIJXDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 22, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&reviewerType=all_reviews,3.0 out of 5 stars,"Although the chips and the variety were good, the serving size was small. I think I will do better at my local grocery store.",Good but small,Flavor Name: Bold MixVerified Purchase,,
timothy E,/gp/profile/amzn1.account.AGAMQMTWMSAOHJIJVZMH4PVTPJZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 3, 2018",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&reviewerType=all_reviews,2.0 out of 5 stars,Some bags are close to expiration. Some bags were crushed. I won't be ordering again.,Look elsewhere,Flavor Name: Classic MixVerified Purchase,One person found this helpful,
Katelinn,/gp/profile/amzn1.account.AGW5RIHXPLHPLWFQWC2GNSW2CMPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 23, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&reviewerType=all_reviews,5.0 out of 5 stars,Perfect will be ordering a lot !!!!!!,Great deal and big selection,Flavor Name: Classic MixVerified Purchase,,
Irania,/gp/profile/amzn1.account.AF5VSFMZAPRDSA2LZXFQO2SB322Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 3, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&reviewerType=all_reviews,5.0 out of 5 stars,All of the them came in.,Nice,Flavor Name: Classic MixVerified Purchase,,
bevg,/gp/profile/amzn1.account.AGHSPMGMAJWBO7RCDCDQGYURWVIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 26, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&reviewerType=all_reviews,1.0 out of 5 stars,"I received on may 26th and they were out of date on the 4th, 22days out of date.",Out of date,Flavor Name: Classic MixVerified Purchase,,
Kathy Sunshine,/gp/profile/amzn1.account.AG6KYQELNQTCXKALOMPHZZXOGW5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 23, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&reviewerType=all_reviews,5.0 out of 5 stars,"Wow, fast delivery with lots of yummiest!",Very fast delivery!,Flavor Name: Classic MixVerified Purchase,,
VAHuntress,/gp/profile/amzn1.account.AEBEPGKYD6FUEJCDQABWX37TAPHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 27, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&reviewerType=all_reviews,3.0 out of 5 stars,"Bags are smaller than what you would receive in the grocery store; Nice variety of chips, great for snacks",Nice variety of chips,Flavor Name: Bold MixVerified Purchase,,
Lynn in South Florida,/gp/profile/amzn1.account.AF6N2YSYSP2N4E2SOUUDPUJAJ6YQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 21, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&reviewerType=all_reviews,5.0 out of 5 stars,"They arrived uncrushed, fresh and a decent expiration date.",Assorted chips,Flavor Name: Classic MixVerified Purchase,,
addie,/gp/profile/amzn1.account.AGXS5IP4TROM2QIGPWX7EGC6FPAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 21, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&pageNumber=47&reviewerType=all_reviews,5.0 out of 5 stars,Love the variety in this package.,Great purchase,Flavor Name: Classic MixVerified Purchase,,
Christina,/gp/profile/amzn1.account.AFMDJMCT7Z6BLHZX3NLV246GV3ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 23, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&pageNumber=47&reviewerType=all_reviews,2.0 out of 5 stars,"Opened the box and found it was missing all of the Lays chips! Did not contain 35 bags, only came with 28. Will not purchase again.",Missing bags!,Flavor Name: Classic MixVerified Purchase,,
TM,/gp/profile/amzn1.account.AHEMPJWLPJ6Y73XQAEYDNRCZOU5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 16, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&pageNumber=47&reviewerType=all_reviews,5.0 out of 5 stars,"Great price for this quantity of chips and saved a trip lugging it back from a warehouse club.  Where, by the way, it costs more than on Amazon!",Buy it!,Flavor Name: Classic MixVerified Purchase,,
Jennifer Kopec,/gp/profile/amzn1.account.AG6HFNHNK7V7AIOJTUPAICBXVVLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 12, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&pageNumber=47&reviewerType=all_reviews,1.0 out of 5 stars,Disgusting.  These were delivered 9/11 and have an expiration date of 9/10.  Tried one bag and they taste so stale and awful.  Don’t buy these.,Expired product- disgusting.,Flavor Name: Classic MixVerified Purchase,One person found this helpful,
Momof3girlz,/gp/profile/amzn1.account.AFYPQHLYSJXB3BCEZQPA44IEVQNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&pageNumber=47&reviewerType=all_reviews,2.0 out of 5 stars,We had to throw quite a few bags away due to them being stale or already opened.,Some of the chips were stale,Flavor Name: Classic MixVerified Purchase,,
OhSnaps,/gp/profile/amzn1.account.AHJTSD3FRWC6SNUVEDTNAXC6BW6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 31, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&pageNumber=47&reviewerType=all_reviews,5.0 out of 5 stars,I bought this for my kiddos to have a snack here and there. :),Excellent buy for hungry toddlers,Flavor Name: Classic MixVerified Purchase,,
