author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,,helpful_votes,total_review,visibility_status,ranking
shelley,/gp/profile/amzn1.account.AEXAATJDYKOGBKESCZSBLYDPMG5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 30, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,Love it. Kids love it too Dec worth it for a free game. I play all the time. So do the kids,g great game,Verified Purchase,,,,43,69,Public,1702179
Amazon Customer,/gp/profile/amzn1.account.AFBN3MXMIJE6ZYCDURXKNFYRQ6RQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 3, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,Challenging and addictive,candy crush saga review,Verified Purchase,,,,13,26,Public,14898996
Syncha,/gp/profile/amzn1.account.AENEEJRIULWB7S7E6FJGNN2ZQH2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 8, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,"love, love this game!!",Five Stars,Verified Purchase,,,,10,33,Public,44161898
Amazon Customer,/gp/profile/amzn1.account.AER76PZ2AIAYBNTPD37JGSLOEYFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 7, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,4.0 out of 5 stars,"Game is fun to play, annoying it's always trying to make you pay to continue or start over but then again it didn't say absolutely free, could show how new challenges could be done, overall simple game, cute graphics and sound, to bad it's not absolutely free.",fun for all,Verified Purchase,2 people found this helpful,,,3,6,Public,23932764
Donna J Stevens,/gp/profile/amzn1.account.AHI4ETJDY7MTAFPXT6QKAKJUNF3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 20, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,3.0 out of 5 stars,"Fun and sweet crush my candy anytime,","candy coated kiss""s gone away",Verified Purchase,,,,18,28,Public,82673986
Tammy,/gp/profile/amzn1.account.AGPOUC75RRG76E5NE4CV7E5XAGAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 9, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,This game is absolutely the most addicting game I have ever played!!!!,Addicting,Verified Purchase,,,,29,31,Public,5759095
mcbarker,/gp/profile/amzn1.account.AHL7J2LDWAAT5TTXEDSWG6CMN3VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 6, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,4.0 out of 5 stars,This is the most addictive game. It's challenging and sometimes frustrating.,frustrating but addictive,Verified Purchase,,,,181,63,Public,120201
Janis Hernandez,/gp/profile/amzn1.account.AFBJROCI7ZEFP5XQ4LPQ2IEASETA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 25, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,Love this game.  Many levels with lots of different goals. Definitely recommend.,fun addictive fast,Verified Purchase,,,,18,31,Public,9132723
Dr. A. Vikram,/gp/profile/amzn1.account.AEU66FOQVC3XRRMB7CK6P3XMYNAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 9, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,2.0 out of 5 stars,I am not sure that disguising an old game with new graphics actually constitutes a new game and should be used for profit or brand building.,Its the same old game,Verified Purchase,2 people found this helpful,,,6,6,Public,40994779
Jeremy P.,/gp/profile/amzn1.account.AF6P2GSG6VU2HICKOICXP6NL6ZEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 10, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,1.0 out of 5 stars,sucked,One Star,Verified Purchase,,,,22,31,Public,82586887
house quilt,/gp/profile/amzn1.account.AFNMMO3W4EIN3FAKZR2CVPTROQKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 30, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,I DON'T have to rely on PEOPLE I DON'T know. I can get my friends to play it without the bullying and harassment. I see the progress. It's nice to root them on. I enjoy playing it with my husband and friends across the world on Facebook.,candy fun,Verified Purchase,,,,24,6,Public,65921378
red,/gp/profile/amzn1.account.AENVOIQDHKALGQTDPUBVGTVRJUFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 30, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,I love the game alot. It is very addicting. My boyfriend and i compete on our kindles. I highly recommend this game but be aware.  Its addicting.,addicting,Verified Purchase,,,,9,19,Public,83221873
nutmegs504,/gp/profile/amzn1.account.AHAUJBBR6TS4HTDLRMX6QIS4D5FQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 17, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,4.0 out of 5 stars,Great game! Some of the levels are extremely difficult while others seem almost too easy. Still fun and addicting!,Candy Crush,Verified Purchase,,,,37,15,Public,60276992
KLC,/gp/profile/amzn1.account.AFQOVA4M75BSBEWSNNHDUCCBZ6YA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 13, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,3.0 out of 5 stars,This game is ok.,Three Stars,Verified Purchase,,,,63,96,Public,559850
Popcorn junkie,/gp/profile/amzn1.account.AG55MFOIWHO5I7FC3EBRGTW2KTQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 17, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,Addictive fun!  Love the different levels but not the ones with bombs.  Good combo of luck and strategy and fast paced play.,addictive,Verified Purchase,One person found this helpful,,,120,12,Public,44720557
James R Gehrum,/gp/profile/amzn1.account.AG2XEQOWZ3UFLDGBOBC5TT5RPGWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 26, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,4.0 out of 5 stars,Nice,Four Stars,Verified Purchase,One person found this helpful,,,23,120,Public,83455104
michelle,/gp/profile/amzn1.account.AGSTMJPBJDG666E2I4WFEQON7JHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 18, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,It's too much fun!!! Hard to stop playing!!! I should be doing other things...but I would rather be on here!,candy crush,Verified Purchase,,,,11,30,Public,13555593
jrobbie,/gp/profile/amzn1.account.AF56Y35FZJJQ2TQR7TXATZTK6A4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 25, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"Glad to see Candy Crush on Kindle. Got the Kindle for reading books, but find myself playing Candy Crush too much! Additive and fun game.",Glad to see it.,Verified Purchase,,,,16,19,Public,15204898
Karen Krull,/gp/profile/amzn1.account.AHJ6YBGNCA6ZVZJCROMRVFY72DCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 3, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,4.0 out of 5 stars,This game is.  Addictive.,fun for my sweet tooth,Verified Purchase,,,,248,61,Public,496556
Jenny A,/gp/profile/amzn1.account.AEHSZ6C3DHZXYVIDA4EAHTETMRJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 28, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"For those who want to kill time and slightly challenge your ability to judge where the best swap to make, this game is for you.",fun game,Verified Purchase,,,,40,17,Public,54713482
S.M. Hughes,/gp/profile/amzn1.account.AGDGLLCQ3ZBZ3WKXRSJAEOI76IPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 7, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,3.0 out of 5 stars,some of the episodes take much too long to complete,it's okay,Verified Purchase,,,,87,244,Public,1788934
ArtNTexas,/gp/profile/amzn1.account.AHEQMOTMFT5JRYN7PJD3IUDELR7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 16, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,4.0 out of 5 stars,You really shouldn't play this at work although I'm sure plenty do. Right? A real time killer but sooooo addictive!!!,Another day gone :),Verified Purchase,,,,4,18,Public,38200556
Maris,/gp/profile/amzn1.account.AF454RCVLOKOP4U5Q4DGCPWOI5DQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 15, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,4.0 out of 5 stars,Very fun and hard enough to keep me interested,candy crush,Verified Purchase,,,,18,15,Public,27495139
mljordan crazy,/gp/profile/amzn1.account.AGFJ6FZRY7WH2UJNHEP5ZNB337ZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 23, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,This app is fun but addictive I like the fact that it is not easy. You spend a lot of time thinking how your moves will affect each move that follows.,fun but addictive,Verified Purchase,,,,15,18,Public,82564947
A. Archer,/gp/profile/amzn1.account.AHFVFRXEPK6U6AT4EY2LVWAJAAFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 4, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,This game is worth the download...... lots of fun,fun game,Verified Purchase,,,,6,21,Public,6150442
TRoy,/gp/profile/amzn1.account.AEVKFZOGDJ5KHPGZQAIDDOWRQJJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 28, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,4.0 out of 5 stars,"Addictive,but fun.",but fun.,Verified Purchase,,,,15,26,Public,11783408
hoot,/gp/profile/amzn1.account.AEPHCD2AKWZDT27FJYLF2VYWNFEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"It's easy,fun,cool and some times yummy it's free I have a kindle and its not a lot of battery waste made by Seth,1234567890$$$$$$$!$$$!",candy crush is amazing $$$$,Verified Purchase,,,,14,18,Public,15363949
Prescillanna,/gp/profile/amzn1.account.AETFK2H7QBRWMZV7QQ6TINKIGW5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 22, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,This game is very entertaining.  I play it almost every day.  I also got a few friends of mine to try it and they really like it.,Great game,Verified Purchase,,,,13,14,Public,43918526
Grandma,/gp/profile/amzn1.account.AE4VRQ7CJPBCEGSL3VR56RO5JUZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 4, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,Love this game! I can play it anywhere!!!,play it anywhere anytime!!!,Verified Purchase,,,,22,47,Public,5084646
Ral,/gp/profile/amzn1.account.AEDFPVYGH5DPS5CGBQYW4WCUQIKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 3, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"It's very addicting, I just past lvl 100 a few days ago",Get it,Verified Purchase,One person found this helpful,,,1,1,Public,65950197
bernie,/gp/profile/amzn1.account.AF3VOIL2UGUKGVW23WDPCQGPAJTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 22, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,this game has kept my interest for a few years now. its addicting as heck and is the best game ever,addicting game,Verified Purchase,,,,3,19,Public,14799107
linda m loy,/gp/profile/amzn1.account.AF5GVL5KIF45NUBM4M36HHKPSWAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,love it  I am enjoying it had heard a lot about it and can finally play it on my new kindle,great game,Verified Purchase,2 people found this helpful,,,39,30,Public,14036337
Mare,/gp/profile/amzn1.account.AGYVZZ6R3UCD3GELYKI7BOFI7MZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 12, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"Love the game, just wish I could use the extra moves gifts on any level. Otherwise I really like it",enjoyable,Verified Purchase,One person found this helpful,,,2,25,Public,16395792
Gunslinger45,/gp/profile/amzn1.account.AGL6627JXASJFUFZSDZ4BUG7UELQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 3, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,Great vacation relaxer.,"Easy, what's the deal",Verified Purchase,,,,7,23,Public,9767999
Casey,/gp/profile/amzn1.account.AGI3RAXAG6ET2CMQLEKAIHUUD5HA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 26, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,At least once a day whether I need it or not,Five Stars,Verified Purchase,One person found this helpful,,,36,65,Public,3475328
H. Kay Soulis,/gp/profile/amzn1.account.AEI3W7FEPCJFBUD4D6XCOZEPWZAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 13, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,It is maddening but fun and relaxing at the end of the day.,Crush me!,Verified Purchase,,,,93,171,Public,563727
Daniella,/gp/profile/amzn1.account.AH2PVSH2R6IEMKGHA2627JYE7XTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 26, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,One word: Obsession.,Five Stars,Verified Purchase,,,,17,81,Public,7092906
Karin D,/gp/profile/amzn1.account.AFENORSBYAJXOZY42OV5HBT32BKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 17, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,I'm so glad this finally came out for the Kindle Fire. All my friends were playing it and raving how much fun it was. I'm totally addicted now.,This is addictive,Verified Purchase,,,,8,20,Public,35740274
Ryan R. Johnson,/gp/profile/amzn1.account.AFO2R76TCDP2PJAXFYUC2FX2JYUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 2, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,4.0 out of 5 stars,"great fun...........highly addictive..........you learn to save your lives sent to you to use when you are waiting for more lives to be given from the game. I don't like that I cannot use the extra moves sent to me by friends, on my Kindle.",wonderfully addictive,Verified Purchase,One person found this helpful,,,3,9,Public,82503643
Amazon Customer,/gp/profile/amzn1.account.AEL5EZ4VHKMIBV74TX35H7PMUQGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 29, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,Logan loved this game he is going to be 6,Logan loved this game he is going to be 6,Verified Purchase,,,,68,86,Public,4910287
Michelle Farrell,/gp/profile/amzn1.account.AHUCLHDQ4MXJT6XUASLMRC63BP5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 28, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"I love playing this game. Ever since my friends got me hooked on it, I can't seem to stop playing it now. It's awesome!",best game i ever played,Verified Purchase,,,,47,16,Public,17011809
Amazon Customer,/gp/profile/amzn1.account.AFEFAYU7XCRFGMKJEZMF7QQ5ZL4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 11, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,Great game. Frustrating at times but very addictive.  Candy Crush is definitely the only game that can fulfill the candy craving of strategy.,Game On !,Verified Purchase,,,,0,14,Public,17006843
Tina Darling,/gp/profile/amzn1.account.AHP2GNLUVRJHKKIIPISJBZQGZ43A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 5, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,Hours of fun and so easy to get hooked on. You just keep wanting to get to the next level.,addictive fun!,Verified Purchase,,,,72,35,Public,2278657
Kindle Customer,/gp/profile/amzn1.account.AF5OLG4GGYDOANTUFOZ4TI6QK6VA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 29, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,1.0 out of 5 stars,"I thought this game was really fun at first...but when I got to the higher level puzzles, which are much harder to complete, I discovered after failing several times at the harder puzzle, I would be locked out of the game for over 20 minutes or more at a time because I had run out of lives!  Those greedy buggers were going to make me wait another 20-25 minutes before I could play again...UNLESS I wanted to pay for the privilege of getting extra lives right away.They also have various booster candies you can buy to help you play longer too.  If you don't mind feeling manipulated by the game developers and have lot's of cash lying around, then maybe you'll enjoy playing this game.  I would rather pay 1 purchase price upfront for the game than constantly be hounded for money and nickel & dimed to death.  It gets really old very quickly!  &#62;Â¿&#60;",Hope you don't mind being hounded for $$Money constantly.,Verified Purchase,5 people found this helpful,,,88,127,Public,750877
NV,/gp/profile/amzn1.account.AGEC4VEG7X2UIGMUK2GMDTVEIPHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 26, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,It's awesome to see the rainbow rains.  It doesn't seem to stop and just keeps going until it's running out of juice.  Feels good.,rainbow rain,Verified Purchase,,,,1,7,Public,60197396
gus,/gp/profile/amzn1.account.AHUCEVBNMMY65JQMGMY33RBFBE6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 28, 2016",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,4.0 out of 5 stars,This is a fun game to pass the time. My granddaughter loves to play also.,good game to pass the time,Verified Purchase,8 people found this helpful,,,11,16,Public,27259938
Debi Cole Williams,/gp/profile/amzn1.account.AHS4W5VMHQ6GYS6WTIXXJVFWQ3EQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 6, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,BUT I love it and I gotta get my Crush on every night before bed. Love the strategy aspect. Great Fun!!,Thought I would never play this silly game...,Verified Purchase,,,,28,32,Public,2287054
CHERYL,/gp/profile/amzn1.account.AHXDQSRINHCBX726XXTCUDQRQ4CA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 11, 2013",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,"Arranging bright colors can do wonders for your mood, and it is very satisfying to complete a tray of candy or advance to a new episode. But, be careful! Too much of this good thing is just as bad as eating candy everyday!",Good For Your Brain In Moderation,Verified Purchase,,,,15,12,Public,16238649
Jessica Lauber,/gp/profile/amzn1.account.AEWXMZOSKRJOWFAGRO77Y5MMVPYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 15, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,Awesome game it's so fun and addictive wish I didn't have to pay to get to next level since I don't have Facebook,sweet,Verified Purchase,,,,3,27,Public,20408474
BrandonChloeJenni,/gp/profile/amzn1.account.AGMNMK7QDERCNVCSU7RZ3YILRHSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 7, 2014",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,Love it play it for hours,Five Stars,Verified Purchase,,,,79,81,Public,1347348
Dad From IA,/gp/profile/amzn1.account.AFDPKO7LALFIGDQ3JTUMMIB6O4PA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 16, 2015",0,,https://www.amazon.com/King-Candy-Crush-Saga/product-reviews/B00FAPF5U0/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,SWEET - DIVINE -  who doesn't love this?,SWEET - DIVINE - who doesn't love this,Verified Purchase,One person found this helpful,,,210,323,Public,83323036
