author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,,,helpful_votes,total_review,visibility_status,ranking
Rock & Roll Conservative,/gp/profile/amzn1.account.AHQMJGMQB4PBDWNYUSUYUWTT7PCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 11, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,4.0 out of 5 stars,Amazing keeps you entertained for hours on end ...........  download it now !!!!!!!!!!!,subway surfers,Verified Purchase,,,,,174,23,Public,33892820
Linda Basham,/gp/profile/amzn1.account.AE2L6ORDWY3P7DKEM4QJOVIYTJWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 20, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,4.0 out of 5 stars,It's not really TOO fun but it's fun enough to make it give me four stars. All you REALLY do is jump on trains and off trains and collect power ups. I have seen games like this. If you want to have something like this but more fun try out minion rush.,it's fine,Verified Purchase,9 people found this helpful,,,,105,19,Public,20373680
Alexis,/gp/profile/amzn1.account.AFOKHNSN4AOGOKSSFWYVTLX6OA4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 2, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,I bought this game when it came because it looked like a really cool game to play to pass time in the car or when I got bored. So I started playing and immediately became addicted to this game. I play it all the time!! I mean All the time. The really funny part is is I was playing this game at my grandmas and my little cousin was there and she is three and she wanted to try so I let her try and boa she is better than me she play it and watch Tv at the same time! I just want to say Kiloo... THANK YOU FOR AN AMAZING GAME!!! AND I LOOOOOOOOOVE TTHE UPDATES!!!!!!!,love love love!!!,Verified Purchase,,,,,4,13,Public,16954167
r.ferrel,/gp/profile/amzn1.account.AE4VKAEDIICJOF57IL3HRQVFSSHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 28, 2012",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,4.0 out of 5 stars,I like it but I feel like it is copying temple run.......if you don't have temple run I suggest to get it but if not don't waste your time....,Like it,Verified Purchase,One person found this helpful,,,,14,13,Public,68364111
mommabwell,/gp/profile/amzn1.account.AG72QOZB56YSMUO54DYEOA6VTZMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 30, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,My grand daughter got me hooked on this game. It is a lot of fun and great family game love it,great game,Verified Purchase,,,,,2,21,Public,9629125
Gene H.,/gp/profile/amzn1.account.AHVXFPQJMGJDDBAQSGAU3BGRVY3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 4, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,I really like it just there's no just it. Is AWESOME SWEET and COOL try it you will.love it I no I do,AWESOME,Verified Purchase,,,,,74,17,Public,5287814
LiLi,/gp/profile/amzn1.account.AEB4QWIMB3YGLELPAQA7HMN73ZAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 1, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,The only bad thing is I could play this all day!! So addictive. I love this game and it was free!,Yay!!!!Love Subway Surfers!!,Verified Purchase,One person found this helpful,,,,94,33,Public,23129742
Lexi Kuchta,/gp/profile/amzn1.account.AELPV6L35SSMSCUOMXNVXS75YRFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 22, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,4.0 out of 5 stars,"Great game, though when I updated it, all my progress disappeared.",Good,Verified Purchase,One person found this helpful,,,,2,6,Public,56623777
Rich Mountain’s wife,/gp/profile/amzn1.account.AGAEG3HA6NDADOUL2FL4EAGSHE3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 28, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,Good,Five Stars,Verified Purchase,,,,,90,34,Public,1213547
good,/gp/profile/amzn1.account.AE6F7ZBVCX5NA6YB3VQUGOZCRHHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 6, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,best game! that i ever had it is so easy to get coins to get different people and prizes. i love it for all ages. i never ever had a game so great as this one. just get it you'll like it i promise .  free free free !,excellent,Verified Purchase,2 people found this helpful,,,,18,9,Public,82533919
Lisa2750,/gp/profile/amzn1.account.AGOYG2XKJ4ATWBUGPWRO3OP5RPTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 18, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,4.0 out of 5 stars,Hello i like the game but I've only gotten about 2 hats an  its common but ive gotten special items so you guy's should fix that,subwaysurfers,Verified Purchase,,,,,12,25,Public,4291527
Bobbye,/gp/profile/amzn1.account.AGAGN2CECSXMNRM55R5LBLH7LT4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 20, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,This game is like temple run but in a silly way My sister and I are hooked and play over facebook. I would recommend it to everyone. The Grandkids love it to. It is easy enough for a 4yr old and entertaining to a 90 yr old. It has no volience/sex or foul language. It is a big winner in my book.,Grandkids,Verified Purchase,4 people found this helpful,,,,144,119,Public,83086665
Grandma Niece,/gp/profile/amzn1.account.AHUSR5QUAHOCBLPH3THT2DPIWOMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 22, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,my 10 year old grand son loves this game -  since it is summer he has not got to play it much yet  - but come  cold  weather and has to be inside he will play it more,great game,Verified Purchase,8 people found this helpful,,,,1558,639,Public,83705276
JulesS,/gp/profile/amzn1.account.AG46CWF6DDKC3RU6L2YCM2VW2XCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 1, 2012",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,I love this app the haters are stupidly stupider than me and I'm stupid bye this app and prove them wrong and its addicting but of u wanted to get off you could its not that addictive,BYE IT! BYE IT! BYE IT!,Verified Purchase,One person found this helpful,,,,9,9,Public,59697058
Kindle Customer,/gp/profile/amzn1.account.AH3ZLBMQBCGUB2I6N4QOXKIJEDTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 17, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"Great game, super addictive",Great game,Verified Purchase,,,,,6,17,Public,32803374
William Tequan Gibbs,/gp/profile/amzn1.account.AF5AOZJM626CQU7XA744MP3QNDTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 13, 2017",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,4.0 out of 5 stars,This is the first game I downloaded on my tablet!😛,First game,Verified Purchase,2 people found this helpful,,,,2,1,Public,59163586
Kelly Ford,/gp/profile/amzn1.account.AHE2QPFUGXM4UIAD45QE5GJOZ33A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 4, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,IT IS AWESOME heck yeah IT IS A good thing for little kids and I think it is a good thing for the only one of those who actually want to play the game,NICE,Verified Purchase,,,,,1,10,Public,58355486
Gerry,/gp/profile/amzn1.account.AF4THIMGJHMLMYCLWI6HEZW3ABAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 30, 2017",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,This game is  cool is sososo  cool,Five Stars,Verified Purchase,One person found this helpful,,,,1,11,Public,10407771
Amazon Customer,/gp/profile/amzn1.account.AESYSO7GPPBINVZRXTHH3DUMUYWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 21, 2016",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,Amazingly awesome hard. Obstacles . fun game!😂😂👍👍👌.,Five Stars,Verified Purchase,One person found this helpful,,,,1,1,Public,65568857
clarence foster,/gp/profile/amzn1.account.AFGB3EYRRQKU3KVS2DAOXTLA64DA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 6, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,I think this game is good .,a+ game,Verified Purchase,2 people found this helpful,,,,90,30,Public,17745316
terry n,/gp/profile/amzn1.account.AFXJ2VA3MCULN3H557SGUPNX3NRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 1, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"Very fun. The only sad thing is you only have almost 30 days to buy some of the characters( changes places almost every 30 days ). If you have no internet it loads slower. Besides what that there is no problems. I highly recommended this game, every time me and my friends play it, it gets so addicting.",super super fun,Verified Purchase,,,,,2,5,Public,59812212
Ben,/gp/profile/amzn1.account.AHWCCBUMDRECKBBZ4OWENVGCD2OQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 23, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,It's very fun!,Five Stars,Verified Purchase,,,,,2,26,Public,10884636
Corrina,/gp/profile/amzn1.account.AHXOIHBKURL4L6SNV7QQ7QQ7CI6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 11, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,It's is FUN!!!!!!!!!!!!!! I love FUN FUN ROLES HOW DOES NOT  like fun I love FUN FUN FUN FUN FUN,YAY FUN!!!!!!,Verified Purchase,,,,,48,17,Public,6012610
Amazon Customer,/gp/profile/amzn1.account.AG4G42IRX6BM4QOWRCVKIXFPA32Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 21, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,This is a very fun game where you move your finger to move and jump.  The format changes from time to time but it makes it funner. You also collect coins. And the objective id not to her run over by trains or run into poles. Fun and great for all ages!,Better than temple run!,Verified Purchase,2 people found this helpful,,,,8,7,Public,23784826
Amazon Customer,/gp/profile/amzn1.account.AFWRJGVXIQFRN7YZ25IB634LYWBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 18, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,Awesome,Five Stars,Verified Purchase,,,,,1,17,Public,28660986
big s,/gp/profile/amzn1.account.AENSRVA3C2FSSZ47EXMW3YFLQNLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 5, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,4.0 out of 5 stars,it is ok but it is really easy so if you want challenging  game this is not for you. this is really fun and is always fifteenth.,really easy,Verified Purchase,,,,,18,17,Public,14442790
Saved,/gp/profile/amzn1.account.AEOXEYVF77LP3DLWTZ3TIGYI4FVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 27, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"I don't play this game, but my 10 year old and my 7 year old do. It is one of their favorite games on the Kindle. The game runs smoothly without any kinks and has different characters they can work towards. I don't like the idea that they are portrayed as a character that is vandalizing trains, so we had that discussion before they could play it.",Wish it was not a thief,Verified Purchase,5 people found this helpful,,,,19,17,Public,20479678
Pigment,/gp/profile/amzn1.account.AH7DQOGYBTG67XJWIKMJKGCV37GQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 28, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,AMAZING.!!!,Five Stars,Verified Purchase,,,,,62,32,Public,82755947
Sulagna Tripathi,/gp/profile/amzn1.account.AFSLQWTMCIT6MCL3HAFOLTMSTMLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"Earlier I had no idea what subway surfer was but as it gained popularity among all my friends, I decided to check it out. When I started playing it I just couldn't keep my kindle down. It is very addictive  and gets your adrenaline pumping!",A fun and rejuvenating game,Verified Purchase,2 people found this helpful,,,,3,6,Public,54879052
Amazon Customer,/gp/profile/amzn1.account.AFREB4ZDMBBR4TQU46D7U3DUZNOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 20, 2020",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,4.0 out of 5 stars,Good,Jump,Verified Purchase,,,,,0,1,Public,59531178
Amazon Customer,/gp/profile/amzn1.account.AEWBP7S2SBJH2TRT2E3NUZMYFV3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 3, 2017",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Awesome,Good,Verified Purchase,One person found this helpful,,,,1,2,Public,58397754
Honest Reviews,/gp/profile/amzn1.account.AEZASY6PPJO6F5R7FZYYHVG33GYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 24, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Awesome game,Five Stars,Verified Purchase,,,,,619,160,Public,113901
Nakeeta Malone,/gp/profile/amzn1.account.AGZRROMXHQHIC7JZZZTAJQYS4UUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 2, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,It is awesome!!!!! 😁😇💎😁😂,Five Stars,Verified Purchase,,,,,60,40,Public,368530
marcyh,/gp/profile/amzn1.account.AECYL6G3MIQATP3NEUJFHXK6Q3RQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 15, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,It is very fun to play!  I have even been able to make my daughter jealous because I won the jackpot in coins!,Love This Game,Verified Purchase,One person found this helpful,,,,12,27,Public,7313936
Kylie Barocio,/gp/profile/amzn1.account.AHJG74EI4LSWVJC4TQJ6WB3I6VLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 3, 2017",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,I got 9huverbords,Five Stars,Verified Purchase,,,,,93,6,Public,12596170
S 💫,/gp/profile/amzn1.account.AHAGCRTEPTZWAH4LUK64TXEICUTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 4, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,My whole class plays this game almost non stop including in the middle of class because it doesn't require moving the device unlike temple run which is hard to play without getting caught,We play this constantly,Verified Purchase,One person found this helpful,,,,18,12,Public,49594227
Eduardo J.,/gp/profile/amzn1.account.AFM35NEP42ULLTEWAQVKR7432Q7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,DrAwesome!,Dr awesome,Verified Purchase,,,,,81,15,Public,12276093
L TX,/gp/profile/amzn1.account.AERKP5WZEJ42PBISJCEI2XJI7BXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 15, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Is a awesome game and I would totally recommend this game because when I play it there was no bugs like some people say and I love all the outfits but you should totally add more power ups like a super magnet or a bonus board.,awesome!!,Verified Purchase,One person found this helpful,,,,12,5,Public,50089240
tbone,/gp/profile/amzn1.account.AFRRHXOCYKA4VV4VDG5NT3PFSU5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 21, 2016",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Well unless should definitely get this!! It's fun and a great way to entertain yourself very cool! But.. sometimes this game can be glitchy but other than that its awesomeness!!😁 it's not a waist of time!,Awesome but 1 prob..,Verified Purchase,6 people found this helpful,,,,36,15,Public,7015051
Amazon Customer,/gp/profile/amzn1.account.AFDBJRO656ZEUJDLYDYRFMIG7RYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 12, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,Awesome cool fantastic my son loves this app you jump over trains duck under borders and unlock millions of characters. It is cool.,AWESOME,Verified Purchase,,,,,591,15,Public,8661288
NIGHTWING44,/gp/profile/amzn1.account.AF7ZZP4DXM52SDIUKER6F6TPK7TA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 2, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,4.0 out of 5 stars,Great game you get throw with the game easily.Great game for kids 6 and  over. Buy it for sure. Awesome game,good game for kids 6  and up,Verified Purchase,,,,,46,27,Public,9729989
Pipa,/gp/profile/amzn1.account.AHPV76MS5ID7C4GMEKXN3EJRI4FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 7, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,4.0 out of 5 stars,Very nice game to kill some hours during travels.,Four Stars,Verified Purchase,,,,,23,46,Public,82545995
Rall,/gp/profile/amzn1.account.AESNOYCW75NJDNO6KO5QJABXK5GQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 8, 2018",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,It's awesome,Five Stars,Verified Purchase,,,,,86,5,Public,7905225
pm,/gp/profile/amzn1.account.AHP7MYCHGAAXMHGFMONYX5BNQT7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 28, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,hey it's Paige and I want to review this app. It's really fun and its kinda like temple run just in a different way. I really like it and I hope u do too!!!,fun,Verified Purchase,3 people found this helpful,,,,355,6,Public,63890272
C. Conn,/gp/profile/amzn1.account.AHE5A2PYZQYLWSSGTBTJI5NBHKUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 30, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,I think that this game is totally cool an addicting. I play it all day. They will never take it down unless I say so. I love it so so much. no doubt,Epic,Verified Purchase,,,,,2,12,Public,35403064
Amazon Customer,/gp/profile/amzn1.account.AG3VSGZDNHMLAYEMBMP7PTG4S3IA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 29, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,"Love it and how they always update to different countries... great stress reliever. Yet, I believe there should be more like a upgraded jetpack that can be bought or acquired through missions.. just a thought",great,Verified Purchase,One person found this helpful,,,,1,11,Public,14146086
mary c gray,/gp/profile/amzn1.account.AEPZBS7JUCSPYYCWGQ6HXZL6NMWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 2, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,This game is about people that surf in a subway and there is a police officer in the game too and try not to get caught by the police officer who will arrest you if you get caught by the police officer.,Subway surfers,Verified Purchase,,,,,2,20,Public,7037663
Shayla Shayla,/gp/profile/amzn1.account.AELNP6DRQOT4B5B5YUCBFP6JEDOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 26, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,"Subway Surfer is one of the most craziest, hardest, fun, suspenseful games I have ever played, not to mention one of  the best apps. Anyone who hasn't played this game soul should give it a try. It is also very addictive and intense. :)",Surfin' U.S.A./ London,Verified Purchase,5 people found this helpful,,,,9,4,Public,64873156
zinab,/gp/profile/amzn1.account.AGCLPPXYGKFROM62KOYVX6FTV7OQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 28, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,3.0 out of 5 stars,Still learning to play but fun trying. Great for the kids when out and about to keep quit. Well done,subway sufers,Verified Purchase,,,,,61,25,Public,7879454
Ne'Cole,/gp/profile/amzn1.account.AG232V36SGNUBDQHYRXRXZDRNWQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 14, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,2.0 out of 5 stars,"Being that it wasnt able to download fto my kindle for some reason, we cant play it to try it out.","Not too sure about the game, it didnt download",Verified Purchase,,,,,4,18,Public,56838780
