author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,ranking,visibility_status
Skatto,/gp/profile/amzn1.account.AEONMH4S4X64NGXPZIXSJA5RDMPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 5, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,Purchased from Amazon Fire Stick..good app.,Good App,Verified Purchase,,,76,62,6668453,Public
Justin Stelzer,/gp/profile/amzn1.account.AGQD3AQE4NQTDMV4EA2O2S5CLP5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 17, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,A fun challenge. Entertainment for often longer than expected!,Five Stars,Verified Purchase,One person found this helpful,,5,49,17611840,Public
adria,/gp/profile/amzn1.account.AGSMN3STL2VGFTXE3MQ4GM7DDOEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 28, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,3.0 out of 5 stars,"cute  play it on and off , good for the kids",good for the,Verified Purchase,One person found this helpful,,220,261,3599526,Public
ron r summers,/gp/profile/amzn1.account.AHUUNDZSDTJZLOHQI3QEKTXJEI2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 10, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,great,Five Stars,Verified Purchase,2 people found this helpful,,7,78,16533832,Public
kayjen78,/gp/profile/amzn1.account.AF7KS3CBA3CCSX56P3PN57RTIRQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 10, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"It's fun, challenging and makes me question my driving skills. Lol. My husband got me started and it's hard to put down.",Very addictive game,Verified Purchase,,,159,129,1297762,Public
treasurediving 12345,/gp/profile/amzn1.account.AFDQAQ2P6TTU6N4QTNHTFNDJYOLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 3, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,I've played this game on phone other android and downloaded again. It's class. Simple.....class. try it. Loads of tracks/world's.....Loads of vehicles....Loads of upgrades....you earn cash told get the upgrades and unlock world's easily. Bike on the moon great source of cash. Well worth trying,Class,Verified Purchase,One person found this helpful,,1,9,68814275,Public
Tennessee,/gp/profile/amzn1.account.AFIVDWD4B2FA3UTC4OWEJQRWFWCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 22, 2019",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,Great for younger children,Fun!,Verified Purchase,,,71,14,82684162,Public
Zach Reid,/gp/profile/amzn1.account.AFNYL2N624EBAIOZ7BSNLBRRYSJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 5, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,4.0 out of 5 stars,It's a real fun active game. people say it's easy but no it's hard. It's a fun game easy 2 make money yet hard.it has like 30 cars 10 levels and here is my hints 2 becoming a pro.1.upgrade jeep fully2.save up for moon3.buy moon4.save for race car.5.it's.done have fun!!!!,ok 4 stars is perfectly described,Verified Purchase,One person found this helpful,,110,18,56107342,Public
Janne Smith,/gp/profile/amzn1.account.AHNALEBE6645ODXETJ4WE46NFWGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 18, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,4.0 out of 5 stars,I love it it is fun and I love all of the difrent cars and modersichles and trucks I love hill climb racing,thes game is asome!,Verified Purchase,One person found this helpful,,5,4,42898608,Public
Carl H,/gp/profile/amzn1.account.AHZE4PEWPPIQXAJR3RX5WPDTVBWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 10, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,2.0 out of 5 stars,Played only once on Fire TV... it was an Ok game...,Two Stars,Verified Purchase,,,80,126,3642970,Public
Kimberly,/gp/profile/amzn1.account.AETLQDCDUHIY47QDMIHWPE7XYQUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 26, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,My husband had this game downloaded to his phone and now he has me AND the kids addicted to it! I downloaded it to my Kindle Fire and its even more fun than on the phone since it has a larger screen! My hubby has gotten most of our friends addicted to this game as well. Very fun to play!,Hubby to blame!,Verified Purchase,One person found this helpful,,63,20,5779387,Public
Jennifer Wooten,/gp/profile/amzn1.account.AFN766FYZA3J34HF7F5542UHIDDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 12, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,I love this game. Its for all ages and is very fun.When your about to flip all you have to do is hit the backward pedal.I think you should get this app.Thus game is The Best.,Best Game Ever,Verified Purchase,,,130,48,4383671,Public
Mary Ann Rovie,/gp/profile/amzn1.account.AGY7EJNUWO65OAXQLWHPT7NZ4N4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 4, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,4.0 out of 5 stars,And not as easy as it looks. Flips over before you know it..  but don't give up,fun fun fun,Verified Purchase,2 people found this helpful,,52,34,6171039,Public
samsam,/gp/profile/amzn1.account.AE3FJZI4HQN5WULMPC7HPBH7GSCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 21, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,I love this game....its a great game to play when you need to pass some time. its challenging enough to make you come back for more but not too much that it makes u angry. my 7 year old loves it.,fun and addictive,Verified Purchase,One person found this helpful,,3,16,55255618,Public
Fry,/gp/profile/amzn1.account.AGBNPGEFWP5UGC6FMQZN4IAZJ5RQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 18, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,Super addictive,Five Stars,Verified Purchase,One person found this helpful,,5,46,13026002,Public
Amazon Customer,/gp/profile/amzn1.account.AG6XE7BPNI2AVG623K4NP7VFDZTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 25, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,good,Five Stars,Verified Purchase,One person found this helpful,,56,160,5043515,Public
C. Wilson,/gp/profile/amzn1.account.AGMAFNQH7IHWPU2432MB4F4LX3FQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 2, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,4.0 out of 5 stars,This is a fun little time killer. The graphics are cute Nintendo style graphics and the game is easy to play. Sometimes it was a little too touchy but overall its fun to play and worth a download.,Fun to Play,Verified Purchase,One person found this helpful,,1840,258,2615692,Public
kathy,/gp/profile/amzn1.account.AFM4JSU3VX7R3Z7GP5IEDZFGBJTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 22, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,3.0 out of 5 stars,no nothing about this my daughter got this,Three Stars,Verified Purchase,,,98,155,2821790,Public
Dan Ames,/gp/profile/amzn1.account.AFWPBQZBUNAKKLRJN3V7TPTMAV5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 27, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,Fun game,Fun,Verified Purchase,One person found this helpful,,17,32,10999044,Public
Scott Barry,/gp/profile/amzn1.account.AFNIKVIZOKFIGJHNLLLL5U6RLLVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 17, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,4.0 out of 5 stars,It is an addictive game in short bursts.  You don't have to spend anything to advance but can do so if you wish to advance quickly.,Fun little game,Verified Purchase,,,158,96,1001053,Public
L. Arthur,/gp/profile/amzn1.account.AH7TYRM4LD2SBV753UXLLJCPTZOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 30, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,4.0 out of 5 stars,"This game starts off easy, but gets progressively more difficult.  I would recommendit to kids of all ages, and they would probably master it much quicker than me.",challenging game,Verified Purchase,One person found this helpful,,156,92,82729706,Public
Ingrid Kvalvik,/gp/profile/amzn1.account.AHP4MCZXWHWPHO73BF5GHAHTTRVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 25, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,Love this game,Five Stars,Verified Purchase,,,49,72,442793,Public
Donto & Amy,/gp/profile/amzn1.account.AEDSN35DOXWHMEWQCGYJHISJ4MXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 20, 2019",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,Our Son Like it,Downloaded App,Verified Purchase,6 people found this helpful,,72,104,509774,Public
Jalayla,/gp/profile/amzn1.account.AEINTKC7WFTAU2X3C6W27CRWV5KA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 17, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,this may be the hardest game in the world but I LOVE IT and I don't know what to say any more.,I LOVE IT,Verified Purchase,One person found this helpful,,5,3,53027090,Public
brginhunter,/gp/profile/amzn1.account.AHYMJDSSXGZZLGYA3DGPVCR2GMWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 9, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,4.0 out of 5 stars,"Very challenging, but frustrating at the same time.",Four Stars,Verified Purchase,3 people found this helpful,,226,167,1927801,Public
Bill C,/gp/profile/amzn1.account.AF5YFFVPYHDN62JXXXRBDEI3QQ2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 20, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Excellent Little Timewaster!!  I spent way too much time in this game at work!  Very addicting to learn how to drive the vehicles together the best score over the obstacles.  10/10 would download again.,VERY CLIMB-y,Verified Purchase,,,19,64,8747043,Public
Jeanus,/gp/profile/amzn1.account.AHH3VIV5N2V427AYAQS2PFDROTUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 20, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,3.0 out of 5 stars,"My grandson downloaded this game to my tablet and seems to enjoy it very much.  I tried it myself without much success.  By the way, my grandson is six years old, but much more computer savy than me.",Great Game for Six Year Old,Verified Purchase,,,213,165,83332519,Public
Jeffrey Bolt,/gp/profile/amzn1.account.AHV5RZOUGPDJQ6TMKBHD6AH3AMEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 13, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Fun,Fun,Verified Purchase,,,29,102,1695794,Public
Amazon Customer,/gp/profile/amzn1.account.AFAN2EFMUMDMU7ZAN6VLRS5LVS5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 23, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Awesome game very addictive,Five Stars,Verified Purchase,One person found this helpful,,2,9,26697369,Public
Amazon Customer,/gp/profile/amzn1.account.AF6F4IXRIY5NLOAEI45EKSFADFIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 16, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,"Fun, funny and funky, but challenging. You will have a great time trying to climb the hill in your jalopy Jeep-type vehicle meeting all kinds of trouble along the way.","Fun, funny and funky",Verified Purchase,,,133,80,13337011,Public
Amazon Customer,/gp/profile/amzn1.account.AF4NHUJJADABCSPKHQEHYUAUOP4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 22, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,4.0 out of 5 stars,I like to drive around,Four Stars,Verified Purchase,One person found this helpful,,2,8,48836941,Public
Sunny,/gp/profile/amzn1.account.AFRUGJBUOXCPMMQTISZJPGCTID5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 2, 2020",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,it was great and I like that you can upgrade. it is a fun and nice game which I liked,great,Verified Purchase,,,3,4,18180642,Public
Christinea,/gp/profile/amzn1.account.AH54XXYEYE2LEX5BDTFS5W5Y2GPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 16, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,"Funny game to play child laughs a lot,",Five Stars,Verified Purchase,,,1205,322,1030518,Public
Denis Coleman,/gp/profile/amzn1.account.AGHFSXDGRLE7KOV3BV2TE2P3VZNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 26, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,"Want to waste a lot of time and have fun doing so, then this is your game, can be played for hours, very challenging, I must admit I'm got so far and am now frustrated trying to figure out how to get to the next level but thats the challenge, so it works for me.",Want to waste a lot of time and have fun doing so,Verified Purchase,,,66,18,56753907,Public
Paul Bruce Coursey,/gp/profile/amzn1.account.AGPHMEOV2EUT37VM5WX4VZANNUXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 1, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,The group of 10 year old boys amused themselves for hours playing this game. They played on two KH HD devices side by side for a long time.  It would be a hit if If this game could become multi player,Ten year old boys love it!,Verified Purchase,,,9,59,4017916,Public
Mark G,/gp/profile/amzn1.account.AH2TJHQDJQC63USSTSJ7VGU7TIAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 24, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,Fun ride!,Five Stars,Verified Purchase,2 people found this helpful,,13,30,18527006,Public
2madmax,/gp/profile/amzn1.account.AF2MBMCGKPZZ33ZZZLJCAYDVZDKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 14, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,This game is fun and engaging.  Free for Prime members,Fun,Verified Purchase,,,87,94,6275884,Public
Kindle Customer,/gp/profile/amzn1.account.AFN4HABHIHMIAKYPRTLLVKG4Z66A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 4, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,This game is super fun. Easy for me to play. The only downside is that I wish they would periodically add new vehicles and new stages,super fun,Verified Purchase,,,35,46,17084948,Public
Beth,/gp/profile/amzn1.account.AEDEXYE4DLWVVBVNA64Q5QGVDE6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 26, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,"This is a really awesome game that can be played anywhere and by anyone. I find it really entertaining and a good game to play when I'm bored. The only thing that could be improved is the tricks and Terrain. I think it would be really awesome to have extremely fast trick capable vehicles that can do tons of flips, and maybe there could be longer bridges, tunnels, or even loops (like a roller coaster) or maybe ramps, that would make the game top quality.",A Really Great Game!,Verified Purchase,10 people found this helpful,,81,8,27659543,Public
Kindle Customer,/gp/profile/amzn1.account.AHQSFIAP3CWFCFKM5F2FER3DDLLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,I can't believe I am addicted to this game! My 9 year old grandson has a blast watching me play! Ha!,Help! I can't  stop playing!,Verified Purchase,One person found this helpful,,21,38,2262754,Public
FATALAutumn,/gp/profile/amzn1.account.AHORKPJF4PXY2OJDPGPC7C4R6L2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 14, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,"Love this game. Thanks for making this game. It's challenging, awesome fun. I am only on level 3 atm, but I plan on higher levels. Now let me get  back to my game. Good job.",awesome addicting epic fun,Verified Purchase,2 people found this helpful,,94,38,4184745,Public
Keith Vommoro,/gp/profile/amzn1.account.AHL6RQHE3WA55ALO345XJTODOLLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 7, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,A+++,Five Stars,Verified Purchase,One person found this helpful,,86,170,1588486,Public
jj.zink,/gp/profile/amzn1.account.AEBCWPHCIBEGEIZQU6WWBADNOUOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 28, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,I don't get why it wont update on the kindle fire.  my brother said that if you unistall it would update but it didn't work so I hats this game unroll the make it to wwhere I can update it.,update,Verified Purchase,5 people found this helpful,,14,6,67673997,Public
Billy Goat,/gp/profile/amzn1.account.AHICWHSJWGGUUHPTC5UQNSSZNUXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 31, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,"It gives you the same rush as using a chainsaw to make your way through 20 yards of trees and brush .... but .... without the sore muscles and saw dust!!!Actually when you get the hang of it and build up the Monster Truck or Tank to maximum, it is more like using a chainsaw on freaking watermelons.Back to reality!! When you get a small amount of cash/points built up, drop the original car and buy the Monster Truck first and max it out. The cash/points add up fast with this vehicle.When in forest stage, use reverse every so often to get rid of stumps and jump over next batch of trees. (Careful because some gas cans are half hidden in trees.)",IT'S GRREATTT!!!!,Verified Purchase,7 people found this helpful,,12,11,58150800,Public
john leone,/gp/profile/amzn1.account.AEZ4PJX7AZZEJKBUN5Z4NTR6ZDAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 19, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Addicting,Five Stars,Verified Purchase,,,40,83,3408933,Public
Lbat,/gp/profile/amzn1.account.AGODDVQIJGNONUXKDS5BFYOAXONA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 18, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,This is the first game my grandson heads for when he can play on my kindle.  It is very entertaining and funny to watch.  I love games that are not violent or too graphic.  this surely makes my grandson smile.,Hill Climb Racing,Verified Purchase,One person found this helpful,,43,76,1208570,Public
Paula Clark,/gp/profile/amzn1.account.AGE6RCQJ3PSHHHFCB46UM2P44WYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 25, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Game is addicting. Can play the whole game for free or pay to remove adds. Good controls. Fun for all ages. Be prepared to play for hours and to share your game time :)  .,addictive game! really is free to play,Verified Purchase,One person found this helpful,,59,45,4290476,Public
Shaun,/gp/profile/amzn1.account.AHZOUWY2OJAQSCCMM4OJXXVMTE2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 21, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,"A pretty fun game to play, not too hard to upgrade the vehicles; a good number of vehicles and maps, but I wish they came out with some more to keep things interesting.",Fun game!,Verified Purchase,,,32,19,12234154,Public
donna b dorton,/gp/profile/amzn1.account.AETWPO6ZH3BZPWQSZXJ3OBI32R4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 19, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Using for my job  Great.,Five Stars,Verified Purchase,,,18,39,2948606,Public
