author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,ranking,visibility_status
McKenzi Bigler,/gp/profile/amzn1.account.AHUFNLCPH23JFUSABQKXNCQBLGIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 7, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,I love this game! My favorite character is classic sonic,Great game!!!!!!,Verified Purchase,3 people found this helpful,,17,6,,Public
CAITLIN RENNICKER,/gp/profile/amzn1.account.AHKW7SN77TIPG6JB57OOWMQ62AKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 27, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,Love sonic,Great app,Verified Purchase,44 people found this helpful,,129,51,,Public
Eve Simpson,/gp/profile/amzn1.account.AGLADAKUZ4ZYO3EWBWD3MLC3I74Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 23, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,I rate this five stars but if I could I would rate it one million stars! I love everything about it. I like the adventure theme and that you can use strategy and weapons to slow down other racers! I also like how you can unlock other characters.,I love this so much!,Verified Purchase,38 people found this helpful,,40,3,,Public
salman,/gp/profile/amzn1.account.AECQWKUPF7HGPVH4DFUOMYSSGVOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 2, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,My little brother is a huge sonic fan so I downloaded this for him and he loves it.I tried it myself and I liked it too.It is safe for kids and it is really fun.If you love racing and love action then this app is for you.Have fun,-),Really Fun 😀,Verified Purchase,196 people found this helpful,219,4,,Public
Amazon Customer,/gp/profile/amzn1.account.AGHWHTYQ4HAJUR4RNJD72WVFC7AA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 31, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,4.0 out of 5 stars,Good gameGood game,Goodgame,Verified Purchase,24 people found this helpful,,24,2,35668046,Public
Jan,/gp/profile/amzn1.account.AGLT3ZM6XKAJEZAKUNFFXC4MEGOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 16, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,Awesome Game,Great game,Verified Purchase,21 people found this helpful,,64,33,2419892,Public
Jefe,/gp/profile/amzn1.account.AHZVBWQPATA2C6SZWCQXMVWJI2QA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 24, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,Won't update there is a bug,Update,Verified Purchase,10 people found this helpful,,56,6,22975815,Public
Amazonian Man,/gp/profile/amzn1.account.AEIEMQNNAL4FWO5UZP3F24XFINJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 20, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,AmazingGame love it,Best game ever,Verified Purchase,13 people found this helpful,,67,11,7231772,Public
Benjamin Palmr,/gp/profile/amzn1.account.AGISCJMDJGTHMDRGV4FX2CWCTQIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 11, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,"This game made me like sonic even more!Thanks Sega!(though, it would be cool if Dark Sonic was a runner)",IT'S AWESOME!!!😍😍😍,Verified Purchase,14 people found this helpful,,18,3,49195914,Public
Rachelle Wilhelm,/gp/profile/amzn1.account.AGKELK62HLFBAX4KNKS5XFX2HSNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 21, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,This game is so amazing i downloaded yesterday and hadn't put it until I went to sleep and picked it up strait away when I woke up and still hadn't put it down a must have for any sonic fan,AMAZING!!!!!,Verified Purchase,59 people found this helpful,,747,7,5626911,Public
Chris Schmidt,/gp/profile/amzn1.account.AFEXGDSASK364OBGULZYVK5MS7TA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 21, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,I love all the charecters,So many good things,Verified Purchase,16 people found this helpful,,16,1,49124175,Public
Tammy Hunsaker,/gp/profile/amzn1.account.AF6NNRG2OWUSO54NBMI5QFX4ZNUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 31, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Liking this game.,Nice,Verified Purchase,41 people found this helpful,,68,9,20208246,Public
Mya,/gp/profile/amzn1.account.AGYA5QY24ZXX6L5JZGTSPAWJWV3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 28, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,This game.is the best,Good,Verified Purchase,95 people found this helpful,,263,3,47445148,Public
mark repass,/gp/profile/amzn1.account.AFRED54CU7OWUYFFF4EMN7IOLWWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 9, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,I love the game but I think they should add more characters like Infinite and Sally,Love This Game!!!!,Verified Purchase,18 people found this helpful,,61,9,5828872,Public
SeahawkDad,/gp/profile/amzn1.account.AGHGUSHB2ZZL5DOCYTI3HUUKCTXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 16, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"I belived that this is a really good game! It may take a bit to level up your characters, but it makes you work! And I also liked the Star runner feature (and everything else,too) , it can really help. And don't even get me started on the new characters! They are awesome! Thanks for a great game, Sega!",Awesome game!,Verified Purchase,76 people found this helpful,,135,15,1683591,Public
John Alexander O.jr,/gp/profile/amzn1.account.AHBXV3H7K44YLHAIQVVIWVGTCZAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,This game is awesome XDK I can't stop playing this game,LolollXDK,Verified Purchase,13 people found this helpful,,25,9,33393936,Public
Mr  Eddie,/gp/profile/amzn1.account.AFLGDP4ZEFVSKBWH5J2VFQ5HM5WQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 31, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Ok,Ok,Verified Purchase,4 people found this helpful,,38,133,3428676,Public
vaness,/gp/profile/amzn1.account.AHCJ2WD2BZPC5EGCU5EI2XFP3R6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 13, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,I really like it,Sonic the hedgehog!,Verified Purchase,39 people found this helpful,,56,27,2082727,Public
Michael,/gp/profile/amzn1.account.AEIUG4YNQ52O54K4YVITPVL263AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 8, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Very fun 😀😀😀😀😀😀😀😀😀😀😀😁,Great,Verified Purchase,73 people found this helpful,,361,60,740445,Public
Amber paton,/gp/profile/amzn1.account.AFOEWZWC64WAX5U5IIXJ7LABJPCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 25, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,Great quality,Quality,Verified Purchase,25 people found this helpful,,25,1,22890433,Public
Kindle Customer,/gp/profile/amzn1.account.AFXI7RCFNZVODB44ALNHYAYOQD3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 15, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,"It's amazing, but Shadow is hard to unlock.",Worth playing!,Verified Purchase,19 people found this helpful,,67,6,5534141,Public
Amazon Customer,/gp/profile/amzn1.account.AHLPDDEMYFOVKM2RIR6RQTTQ2I2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 7, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,Your game is so good!,II love sonic!,Verified Purchase,70 people found this helpful,,70,4,2442007,Public
Chelsiii,/gp/profile/amzn1.account.AHQK63FDAOGUL3G4Q57H2I35NBPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 21, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,Addicting. Love playing against live people. so fun,Love!,Verified Purchase,29 people found this helpful,,29,3,6964208,Public
william,/gp/profile/amzn1.account.AGEELI2GLCKQ5ZI3WWS4RHMHEC2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 1, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,Take me back to the old days,Enjoy your life,Verified Purchase,29 people found this helpful,,29,7,14339272,Public
Bridgett Morgan,/gp/profile/amzn1.account.AELUX7S7D4JNRHX7F7ULLAMOHUOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,4.0 out of 5 stars,Ok,Ok,Verified Purchase,3 people found this helpful,,161,92,10066416,Public
GDhxjjdbvgbsjjd,/gp/profile/amzn1.account.AEBIUWHLK5F6TUMSOSG57PHLAIDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 18, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,This is not a review but sonic 2 the movie they will add movie tails and more so it will be soooo fun,Sonic forces update,Verified Purchase,4 people found this helpful,,4,2,44522715,Public
Yolly M.,/gp/profile/amzn1.account.AEQATKK3S4VIA6EFX4M5LQ56L3CA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,Nice game u got here,VERY GOOOOD!,Verified Purchase,92 people found this helpful,,283,4,83397695,Public
Lizet,/gp/profile/amzn1.account.AGOOC3QFLLCVTOI3D2B23QIKFNYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 1, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,My son loves this game!,Five Stars,Verified Purchase,32 people found this helpful,,32,3,7124454,Public
Don Matias son,/gp/profile/amzn1.account.AGEDFODZA6XAWLSKFOE6OYNPEQBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 22, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,It is awesome totally recommend it and the characters are so cool.,Sonic is cool and mari o 2,Verified Purchase,63 people found this helpful,,63,5,7894567,Public
Mr CG Hicks,/gp/profile/amzn1.account.AGSLL2YG3EUK3CHRYVW7Y3R5U6FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 19, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,3.0 out of 5 stars,Won't let me update but is great game. would recommend to others,Great Game,Verified Purchase,43 people found this helpful,,140,14,1469729,Public
Amazon Customer,/gp/profile/amzn1.account.AGLHHAWKET47ZDPGCK6IG2RTR6DA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 16, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,"Sonic is like the best game ever I have played sonic dash, sonic dash2, and sonic speed battle my little have all the sonic I just played to and this sonic speed battle my favorite character is sonic,shadow, and silver. My little brother favorite character is sonic,tails, and knuckles. Also my baby brother like sonic to.My Mom play sonic to when she was little also my Dad. So give a FIVE STAR to Sonic Speed battle 😁  by Christopher.Turner",Sonic Story,Verified Purchase,61 people found this helpful,,87,10,1900893,Public
Thomas Ormiston,/gp/profile/amzn1.account.AEOUKZ6QGJG2FZU375OFIHK64DMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 13, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,I love the game so much and I also love sonic the hedgehog,Henry's review,Verified Purchase,68 people found this helpful,,253,12,565930,Public
Lucia Trejo,/gp/profile/amzn1.account.AF5TY7SOCFDSTCHMARL55CXBWF6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 23, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,Super soft! Loved it and my nephew loved it as well.,Worth your money,Verified Purchase,41 people found this helpful,,42,12,2182214,Public
kelly diaz,/gp/profile/amzn1.account.AGLTE6LXRD6GFPWXBDIBVN6UFWUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 17, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,Awsome!!! Its totally fun I can get chest and more!!!!  I'm a big fan a sonic!!!,SONIC ROCKS😇😇😇😇👑👑👑👑👑,Verified Purchase,35 people found this helpful,,216,14,3479386,Public
Malaysia allen,/gp/profile/amzn1.account.AHMRLDF77TQ3AR7BPVAGXAKLXIMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 16, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,I like how every different character has their own abilities,The MOVE's,Verified Purchase,31 people found this helpful,,33,3,10324225,Public
george hinton,/gp/profile/amzn1.account.AEULHNOFWIIWHD3IE6ONUIPL57YQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 26, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,This game is awesome!,Awesome,Verified Purchase,31 people found this helpful,,31,1,28063765,Public
R. Prevett,/gp/profile/amzn1.account.AHOTEA3X6WUB2XSVL6P42IGAC4AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 16, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,Good but lot of adds,Cool game,Verified Purchase,9 people found this helpful,,22,19,3994360,Public
Ashli Williams,/gp/profile/amzn1.account.AH4UEGCNJ4ISRETJ4CR3VD4PRT7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 7, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,"This game is awesome well at least to me I always play it when I'm bored or just want to have some fun and this game is really it's cool because you can unlock characters like Amy,tails,shadow and more this game is for all the sonic lovers and for all ages too sooo what are you doing download the game and you will have a great time👍 hope you find this review helpful enjoy the game😀",FUNNNN😁😁😁,Verified Purchase,54 people found this helpful,,54,2,4032485,Public
Myke,/gp/profile/amzn1.account.AHACOYS2QXORW65OZFF23JWM3FCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 16, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,Sega plz add  more sonic charters,10 /10,Verified Purchase,10 people found this helpful,,130,9,5718854,Public
Nicole,/gp/profile/amzn1.account.AHZVY7FP6V2U6D5P3JOL5VGS7ARQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 8, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,4.0 out of 5 stars,Match making could still use a tweak cause some are still not matched right.,Fun,Verified Purchase,25 people found this helpful,,29,9,7448015,Public
Amazon Customer,/gp/profile/amzn1.account.AGN6YH44YTCQHHAJMWDP3GXZ4DKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 12, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,Love this game,It's fun for all ages,Verified Purchase,97 people found this helpful,,97,2,7935254,Public
Amazon Customer,/gp/profile/amzn1.account.AG7SIET4EHCRY5ZFOQ4TJK5VYDFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 26, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,4.0 out of 5 stars,FOR SOME REASON I'M AT MAX SPEED AND SOMEONE WITH 7/10 SPEED GOES LAST ME!But it's still a good game!(p.s.make a offline made.),How!?!?,Verified Purchase,60 people found this helpful,,199,6,7603153,Public
Alex,/gp/profile/amzn1.account.AEGIUHSHE5QR4HC4RX3FPPKCABHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 27, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,Good cool son loved it,Best game,Verified Purchase,12 people found this helpful,,12,1,45055774,Public
Unperfectmama,/gp/profile/amzn1.account.AGAMFQE6KDQ563PRMGOOFTN3S45A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,Its so fun that I play it 2\5 hours a dayOne thing I hate tho is that shadow the hedgehog so  hard get but its okay it a pay to win game what did I expect🤗,Omg,Verified Purchase,83 people found this helpful,,101,19,1997018,Public
Dawn Payden,/gp/profile/amzn1.account.AEC22ZCXJBJ5ZJ33RAETOJVWJFWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 11, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,2.0 out of 5 stars,"The graphics are fine and the game play is easy, but the updates for the game is terrible.",Better improved updates,Verified Purchase,4 people found this helpful,,4,2,82828680,Public
Mug,/gp/profile/amzn1.account.AHEJCEEP2SG5WAAKWYOT7KB4RVGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 7, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,4.0 out of 5 stars,This is a cool game but you are not given a lot to control,Cool,Verified Purchase,30 people found this helpful,,131,8,5805230,Public
rabbidchicken,/gp/profile/amzn1.account.AH2IWPSN33WQMB4IMGRJYYOLLUPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 29, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,Amazing! Make more games like this creator!🦄,Love it!😎,Verified Purchase,49 people found this helpful,,116,5,3047833,Public
Jamillah Murray,/gp/profile/amzn1.account.AG6HJHPAW7KMASRHSZGHHC4FDSAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,this is a good gameok you should get itok,so good,Verified Purchase,51 people found this helpful,,51,1,20951498,Public
Amazon Customer,/gp/profile/amzn1.account.AEGL2R6RXML3KBJJGFUDFW6RNIOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 10, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,This game is one of the best sonic mobile games,A speeding reveiw,Verified Purchase,43 people found this helpful,,50,18,4102755,Public
Kellie G.,/gp/profile/amzn1.account.AEXFR5T4UCX5X4PRLSB4P26OFAVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 11, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,4.0 out of 5 stars,The update won't open. Open takes me back to update prompt which just starts the process over in an endless loop. Other than that it's a great game.,Sonic Forces,Verified Purchase,31 people found this helpful,,31,2,15140029,Public
"im the last of a Dieing breed,  who ever thought being a Real Mf would be so  rare.",/gp/profile/amzn1.account.AFIAJ7ELR4QIGF6RSZS53DD2S7JA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 18, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,Little one loves it,Five Stars,Verified Purchase,52 people found this helpful,,75,46,1556096,Public
Alesha,/gp/profile/amzn1.account.AGMKLUYEXHNH7UIQDW7UOKEFZ4QQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 13, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,If you are a sonic fan then you will love this😜💖😛😝😝,Reccomended,Verified Purchase,48 people found this helpful,,360,99,1584288,Public
