author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,,ranking,helpful_votes,total_review,visibility_status
Grandma of 5,/gp/profile/amzn1.account.AHLBK56EGVEBYQYGUQSIX2CXATVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 8, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,Grandson really enjoys it,Five Stars,Verified Purchase,,,,83616067,244,102,Public
Russ R,/gp/profile/amzn1.account.AFJFHKWD63KRATRSEGJAYDPZT4DQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 19, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,"This game is very good. I love it so much. You should buy it.But if your going to buy an animal or person,you should be careful on which one you pick because there $0.99.",such a great game.,Verified Purchase,2 people found this helpful,,,41113561,55,27,Public
The Dude,/gp/profile/amzn1.account.AFSAULA72KUHG6BC2JL3GD3XZRYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 2, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,4.0 out of 5 stars,"Crosby road is really fun, and the graphics are amazing. The reason I rated it 4 star is because when I downloaded it, I got to play it once because it would be stuck on a picture of a chicken.",Great Game,Verified Purchase,,,,639121,100,43,Public
Billie Hulse,/gp/profile/amzn1.account.AHSO57G4NLDBZ2AYE77JQMTISS2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 15, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,This game is soo addicting and fun! I love all the cute characters and the challenge of unlocking unknown characters. I am looking forward to future updates. Great job Hipster Whale!,Great Game,Verified Purchase,,,,13064622,13,22,Public
Sheri M,/gp/profile/amzn1.account.AFWXPRVWPP5KADPEOHA6ECOYINVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 25, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,2.0 out of 5 stars,tried once did not care for it,tried once did not care for it,Verified Purchase,One person found this helpful,,,11774480,6,81,Public
Amazon Customer,/gp/profile/amzn1.account.AHKR72UDPFLFBE4RO4IPDOMETXLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 1, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,This game is fun and addictive you will love it from the start and you will get the hang of it I'm not that good my high score is 80 but I know if I keep trying I will bring it up so download this game it's one of the most awesome game ever and its free! What are you waiting for go downloaded play :),fun and addictive,Verified Purchase,One person found this helpful,,,63311520,7,3,Public
Joan D,/gp/profile/amzn1.account.AGTHH3TOUOW4VXLYIESJUP3D5L4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 24, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,The game is a lot of fun,Five Stars,Verified Purchase,One person found this helpful,,,17668226,1,7,Public
kgrimm,/gp/profile/amzn1.account.AHXDXDBXYUERHZB624QEHSWEOJTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 21, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,4.0 out of 5 stars,Not bad. My neice got me to play it. They need different levels or something maybe be able to set difficulty so it can be easier for first timers.,"Eh, it's alright",Verified Purchase,One person found this helpful,,,23638957,374,9,Public
Laura Donovan,/gp/profile/amzn1.account.AGK3LAWG5OZ42JJDSJ63FA22J23Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 30, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,It is funny when the character gets ran over. All of the characters look silly sometimes. I love the movie star character.,The funny characters,Verified Purchase,,,,3508966,642,17,Public
october,/gp/profile/amzn1.account.AG2LSXSBHD2A5NJLX3KK6VREPU5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 6, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,Crossy road is a fun and challenging game with great graphics. It has cute characters and characters that are hard to unlock. It's like frogger but It has in app purchases. five stars.,crossy road is awesome,Verified Purchase,One person found this helpful,,,46316249,4,9,Public
jeanne moore,/gp/profile/amzn1.account.AHP27SZPXZP2M5AR6UEVSIGYCIFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 30, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,its like playing frogger in the 80s,Five Stars,Verified Purchase,,,,6930968,10,86,Public
khat,/gp/profile/amzn1.account.AFWC54RLKMP4P6FWDANVB7NVDPDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,I have been completely obsessed with this game since I discovered it two weeks ago! I have found out how to unlock new characters and it's highly addictive. This is the best game that I have played on Amazon so far.,Warning: highly addictive game,Verified Purchase,,,,47021994,36,19,Public
Karthik US,/gp/profile/amzn1.account.AGD5WKK45SLN6UN65STREA333ZCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 12, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,test,Five Stars,Verified Purchase,,,,83001408,170,18,Public
Karen Wilson,/gp/profile/amzn1.account.AFYO2KMKVA5BPAKVIYTEDCRRDE2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 24, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,This Frogger throwback is awesome but totally addicting.  May have to syart a c.r.a. group!!!  I want the Zombie!!!,Pure Addiction...,Verified Purchase,,,,83161571,48,70,Public
The 68Gamer,/gp/profile/amzn1.account.AGWUSAD3MRNFXMNQ5RY6ZNMBS2LQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 12, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,3.0 out of 5 stars,This is a game you want to get for your children. Its free and fun. Not much to do but it is challenging. You also get to collect avatars that you can play as.,Greate appropriate game for all ages.,Verified Purchase,3 people found this helpful,,,28006273,56,9,Public
Hope,/gp/profile/amzn1.account.AHPCCPWYVEDYTAZVLMFS6IM3UGNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2014",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,This game is perfect if you are looking for a time passer you can win free prizes which is always money but then you can use the money to get a new character I almost have all of the characters it's just so fun and adicting.This game deserves a five star,awesome,Verified Purchase,One person found this helpful,,,55729764,40,8,Public
SDW,/gp/profile/amzn1.account.AGB5G66WZMJLHCUD3BSVYNQGCTUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 19, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"This game is AWESOME. You get all sorts of different things and cross roads with them! It's as simple as that! And yet, it's so addictive, too. You can't just do one run. But I'll leave the deciding up to you ;P Toodles!",One of the best infinite runners out there!,Verified Purchase,,,,1272738,131,26,Public
Rosie,/gp/profile/amzn1.account.AHHMF4CA4IRJWYOLY5AXLSOPIGFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 4, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,Great game! Seriously guys don't call it a big fat pig because is it really possible for a pig to be not fat? 🐷🐖🐷🐖🐷🐖🐷🐖🐷🐖🐷🐖🐷🐖🐷🐖🐷🐖🐷🐖🐷🐖🐷🐖🐷🐖🐷🐖🐷🐖🐷🐖🐷🐖🐷🐖🐷🐖,GREAT GAME 😀,Verified Purchase,2 people found this helpful,,,18912209,139,20,Public
Alana Lesczynski,/gp/profile/amzn1.account.AGFNADVOYWHUU4C6AYMJCRQXUXKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 16, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,4.0 out of 5 stars,"This app is really nice, it's a good boredom clencher. However, it isn't quite action-packed, but it's very fun and definitely worth it to get it :)))","Cute, fun",Verified Purchase,,,,28064254,66,25,Public
michael,/gp/profile/amzn1.account.AGEPU2ROFJFP5EESERO3AJNYQDJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 19, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,The game is hilarious... It's also so derpy. It's the best game anyone would ever want. People say bad things happen if on kindle but nothing ever happens to me! Ignore the haters and get the game. 10/10!!,"Hilarious, and super fun",Verified Purchase,One person found this helpful,,,15855587,270,33,Public
music mom,/gp/profile/amzn1.account.AFCFHBQOQSZXQCBT3GM6DYLH3UUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 26, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,4.0 out of 5 stars,Both my kids have enjoyed this game.  I wanted something different.  I have been playing bakery story for a long time.  This is a great fast paced change.,my daughter told me about this.  it's like Frogger.  so addictive.  enjoying it so far!!,Verified Purchase,,,,1109288,35,111,Public
Stern,/gp/profile/amzn1.account.AGKAMPGSZXIXO7PE27FGW67H45EQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 1, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,My nephew was playing this game and my daughter liked it so she downloaded it and I played it and much to my surprise I actually like this game it's very addictive and the graphics are good!! Good game to help pass the time!!,Love this fame,Verified Purchase,One person found this helpful,,,45076435,2,4,Public
Venecos,/gp/profile/amzn1.account.AFPXRQJOXLURBAKBRKEM7LIBIX7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 12, 2018",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,Very entertaining,Very entertaining,Verified Purchase,,,,2128896,38,155,Public
Tee Kay,/gp/profile/amzn1.account.AETSNNEM4B3SMOQMJNSYKSGG7VMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 5, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"My 7 year old granddaughter LOVES this game, plays it on my Kindle. I was impressed at how it teaches while the child is playing.",Seven year old granddaughter loves this game.,Verified Purchase,,,,33138,718,301,Public
WWM,/gp/profile/amzn1.account.AHPGW5DAS7PXOCYZIILU7LH55ZEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,If you enjoyed old school Frogger this is along the same lines, just more updated and a little silly. It's good for a raining day or if you have some time to use while waiting for something. All-in-all a good game throughout!,Enjoyable!,Verified Purchase,One person found this helpful,,24644251,9,11,Public
Amazon Customer,/gp/profile/amzn1.account.AFRE4HCMSQ443DOGIJOVBFGXBUJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 28, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,4.0 out of 5 stars,Love the app but there is some laggy area's but if u don't have this app Get It It Is A Wonderful App!!!!😺😺😺😺😺😸😸😸😸😸😸😃🙌🙌🙌🙌🙌🙌,love it!!😻😺,Verified Purchase,One person found this helpful,,,12341460,590,8,Public
Amazon Customer,/gp/profile/amzn1.account.AFO6PDO37P5QE52VMYLL6JJLSQCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 26, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"Its a simple game yet its very entertaining, what's fun about the game is that you can collect coins to win characters, it seems like a regular game but also when you win characters the background changes, colorful, raining, desert, black and white and so much more. There's also a prize box and you can collect free coins everyday, and it's for free!",Super fun,Verified Purchase,3 people found this helpful,,,56139565,24,5,Public
Luke,/gp/profile/amzn1.account.AG73E6IGS4WI62JW73OYIKMFUQVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 7, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"There is no way this game should have any right to be as addictive as it is.  I spent many hours crossy-roading.  Best score was over 200!! The characters and optional in-app purchases are tastefully added, more games should take this approach.",Best score was over 200,Verified Purchase,,,,20705515,8,18,Public
jessica,/gp/profile/amzn1.account.AGUNKRDKBNTAVAEHKWZT2HUEOWEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 2, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Love this game! You get to play as a whole bunch of characters and there is no special hard-to-get currency. There is only coins which you can get fairly easily. The characters are cute too! I highly recommend crossy roads!!!!,AWESOME,Verified Purchase,One person found this helpful,,,2555107,36,267,Public
heather martin,/gp/profile/amzn1.account.AH7PVZYTCEIGKUCUHTJ4EA32EVHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 31, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,"I honestly think it's Adorable! I love it. It's awesome. My favorite character so far out of 5 is Pew die pug. If you are a fan of Pewdiepie you know it's supposed to be his dog duh! The other options for characters for me are white sheep, chicken, Lucy cat, and/or tabby cat",AWESOME GAME!,Verified Purchase,One person found this helpful,,,29265245,98,7,Public
Nina I. Nelson,/gp/profile/amzn1.account.AET3QO5VKWDZD75FP5SAANWFU4QQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 1, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,4.0 out of 5 stars,The game is easy and fun but to get the characters without tokens it cost one dollar in real-life cash why because in the  game it only cost 100 tokens for you to get one animal sometimes it's not an animal sometime just a person I am a kid and it is fun !,fun but,Verified Purchase,One person found this helpful,,,35126928,131,6,Public
peggy s nolan,/gp/profile/amzn1.account.AF37PIXFCHISSPCV5GBOY54PJKMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 23, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,3.0 out of 5 stars,Its run but it gets board and freezes and breaks ALOUT!,Ehhhh,Verified Purchase,2 people found this helpful,,,64544188,59,4,Public
David Sundstrand,/gp/profile/amzn1.account.AFQCAKFNUD7NWBA4UANXEGDXEERA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 5, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,I love this game and cannot stop playing! You think it won't have a surprise? There's several! You can collect many avatars that all have a little something individual. I highly recommend this game!,love it!,Verified Purchase,One person found this helpful,,,1985979,173,19,Public
B & D Reviews,/gp/profile/amzn1.account.AFKCKZQIS2HLSPNO4PGYTLIDA3AA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 8, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Kids love it.  Challenging and silly and lots of fun.,Kids love it. Challenging and silly and lots of fun,Verified Purchase,,,,59350739,17,8,Public
JackAlexM,/gp/profile/amzn1.account.AHEJPBPC7SBCYYT5X3LIDPGUZGTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 29, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Crossy road is an awesome game because you can be any animal you want and there's mystery animals and a piggy bank and I've played this game for a year and There's  a pack man like chicken and other new animals.,AMAZING,Verified Purchase,One person found this helpful,,,2610241,105,144,Public
jaquiline fraga,/gp/profile/amzn1.account.AEDIJUAJN2HH6XL2BHIBDVFG6R3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 17, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,"as with all games, I don't like the fact that it would charge real money...and if the kids did not know any better we would be charged...",I don't like the fact that it would charge real money,Verified Purchase,,,,48646620,147,14,Public
Kindle Customer,/gp/profile/amzn1.account.AEI4UBZJ76KPJODCWVDHEJWONDAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 5, 2018",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,It is addicting,Fun,Verified Purchase,One person found this helpful,,,160702,230,173,Public
River Runner13,/gp/profile/amzn1.account.AG3VCYL5BEZ2ZXLYCFZUH7YMHMAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 22, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,2.0 out of 5 stars,Just not my style of game.  Way too unattractive for a game.,Two Stars,Verified Purchase,,,,41617330,39,3,Public
Jesse Vollmer,/gp/profile/amzn1.account.AGBKJWDRAV5VFYO37WK7PXPGWWHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 31, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,4.0 out of 5 stars,"Although I personally have yet to play it, my 8 and 4 year old sons have played it a lot and really enjoy it! This is a good free app that has gotten plenty of play from both of them, and I have not had any issues with them accidentally clicking ads, and the app has never crashed.",My kids love it!,Verified Purchase,10 people found this helpful,,,15091,954,871,Public
rayzer,/gp/profile/amzn1.account.AHSR7IW2RH2KDNAUY2RSKUKTSJYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 6, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,4.0 out of 5 stars,"Very addictive game, reminds me of Frogger (back in the days) but this game gives you coins and upgrades.  Con is you get ads and asks you to buy things from time to time.",Addictive!,Verified Purchase,One person found this helpful,,,1425860,156,88,Public
Leslie Horton,/gp/profile/amzn1.account.AGSKFHQI45WYKOM3LS6MHOY73MHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 28, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,Omg it is good,Awesome,Verified Purchase,One person found this helpful,,,100541,360,174,Public
Brett,/gp/profile/amzn1.account.AGXNSR4K3MZOGUNV33C74XSK2Z3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 24, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,Very very very good at it was a great deal of the most important thing is that the most important thing is that the most important thing is that the most important thing is that the government has been a great deal of time before you buy the most important thing is that you are a great.,yay,Verified Purchase,One person found this helpful,,,82733962,18,7,Public
alex smith,/gp/profile/amzn1.account.AERBWOCEM42AFE7EAKXWVJNMRYZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 24, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,This game is so awesome I keep playing and can't stop. It is very addicting. It is a little hard to earn a lot of coins to buy characters but for some of the characters it is worth it. You should definitely get this game and too make it better it is free.,amazing awesome fun fantastic,Verified Purchase,4 people found this helpful,,,63798694,3,3,Public
Teri,/gp/profile/amzn1.account.AHV26C5BIJA5KK6TE3CACX3ACY4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 31, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,Granddaughter likes to play when she is over,Five Stars,Verified Purchase,One person found this helpful,,,59152351,4,5,Public
sheena doss,/gp/profile/amzn1.account.AFJD4WMXX6SCOFNNU7XZUDOA2WUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 31, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,Omg this game is so awsome can't stop playing oh and the best part is....... well I am not going to spoil anything but when you get the elephant just see what happens and like what ever animal u get the background changes I would totally recommend this app GET IT NOW YOU WILL NOT REGRET IT😍,awsome so addicted,Verified Purchase,,,,868748,42,149,Public
Heather,/gp/profile/amzn1.account.AFOWOLTORJVLC7D2FWRTZOYD3NYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 9, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,It's so fun you get to earn new characters and the most important thing is that you get to DIE!,I LOVE Crossy Road!,Verified Purchase,,,,48546256,,,
AmazonEnthusiast,/gp/profile/amzn1.account.AFJT4QSEB5IOW72ZVWKNRGH25HNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 20, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,"So fun and addicting to play. I've got almost all the characters, and it's really amazing. The graphics are better then minecraft, so check this game out!",wow,Verified Purchase,,,,4628913,,,
JOSE L.,/gp/profile/amzn1.account.AF4Q46BN6KLW6BJCO2BOAKIFXKNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 30, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,4.0 out of 5 stars,GOOD,Four Stars,Verified Purchase,,,,3992778,71,37,Public
