author,author_profile_url,date_of_review,image_num,num_of_comments,rating,review_content,title,verified,votes_helpful
Dimchui Rongmei,/gp/profile/amzn1.account.AE46OYXPD5HIHUJTOASL3LDNSA7A,Reviewed in India on 16 July 2020,2,0,1.0 out of 5 stars,"Disappointed as the MacBook came with a scratch , non laminated box, no sticker on the full body of the macbook and a scratch!!Moreover the charger refused to charge. Looks like a used item being sent. Even the instruction manuals were crumpled.Didn't feel like a new MacBook. Couldn't charge as the charger refused to turn on and charge.Now Amazon doesn't have an option for replacement! So returning 😡😡",Scratched body and a non charging MacBook. Got a used item! And would not turn on.,Verified Purchase,2 people found this helpful
Simi,/gp/profile/amzn1.account.AFGVLZE5IFUGGUW6XJFD7FLM423A,Reviewed in India on 21 June 2020,0,0,1.0 out of 5 stars,"Ordered an Apple Mac Book Air. Utterly disappointed when we tried to set it up . The keys wouldn’t work. To say that it was shocking would not be further from the truth because when you order a high end product like this you don’t expect a defective piece which has scratches on it. While we wanted a refund, that was denied and a new piece was sent. For now it’s working fine but there’s always a doubt now. Really disappointed and let down by Amazon..",Defective Mac Book Air delivered by Amazon!,Verified Purchase,2 people found this helpful
Madhu.R,/gp/profile/amzn1.account.AGGHEERIWRPV5FBMRILXJ26QRYFA,Reviewed in India on 7 September 2019,0,0,4.0 out of 5 stars,- NO lags !!- Good Battery life !!- Fit for regular office works !!- Storage is 128 GB - Up grade costs more !!- Screen Quality is mediocre !!- Apple Mac Os is smooth but updates / App installations out of home country become buggy due to apple id Error !!- Expensive,Okay Product - If you are not using it for graphics intensive works,Verified Purchase,One person found this helpful
Shubham Gondane,/gp/profile/amzn1.account.AGHPWY6B5R2F5RYYUXKBO5PD6YXA,Reviewed in India on 16 October 2019,0,0,5.0 out of 5 stars,Powerful machineIf you're budget is 55k then just wait for sale..Good machine for coding average editingGood for students slim n less weight..Just go with itDon't think anymore...if you're budget is strong then get letest one 2019 model hit like when you found this review is helpful,Just go for it,Verified Purchase,One person found this helpful
Muhammed U.,/gp/profile/amzn1.account.AGBHSFWWZRK4PLUJPR75LY6TPVSQ,Reviewed in India on 29 June 2019,0,0,1.0 out of 5 stars,"The product was dead in just one and half years. Apple service is great experience but they charged Rs 2600 for checking the machine and asked another fifty-five thousand rupees for replacing the battery and board which was found to have ""issues"". Now the MacBook is with my kids😬","Dead after 18 months, repair charges equal to product buy price",Verified Purchase,3 people found this helpful
Sujal solanke,/gp/profile/amzn1.account.AEJPZFZXAV5STUJ5RJZP7CWM6KPA,Reviewed in India on 23 October 2020,0,0,4.0 out of 5 stars,"writing this review after using 1year of laptop, geniune review, never any complaint about batterylife it is awesome. just a problem is with for engineering background student or any heavy laptop user for editing work and all, generally most of the applications can be downloaded online from google, but heavy apps like solidwork and video editing is quite difficult in this laptop. autocad can be run easily , main problem arise when you learn online in which mostly youtube videos are based on windows operating sysytem. maorever its a brand it will give you different look than other .",its worth laptop,Verified Purchase,One person found this helpful
Santosh Kumar nanda,/gp/profile/amzn1.account.AGC4IIRT4G6XJMP3H6ZMM67PEAPQ,Reviewed in India on 5 October 2020,1,0,4.0 out of 5 stars,This product claims to come preinstalled with OSX Sierra but instead comes with Catalina.Please update that in your description.I purchased the product only because i wanted OSX Sierra and got disappointed with Catalina.,Seller please Update OS information,Verified Purchase,3 people found this helpful
Šrëýã,/gp/profile/amzn1.account.AHWW7WPZ4DF22X6OB4WRIALDR32A,Reviewed in India on 24 December 2018,0,0,5.0 out of 5 stars,I am in love with my MacBook. Its smart. It never hangs. Its fast. Sound quality is commendable. The picture quality is just fabulous. Its worth money and time. I can run any programs in it. It has sofisticated software that can compile any language programs.,Why I love my MacBook?,Verified Purchase,3 people found this helpful
Amazon Customer,/gp/profile/amzn1.account.AHWXOYKLOFYOP2WY26NKMFV4BFZQ,Reviewed in India on 25 October 2019,5,0,5.0 out of 5 stars,It's still best to buy in 2019Design is out-standingBattery life can be one of the reasons to buy because it literally give more than 10 hours(with internet use)Its weight is just 1.2 kg..i mean its sooo..lightweightI dont think anyone can complane against this product..Ya price is a bit high..But focus at the product they r giving to u..its the best laptop i would recommend in this price range..(50k-58k)+This is not for gaming so plz dont make a mistake to buy it for gamingScreen quality is quite a bit low(only if u are habitual of using 4k screen)Track pad works at it's best..the gestures they provide u..the shortcut of keypad u can never get in any other windows laptop,Just buy if guys...it worth the money still in 2019,Verified Purchase,One person found this helpful
Himani virmani,/gp/profile/amzn1.account.AEMKKF6OLM4Z5O73DQOJHBVFJAYA,Reviewed in India on 16 August 2020,0,0,1.0 out of 5 stars,The worst laptop I have ever seen except battery. I thought of Apple laptops are useful after 1 year as it is a biggest brand name in world. But i regret of it i will never recommend apple laptop in future.,worst laptop,Verified Purchase,3 people found this helpful
ramnivas,/gp/profile/amzn1.account.AGWBCCZAA2SVO6AMCDUWWSIOSSWA,Reviewed in India on 7 August 2020,0,0,1.0 out of 5 stars,Laptop is awesome and very smooth but If you are buying this laptop make sure to extend the warranty otherwise it will be waste of your money after few years. Repairing charges is almost same as the price of laptop in Apple care. the usual issue you will face is that it goes shut down automatically after using of few years and if your laptop warranty has expired then you have to pay 43k-45k for replacing the parts. If you are enough rich to buy new laptop after each and every 3-4 years then you can go for it.,Amazing Laptop,Verified Purchase,
Tashina,/gp/profile/amzn1.account.AGAQXUJTDENQADFOSG3MFECM5MZQ,Reviewed in India on 2 January 2020,0,0,1.0 out of 5 stars,"I was excited, because this was my first Apple product. But unfortunately got a worse than a refurbished Mac book, as I got this product on 27th Dec 2019 and till date ( Jan 1st 2020 ) I'm unable to use because it has stuck on welcome page and tried all possible ways and watched multiple videos to get over the welcome page but since 7 days got no help from Amazon team too. Never purchase any product through online",Worse than refurbished Mac book,Verified Purchase,2 people found this helpful
Ninan,/gp/profile/amzn1.account.AG2MWTL6SRUZ2IOAHP5OMLYGER5A,Reviewed in India on 18 March 2020,0,0,2.0 out of 5 stars,The MacBook Air is not covered under the 1 year warranty that it is supposed to come with. Have tried activating the same using the product serial number and the purchase date on the apple website - but it is not accepting the same. Kindly let me know what needs to be done.,Service coverage warranty,Verified Purchase,3 people found this helpful
Sagnik Chatterjee,/gp/profile/amzn1.account.AEBAXG3DTZIDKANMJ2TYHYCTWDZQ,Reviewed in India on 5 June 2019,0,0,5.0 out of 5 stars,"Couldn't have received a better laptop. Look Macs aren't for gaming.  So don't expect good gameplay. but if you really wanna get a performance, it will have it for you with a little heating.it surfs like a beast. if you do casual stuff like browsing or typing, you will be surprised. the fans rarely kick in.The battery is a bomb! Provides service all around the day with medium brightness. takes around 2-3 hrs to charge and man the safe charging system rocks. you will never tip off the mac.Editing is managed like a magical spell. no issue at all. BUT DON'T EXPECT IT TO SERVE LIKE A MACBOOK PRO, IT'S AIR.in terms of style, man it will rock you. Trust me, You won't regret.",A beast,Verified Purchase,One person found this helpful
Aman Jain,/gp/profile/amzn1.account.AFJKQCCI2U2PJ5TVVLLSVMRR6ZHQ,Reviewed in India on 29 May 2020,0,0,5.0 out of 5 stars,"The macbook air, 2017 model is an excellent choice if you want a protable laptop with best battery life for office purpose.It's still worth investigating in this machine. (my opinion, based on my experience).Disclaimer: keeping in mind it's not a good fit for graphic designers and gamers.Feedback on customer service:unfortunately I got a damaged laptop (one key is coming out) .I have placed request for replacement.The process of putting a replacement request can be more customer friendly.",Good laptop! Customer service can be improved!,Verified Purchase,One person found this helpful
Sachin Puri,/gp/profile/amzn1.account.AE6QEDWXUKNQI3JBMVVDBFXZ46IA,Reviewed in India on 30 October 2019,0,0,4.0 out of 5 stars,"Awesome MacBook Air.. Didn't want to buy the newer retina versions, as they are very difficult to get repaired.. Got this one at a very good price (With Exchange).. Also genuine product.. Sr No showed online.. Warranty started the day of delivery.. Completely Satisfied..",Awesome,Verified Purchase,One person found this helpful
Nitin Abhyankar,/gp/profile/amzn1.account.AGDWQ2ET7GHC2WR543GN7XQI372A,Reviewed in India on 7 July 2019,0,0,5.0 out of 5 stars,This is a workhorse ! Awesome 12 hours plus battery life and super intuitive laptop. Only thing I don't like is tiny memory ! 1TB would be more like it !,Workhorse with a super battery life !,Verified Purchase,3 people found this helpful
AD,/gp/profile/amzn1.account.AEUCEQDJFMTOE6A6CQ5H7W5LKLJA,Reviewed in India on 13 December 2018,0,0,5.0 out of 5 stars,"Writing review after using it for 3 weeks1. Charged it twice....And it would not charge 3rd time- but surprisingly the battery lasted 10 hours and I could finish my important presentation. 10/102.The customer care told that charging port had issue  - and what a pleasant  surprise they changed whole motherboard for free Excellent customer care 10/103. Touch pad had an issue but again it surprised me-- the immediate next day it came back.. wowTheir application at customer care is so good. Don't even have to stand in que.. booking appointments is so easy... And service centre was also very good. Had plenty of comfortable seats. Drinking water facility too. Customer care right in the heart of city and it was air conditioned.Will update reviews about laptop once I get to use it...A very Good company, Go for it... :)",Good Laptop- full of surprises,Verified Purchase,One person found this helpful
Amazon Customer,/gp/profile/amzn1.account.AEQIXCFKEZQGANQV2SPWJO6ZNYAA,Reviewed in India on 5 October 2019,6,0,5.0 out of 5 stars,"Amazing product..it has quality written all over it..great battery, easy to adapt if you are moving from windows..the trackpad, gestures, everything is so damm goodHad read many reviews about the display being bad...it is..if you are trying to look at atomic level details..its a fantastic screen with great audio output..Everything g screams quality and premium about the macbook..love it.",Awesome product and fantastic mac experience,Verified Purchase,
Kindle Customer,/gp/profile/amzn1.account.AHMDDY5YNZXHHBMB5RHPW6GQTNNA,Reviewed in India on 26 August 2020,0,0,1.0 out of 5 stars,"I purchased this laptop from AMAZON in DEC 2019.  In AUG it stopped booting up.  I visited APPLE SERVICE CENTER with LAPTOP.  As per APPLE RECORDS,  this laptop was solve din MAY 2019.  They looked at invoice provided by AMAZON and found NO SERIAL NUMBER mentioned in invoice.  I complained by calling AMAZON and was asked to give them 6 days but till now no revert back from them.  Not sure if this is a FAKE PRODUCT or What.",Bill Without SERIAL NUMBER of Product,Verified Purchase,One person found this helpful
krishna chandra kumar,/gp/profile/amzn1.account.AGZLTMMJZLYUBCXE6HK7V3NP432A,Reviewed in India on 20 October 2020,1,0,4.0 out of 5 stars,Apple product doesn't need any introduction in terms of quality . Great deals on Amazon convince me to purchase macbook air. Genuine product verified from Apple site and packaging was great.Pro: 1. Very sleek design  2. Backlit keyboard  3. Intel i5 processor and 8GB ram nakes this  laptop ideal for professional as well student.4. Sound and screen quality is great5. Premium touchCon: 1. Very less Hard drive space  2. This price range lot of better option available,Macbook Air 2017 model purchased in Great indian sale on amazon,Verified Purchase,
sukanya,/gp/profile/amzn1.account.AHSXMULJPT5SDWEHYVW2JNCEHECQ,Reviewed in India on 1 November 2019,0,0,1.0 out of 5 stars,Purchased a Mac Book Air on 08/08/2019. It’s been 3just three months since I bought it and I am having issues with the keyboard. Took it to the authorised service center and was told that the keyboard has to be replaced. This is not the quality that I expect from any Apple product... utterly dissatisfied and disappointed with this purchase.,Disappointing MacBook purchase,Verified Purchase,2 people found this helpful
Malay Naskar,/gp/profile/amzn1.account.AFWCZWIHV45JSZBLRGSEQCUNHYWA,Reviewed in India on 22 January 2020,0,0,5.0 out of 5 stars,"Some people say Apple MacBook is highly priced. I would suggest them to compare the features other laptop offers.For example, consider the weight and battery life all other company has the almost equivalent price. Integration of softwares is beautiful. I bought this for my son who was a window users. He was doing some simulation-based programming. When windows laptop took to fins the simulation in 9 hours, MacBook took only 4 hours.",Value for money,Verified Purchase,One person found this helpful
Abhi,/gp/profile/amzn1.account.AHJBHWZBBZQA7MSMZ62YVUPEOX7A,Reviewed in India on 10 February 2020,0,0,5.0 out of 5 stars,"Bought it in Feb 2020Recently few days back it's motherboard got down completely.If it's under warranty, then it's okay otherwise it costs 40000 rupees.So buying is fine but remember the cost of after sales, it's way higher and beyond affordable.So buy any mac product only if you have lots of money and wants to show off a small logonto others otherwise it's not a value for money at all.",Very expensive after sales,Verified Purchase,
Jivya,/gp/profile/amzn1.account.AEURM6FHRVEYGMMYCJLJOPRC7F3Q,Reviewed in India on 19 July 2020,0,1,1.0 out of 5 stars,"Your browser does not support HTML5 video.           After saving for 3 months, I bought this for ₹66,000 and Apple is the last company I can expect such bad quality from.From day one this has been hanging, even after updating, the numbers and excel were working super slow. I purchased excel subscription just for this, still it stops responding in between. While charging it gets super heat up, and one day out of the blue I started hearing the processor voice.It’s not just hampering my work, but after such expensive buy you don’t wish such things to happen, it’s been a nightmare since I’ve bought this.It’s not even a month and upon contacting Amazon for replacement, they simply denied to help me. The only solution according to Amazon is to take it to Apple service centre. Even if I take a product which has been defective from the start to service centre, it’ll still give me problem in the long run and hence I demanded replacement. I even asked for refund which they said no to.Big companies like Amazon and Apple makes a fool out of you when it comes to handling customer problems in the name of company policies.₹66k is not a small amount, and seeing their policies it makes me angrier that how they treat their customers.I don’t recommend buying this from Amazon.",Highly disappointed!,Verified Purchase,
Shraddha Srivastava,/gp/profile/amzn1.account.AHBHWG4OEQUUKNV5HZIDTNBCZIWQ,Reviewed in India on 13 March 2019,0,0,1.0 out of 5 stars,"I did not do any heavy work on this apple MacBook air. I was doing mostly documentation. The system started having problem within the warranty period, the battery was draining fast. Also, after one year and three months, the MLB needs to be replaced which cost around INR 48700. So if you  have not bought the extended warranty it's just too bad. Overall a bad bad product.",MLB (Mac's logic board) stopped working within one year and three months.,Verified Purchase,2 people found this helpful
Amazon Customer,/gp/profile/amzn1.account.AE42M3MOUWN6Q3JPL757MZE622IQ,Reviewed in India on 30 July 2019,0,0,1.0 out of 5 stars,"So after a year of using it, unfortunately the smc chip and memory synchronisation is at fault. There is no manual resetting that works and the only option is to get the chips replaced which costs around 19k. So much for long lasting. Though I must say it worked like a pro for 1 year and now its time to bury it.",Not Worth It,Verified Purchase,3 people found this helpful
Dinesh nagar,/gp/profile/amzn1.account.AGJZ7MVB3YJ7US34KHMC2PRFKBPA,Reviewed in India on 17 June 2020,2,0,5.0 out of 5 stars,For gaming a NOScreen quality not as it criticised it is very nice and clear even visible in sunlight brightness is good battery easily get 8 hrs with Editting .Finally satisfied with hardware and software bit tough  if u are a windows user. But 15 days of ise u will be ok with it. Worth pricing and O recommend in even 2020 used for 25 days  and reviewed . Good machine for editing videos . Happy with amazon services and apple good one,Best laptop for this price go for mac,Verified Purchase,
Hari Mohan Thakur,/gp/profile/amzn1.account.AFQCD7HDNWRZ3MJ6CX5M6BSRODFA,Reviewed in India on 9 September 2020,0,1,1.0 out of 5 stars,Worst laptop I've ever seen in my life. It's just an year of buying this from Amazon and now it is not turning on.Always handled with care but did not know this will happen. Very disappointed with Apple and its dealer. Pathetic.,Worst Laptop I've every seen,Verified Purchase,2 people found this helpful
Anuj Reddy,/gp/profile/amzn1.account.AG73K4UWH2KANRT7DVTZGCI66HTQ,Reviewed in India on 29 May 2020,0,0,1.0 out of 5 stars,"The key board has an issue. The dot key does not work and I have spent close to 2-3 hrs trying to solve the problem. The technical team is unqualified to solve any problem.Instead of replacing the piece they have made me run from pillar to post.I highly recommend not to  purchase of this product or any other electronic on amazon.Very bad service, there should be no questions asked, if a customer says he has a problem, the product should be replace.Very disappointed",Key board problems.,Verified Purchase,
Geetika,/gp/profile/amzn1.account.AEKAG5ELWNV3CSK7LSKXLWF3VH7A,Reviewed in India on 5 November 2019,2,0,5.0 out of 5 stars,"I bought this laptop on the amazon indian festival sale. I got it at a much lower price on amazon as compared to the apple store (about 20k cheaper). Everything about the laptop is good; speed, screen quality, battery life etc.It was a total worth buy. Total recommend.",The speed and screen quality is very good.,Verified Purchase,One person found this helpful
@j1t,/gp/profile/amzn1.account.AGBIADSW6F6SMXBFZZF5VGPJPQXQ,Reviewed in India on 18 October 2020,0,0,2.0 out of 5 stars,"I was excited and got this laptop, I am not heavy user hardly use 20-40 hours in a month, with in a year mother board got damage, at that time I was out of india and Apple store was close to my place and mother board got replaced in a day, again after a year it got shutdown when watching YouTube and not booting up, no it’s gone use less.",After 2 years use,Verified Purchase,One person found this helpful
Swastik,/gp/profile/amzn1.account.AHW2F6CPM4V2FELL6SQAXZOC2YHA,Reviewed in India on 27 September 2017,0,0,5.0 out of 5 stars,"The rating isn't for Apple's performance. I exchanged my old MacBook Air 11' (2013) for MacBook Air 13.3' (2017): and I haven't been disappointed. They both are fantastic machines, there isn't a bit of change except the screen - it is slightly bigger and better...The rating for the seller - I would give 5 star for delivery and 4 star for packaging. However, the product came with multiple scratches. I am unable to conclude whose fault it is- Apple or the reseller (in this case - Cloudtail India Pvt Ltd).I have restored my previous backup and will observe the performance over the week. If it under performs- I will report it to the authorities. If it performs well, the scratches may have been anyone's fault but can be ignored...I shall update this review in a week's time...",and I haven't been disappointed. They both are fantastic machines,Verified Purchase,One person found this helpful
ANSH 👍,/gp/profile/amzn1.account.AERWEQR4PQY62OF32R4XSD2ZPMLQ,Reviewed in India on 6 January 2019,0,0,5.0 out of 5 stars,MERITS..IT IS BEST IN ITS PERFORMANCE..SOUND QUALITY IS AMAZING..NICE PICTURE QUALITY...GREAT STABILIZATION..BEST UI(USER INTERFACE)..BEST LAPTOP FOR NORMAL HUMANS🤣 >50KDEMERITSCANNOT BE USED FOR GAMINGbut If You areNot a Productive person Then only You Play games..And...THERE's nothing much bad about,MOST HELPFUL REVIEW FOR MACBOOK WR,Verified Purchase,One person found this helpful
Prashant Tripathi,/gp/profile/amzn1.account.AG6PE2VNKAJI5WVNYLLISIGJMEDA,Reviewed in India on 2 October 2019,0,0,1.0 out of 5 stars,Got defective product and Amazon is not ready to return/replace the laptop. It's battery is draining in 5 hours and screen quality is also too bad. Please go for other brands in cheaper price otherwise you may regret later that you could have gone for other options.,"Never go for this product from Amazon, bad battery backup, worst screen pixels.",Verified Purchase,2 people found this helpful
Rachit M.,/gp/profile/amzn1.account.AHZD3WPR2UVXEYPT5LES2UFLQIQA,Reviewed in India on 24 February 2019,0,0,5.0 out of 5 stars,"After using windows laptops from almost 6 years I bought this machine. Initially it was hard to get used to the MacBook OS and it's features but trust me, after using it for a week you'll fall in love with MacBook.Pros:1. Sound Quality is really clear and good.2. Battery life is amazing, I use it daily for almost 2-4 hrs and I charge it only once in 2-3 days.3. Finger gestures are amazing.4. Speed ❤️. No lags whatsoever.Cons:1. Apple should have updated the 2017 MacBook with Retina display, although this display is works perfectly fine.2. To use some applications, you've to buy them. Can not use cracked version unlike windows.If you're looking for a laptop (non-gaming) within 50-60k budget which you want to use it for long term, buy this one.",Apple = Worth your Money!,Verified Purchase,One person found this helpful
Veeeerr,/gp/profile/amzn1.account.AHBEQXD327RYANXRMTJAQVNKSWEA,Reviewed in India on 22 January 2019,0,0,5.0 out of 5 stars,"if you're not doing any hardcore processing work like coding, video editing. MacBook Air is best for the normal everyday life use.- very good battery life- amazing OS- nice sound and video quality- processor is old but it do the work for basic tasks and doesn't heat up.If its in your budget go for it you wouldn't regret it.",Best Laptop for Basic everyday use,Verified Purchase,3 people found this helpful
RN,/gp/profile/amzn1.account.AEHPWEDDJ6POQE4S6VRH3QYBFUMA,Reviewed in India on 20 October 2017,0,0,5.0 out of 5 stars,Value for money MacBook - Ideal for students - Gifted it to my son who is a iOS programmer apart from a student.His feedback has been good,Ideal for students - Budget Macbook,Verified Purchase,6 people found this helpful
SPC,/gp/profile/amzn1.account.AHWE3FVG64CORBRS4JG7LMWMYL5A,Reviewed in India on 2 June 2020,5,0,5.0 out of 5 stars,"Brilliant laptop for people who need a good laptop for professional use. Loved the look and feel of the product. Apple always makes sure to give that premium feel in every bit of it's products. Right from packaging to the product itself, everything is brilliant.This laptop is definitely not for gaming but for all other purpose this is the go-to product.",Must buy.. For professionals and students !!,Verified Purchase,
sherwin,/gp/profile/amzn1.account.AGG6OBXLVMUVJLIFKKFZXU3M7LWA,Reviewed in India on 25 August 2020,0,0,5.0 out of 5 stars,"If you want to go for a MacBook but don't have the budget for a pro or if your requirements are very basic like browsing, entertainment, and other normal tasks then just go for it. It is better than any other laptop at this price range. I am using it for the past two years but no issues whatsoever, a windows laptop would have given lots of issues by now.",Very smooth even after 2 years!!!!,Verified Purchase,One person found this helpful
Ankita,/gp/profile/amzn1.account.AGX7IN7DTOGIOIL26E5S4FQ2H7DA,Reviewed in India on 20 July 2020,0,0,4.0 out of 5 stars,"I have to take my laptop for servicing twice within my warranty period, one of the USB ports seems to a lil dodgy and had to be replaced.Then again, last month I had to change ,my logic board, so I'm suspecting I was handed a very old Mac which was probably forgotten in their warehouse.",Overall ok to buy it from amazon,Verified Purchase,One person found this helpful
Rusha,/gp/profile/amzn1.account.AEWNTUZS7NO54TSOV7GCRIFGWUDA,Reviewed in India on 30 July 2019,0,0,1.0 out of 5 stars,From the very beginning the battery life was horrible . hardly 2 hours. And after using it for just a year it just stopped working . and i cannot even charge it. Terrible product sold by Amazon,Terrible,Verified Purchase,2 people found this helpful
Rahul,/gp/profile/amzn1.account.AFQNBDDICCF5SF4DVDCMJ5GFOOSQ,Reviewed in India on 20 October 2018,0,0,4.0 out of 5 stars,"Very good as per Apple standards, only issue is very average battery life. Otherwise very convenient product with ease of operation and overall package of macbook features.",Amazing Light Weight Laptop,Verified Purchase,5 people found this helpful
Prashant Patankar,/gp/profile/amzn1.account.AGRR5YWMRGCWD24JGYXHRKO2K5PA,Reviewed in India on 2 October 2017,0,0,5.0 out of 5 stars,"I preferred this over other good spec windows laptop, just for reason mac. 128 gb ssd was only concern as it may not be sufficient however adding external hd or flash drive will do the job for u. Overall even the screen is not full hd i did not find it much of the issue, however If u r concern about good display must for consider this as option. Additionaly over 13000 discount in last sale made this perfect deal.",Perfect deal,Verified Purchase,One person found this helpful
Anurag N Sarmah,/gp/profile/amzn1.account.AEAMHUJ3SIUJGSXD5ENP5MCW5MMQ,Reviewed in India on 24 June 2020,5,0,5.0 out of 5 stars,"Pros: Great for work, outstanding battery life, rapid charge, keyboard is smooth, trackpad is smooth, built in 128GB SSD is worth it if you are looking for long term work performance. For 66k, I would really recommend the Air. I have installed Anaconda on it and seems there has been no issue with the background code processing so far. Sound quality is very nice, placement of the speakers really does the trick.Cons: Power adapter gets heated up very much. Would've preferred 8th or 10th Gen iCore, but I have no regrets. Will post if there are more cons to it. Let's see what more can this laptop do!",Great buy for day long work!,Verified Purchase,
Jamphel,/gp/profile/amzn1.account.AGED4BFXEF5L3NNJ5NOGPHNUCSJQ,Reviewed in India on 9 December 2019,0,0,1.0 out of 5 stars,i have used this product for almost two months and now slowly i am getting to know the defects it is having. i am facing problem in updating software and even the hinge is not holding the screen properly. i have not even dropped it once but problem are appearing slowly. very disappointing that amazon is sending such a defective product...,very disappointing!!!,Verified Purchase,2 people found this helpful
Manmohan,/gp/profile/amzn1.account.AFB3AXE2JMDQLB63NTWCD5VC6EOQ,Reviewed in India on 12 July 2020,0,0,5.0 out of 5 stars,Works perfect. Excellent for student to use for their school /  collage purpose. The speed is good graphics are good. Best is the weight which does not add anything to ur existing bag. Bought it for my kid during this lockdown and he is loving the experience.,13” MacBook Air...,Verified Purchase,
Kushal Kumar k,/gp/profile/amzn1.account.AGN73TWVDKLNDW6NJMQIAKVIEABQ,Reviewed in India on 9 October 2019,0,0,4.0 out of 5 stars,"This Laptop is the best option for office work and other tasks like browsing watching movies and music, don't buy it for playing games, I don't know why in sleep mode the battery is started draining from the first day I bought the laptop, I think it's because of Mojave updates.",Grab this laptop at 53k !!!! Totally worth it,Verified Purchase,2 people found this helpful
ranvir sharma,/gp/profile/amzn1.account.AHPDT2SHD5AQQZV2ORSGUTTHIZXQ,Reviewed in India on 12 November 2020,0,0,4.0 out of 5 stars,Device is good as we know about mac but this review for Amazon as i bought thia device at 78000 and aftr one day amazon sellinb this device at 65000 .. and when i decide not to receive in time of delivery then person told me that i can return this product aftr recive and reqst me to accept and then raise reqst to return but aftr receve there only option to replace the product instead of return.,Amazon make us fool sometime,Verified Purchase,
rahul,/gp/profile/amzn1.account.AEZ3F3K5F7NDBSRSZG425UPWBU3A,Reviewed in India on 6 July 2019,0,0,1.0 out of 5 stars,"Given 1 only for the fact that in description it's mentioned that it's having Touch Id which is not there at all in this, so please correct the description and verify rest of facts also","Incorrect description, don't go by that",Verified Purchase,4 people found this helpful
Laovaan,/gp/profile/amzn1.account.AHBWT3FKAVYJS3A4LWTMQ7EXS5EA,Reviewed in India on 23 October 2019,0,0,5.0 out of 5 stars,"the worth of every penny, don't think too much for display and great wall china bezels they don't bother as the display is quit osm as I moved from dell and hp notebook screen is better in mac book  additional under 50-55k budget top one as its apple product so there never be a quality compromise, 9 to 10 hrs battery, feather-light n thin no other laptop under this budget, if apple update display to retina and reduce bezels in this model, oner 60-70k, honest review but colours on display are quite good but the super AMOLED display{samsung} u will see colour shift mainly green n red ........but u will not notice it as u compare on spot.......else osm ...","osm laptop for ever guy,except gamers&&&",Verified Purchase,
Sandeep Deshmukh,/gp/profile/amzn1.account.AFZFZOX2M7WJSGRL2CK5NFTXORNA,Reviewed in India on 21 September 2020,0,0,1.0 out of 5 stars,its giving problems in just 4 months of use. it switch off automatically while using. i am not getting any support from Apple and authorised service center. they are unable to give me an appointment. its 0ne week and i am struggling to work as the MAcbook is not working.,macbook air is givivg problebs. shuts down on its own and not starting agian for some time.,Verified Purchase,One person found this helpful
Nazar,/gp/profile/amzn1.account.AGS5RTC2E4BSAO6VPHIC6XX5UEPQ,Reviewed in India on 5 March 2019,1,0,1.0 out of 5 stars,"When i received, within 15 days i realised the hinges were loose. Then after less than 2 months very rare use i got a line on the display. The replacement window was only 10 days. Now i have given it for service and even apple doesn't have a replacement policy. So i have to use a repaired device inspite of buying new. Very disappointing.",I got defective product.,Verified Purchase,2 people found this helpful
Amazon Customer,/gp/profile/amzn1.account.AH7DCGBIU724KUUH3MDQ2BCSLD5Q,Reviewed in India on 14 October 2018,0,0,4.0 out of 5 stars,"The elegant work of apple can be seen in this product. The design, the user friendliness, the compactness can be easily seen in this laptop. Coming to the performance, the speed of this is remarkable, and you can get to know the power of Mac os when you have another apple product. You can get one of the best movie experiences on this . Overall I would it a 4.5/5.",Finding a powerful performer. Here it is!,Verified Purchase,2 people found this helpful
Loganathan,/gp/profile/amzn1.account.AFPIGFDCHNRMQRAAGOKNFLAESWKQ,Reviewed in India on 4 December 2019,0,0,1.0 out of 5 stars,"Guys - Product might be good, but don't go for the EMI option as its a complete cheating method to us as Amazon will tell us that ""Interest to be charged by the bank will be passed on to you as an Upfront discount"" -- This will never happen as Amazon also will put some interest though we select NO-Interest option and Bank also will put some interest when the detect the money every month -- Overall ITS A CHEATING OPTION to the customer like me :(",EMI Option - Its a complete CHEATING option to the customers,Verified Purchase,One person found this helpful
Dr.Natesh,/gp/profile/amzn1.account.AFPCMW5P2MKARDW5MW5RRYQL7NMA,Reviewed in India on 26 September 2017,3,1,5.0 out of 5 stars,"Bought this wonderful laptop during the Amazon sale on 21st September for RS.44,990 with exchange of my old laptop for Rs.5,000, cash back of Rs.1,500 on HDFC card with pay next year 6 months no cost EMI. What else do you need more than this with 8GB ram and 1.8 GHz dual core Intel core i5 ? Well built silver colour weightless sleek apple with backlit keyboard. Never have a second thought to buy this. Just go ahead....",Amazing Apple !,Verified Purchase,2 people found this helpful
Siddu,/gp/profile/amzn1.account.AFI4KV7B7TMIMKBJVS35GXPLN5VQ,Reviewed in India on 2 July 2019,0,0,1.0 out of 5 stars,Battery back up reduced after 9 months.I brought Macbook Air on 16 July 2018 @ Rs. 48500/- after cash back,With in one year I have seen not able to start system 2 times.,Verified Purchase,3 people found this helpful
divya,/gp/profile/amzn1.account.AEOCPENFLYR3DU3YVUTJYXMEFWUA,Reviewed in India on 6 January 2020,0,0,1.0 out of 5 stars,Worst product.  With in two year the laptop stop working.  Ask 40thousand to repair.,Worst,Verified Purchase,4 people found this helpful
