author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,total_review,helpful_votes
Declan M.,/gp/profile/amzn1.account.AGLUQLXMMUSA6CCIFF6JL7RO5ISQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 7, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_484?ie=UTF8&pageNumber=484&reviewerType=all_reviews,5.0 out of 5 stars,"Good build quality , charges very fast, and can hold a ton of power.",Good quality as always from Anker,Color: BlackVerified Purchase,,,,
Jacob Hanson,/gp/profile/amzn1.account.AGZSGG3PODZH5UMMBHQ7WG4JO3OA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 28, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_484?ie=UTF8&pageNumber=484&reviewerType=all_reviews,5.0 out of 5 stars,In reality it charges my Droid Turbo about 2.5 times. Terrific and well built. Would definitely recommend to anyone.,Terrific Product,Color: BlackVerified Purchase,,,,
Adam H. Smith,/gp/profile/amzn1.account.AHHJAJL2QMHWMPHJ3PKJTQDBACLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 14, 2015",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_484?ie=UTF8&pageNumber=484&reviewerType=all_reviews,5.0 out of 5 stars,"This thing is amazing.  I don't worry about power for any of my devices anymore.  I have a Vape that I use everyday along with a Samsung note5, and bluetooth headphones.  I just use this battery pack and I don't have to worry about being around a power source for 2 -3 days.  I can power everything.  Then every 2-3 days I just plug everything in, including the battery pack.  Using the fast charging everything is charged within 2 hours and i'm good to go for another 2 -3 days.  Love this product.",This thing is amazing. I don't worry about power for any of ...,Color: BlackVerified Purchase,,,,
Anthony,/gp/profile/amzn1.account.AEST3UHQEOM3TUZC75VJWNIM2L3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 22, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_484?ie=UTF8&pageNumber=484&reviewerType=all_reviews,5.0 out of 5 stars,"Best charger i ever used!! Unfortunately after a couple days of receiving it one of my port didn't work,was kind of disappointed who knows why it didnt work? Overall its a good charger, fast charging and sturdy for out of state trips.",Good portable charger,Color: BlackVerified Purchase,,,,
Collin Dayley,/gp/profile/amzn1.account.AFG2T7KYZPTPEAJOCVQLOUMZCFUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 22, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_484?ie=UTF8&pageNumber=484&reviewerType=all_reviews,5.0 out of 5 stars,One of my staples for my travel bag! Great charger st a good price point.,Great deal!,Color: WhiteVerified Purchase,,,,
Amazon Customer,/gp/profile/amzn1.account.AG4G5KNB7ZZG5N7DZB7UQCHQH7NA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 15, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_484?ie=UTF8&pageNumber=484&reviewerType=all_reviews,5.0 out of 5 stars,"I  purchased this based on my brother's recommendation and am very pleased with it.  It was delivered timely, brand new and performs to my expectations.",... this based on my brother's recommendation and am very pleased with it,Color: BlackVerified Purchase,,,,
Marvair,/gp/profile/amzn1.account.AE5TUNNGK5HZACUC3D6TQ5XCV2FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 29, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_484?ie=UTF8&pageNumber=484&reviewerType=all_reviews,5.0 out of 5 stars,Very happy with this product I would like to order another one,Very happy with this product I would like to order another one,Color: BlackVerified Purchase,,,,
Kurt,/gp/profile/amzn1.account.AFS6RBGIBNTPUWJLOQCAX6GZUM3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 12, 2016",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_484?ie=UTF8&pageNumber=484&reviewerType=all_reviews,5.0 out of 5 stars,"I bought 2 of these for a recent camping trip, I could have done with 1. I charged my GoPro with Battery BacPac 3 times, my Nexus 6P twice and a smaller power bank I use to keep my phone charged while hiking, and still only used half it's charge.",Lots of power,Color: BlackVerified Purchase,,,,
ModGirl,/gp/profile/amzn1.account.AF5IXJIXEP5NPZMYW2FXCWNF22PQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 20, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_484?ie=UTF8&pageNumber=484&reviewerType=all_reviews,5.0 out of 5 stars,gift for husband and he says it is the best he has used.,Five Stars,Color: BlackVerified Purchase,,,,
Yang,/gp/profile/amzn1.account.AGD6O3WSX4N7GLQCHB7IVNSTTAXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 13, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_484?ie=UTF8&pageNumber=484&reviewerType=all_reviews,5.0 out of 5 stars,Lightweight and good.,Durable,Color: BlackVerified Purchase,,,,
Lane Kirsteatter,/gp/profile/amzn1.account.AFD5BUWTMCKNM5A7LETOEDSON5MQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 16, 2020",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_485?ie=UTF8&pageNumber=485&reviewerType=all_reviews,2.0 out of 5 stars,"Great charger, but the charging cord failed on it. Had to use a cord frozen another charger to charge it.",Bad charger cord,Color: BlackVerified Purchase,,,,
Deb S.,/gp/profile/amzn1.account.AHVYIQHC5OLTNDNYMB3MYYZKJIBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 30, 2016",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_485?ie=UTF8&pageNumber=485&reviewerType=all_reviews,5.0 out of 5 stars,"Although this is heavier than the Zagg charger I was using, it also charges my iPhone faster than the Zagg and the Anker PowerCore 20100 keeps a charge for several days!It can charge my iPhone 6 at least 3 times before I have to recharge it.  My Zagg only charged my iPhone 6 once and left maybe a half charge for later in the day.  The Zagg required to be recharged at least every two days.  I'm very happy with this charger.",I'm very happy with this charger,Color: BlackVerified Purchase,,,,
melvin crump,/gp/profile/amzn1.account.AFIF5MFYR46SBJCDD64UCH4HWJVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 18, 2020",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_485?ie=UTF8&pageNumber=485&reviewerType=all_reviews,5.0 out of 5 stars,Bought it for Christmas for my daughter and she loves it,Performance,Color: BlackVerified Purchase,,,,
ST,/gp/profile/amzn1.account.AFCFGA7ASIS3XAO7EX4EEELFZAYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 10, 2016",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_485?ie=UTF8&pageNumber=485&reviewerType=all_reviews,5.0 out of 5 stars,This power bar rock!  I bought this to use on my iphone 6.  It works perfect with Pokemon Go. It has pretty powers to keep my iphone charge for a week.  Thanks,Pokemon Go Must Have!!,Color: BlackVerified Purchase,,,,
CJ,/gp/profile/amzn1.account.AF24Q2FYVUURVZ45H6DBA6N6OEQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 7, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_485?ie=UTF8&pageNumber=485&reviewerType=all_reviews,5.0 out of 5 stars,Was bought as a gift for my daughter she loves it and uses it all the time to keep her phone charged up,Was bought as a gift for my daughter she loves ...,Color: BlackVerified Purchase,,,,
jayjones2013,/gp/profile/amzn1.account.AFMWB6CQ7LSXF2ZAEU35B3CHLBJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 19, 2015",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_485?ie=UTF8&pageNumber=485&reviewerType=all_reviews,4.0 out of 5 stars,If your on the fence about buying this just by it works outstanding. It charges your phone superfast and anything else you can plug into it. And it doesn't take long to recharge,Out standing,Color: BlackVerified Purchase,,,,
Ryan B.,/gp/profile/amzn1.account.AENCTRJQCN7ETXIO4ICIC6Z3KSGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 3, 2020",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_485?ie=UTF8&pageNumber=485&reviewerType=all_reviews,5.0 out of 5 stars,This portable charger is awesome! I use it to charge my iPhone or my Nintendo switch. You can easily charge either one multiple times!,Multiple charges!,Color: BlackVerified Purchase,,,,
Shammie,/gp/profile/amzn1.account.AGDAUQYKJ74DNHMZ4EAZCHWOHVGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 23, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_485?ie=UTF8&pageNumber=485&reviewerType=all_reviews,5.0 out of 5 stars,Just what I wanted,Top notxh,Color: WhiteVerified Purchase,,,,
Amanda,/gp/profile/amzn1.account.AF6CPEJ4YN2XLDVWFTPVXSHVLKUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 24, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_485?ie=UTF8&pageNumber=485&reviewerType=all_reviews,5.0 out of 5 stars,Last forever,Best charger ever,Color: BlackVerified Purchase,,,,
Kevin Morales,/gp/profile/amzn1.account.AGW2KUF44UFSW7BH6GYVX2Q5FOXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 4, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_485?ie=UTF8&pageNumber=485&reviewerType=all_reviews,5.0 out of 5 stars,"This is the best power bank I’ve ever purchased. I have an iPhone 8, and it charges my phone from 0 to 100 around 8 times and half. It’s a bit bulky but for the amount of battery you get I have a real complains. Highly recommend.",It lasts two days and half without having to re charge it.,Color: BlackVerified Purchase,,,,
Eric Kletrovetz,/gp/profile/amzn1.account.AFNG5WAZFG7W7ZMGES5RFAEAZQ7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 19, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_486?ie=UTF8&pageNumber=486&reviewerType=all_reviews,5.0 out of 5 stars,I have charged my phone 4 times and have yet to see a drop is power on this thing.  Fantastic,Phenomenal battery life,Color: BlackVerified Purchase,,,,
JCL,/gp/profile/amzn1.account.AEMSALZCAFEXX5FTNENVDUI2DHSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 18, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_486?ie=UTF8&pageNumber=486&reviewerType=all_reviews,5.0 out of 5 stars,Best investment. Long lasting charger.,Great!!,Color: BlackVerified Purchase,,,,
Yvette Pierce,/gp/profile/amzn1.account.AFPVRIAWE475YA475BLUR6K6YIPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_486?ie=UTF8&pageNumber=486&reviewerType=all_reviews,5.0 out of 5 stars,I love this battery so much my son loves to use my phone and it's always losing power it's saved me on numerous occasions,I love this battery so much my son loves to use ...,Color: BlackVerified Purchase,,,,
Amazon Customer,/gp/profile/amzn1.account.AFKK6TCEFMBXOEJXWXPDQZ2H5SWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 17, 2016",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_486?ie=UTF8&pageNumber=486&reviewerType=all_reviews,5.0 out of 5 stars,"Straight five stars. This thing is absolutely incredible. I've charged it once since I bought it, I've recharged an iPhone 5s (1570 mAh) and an iPhone 6s twice (1715 mAh) both from about 25% up to 100%. I am still showing three quarters or between 50-75% charge left on the PowerCore 20100. It's incredible.",Straight five stars. This thing is absolutely incredible. ...,Color: BlackVerified Purchase,2 people found this helpful,,,
Joseph Blue,/gp/profile/amzn1.account.AF3D7OPFOHYHCFA5SMHAMJK5Y3ZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 30, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_486?ie=UTF8&pageNumber=486&reviewerType=all_reviews,5.0 out of 5 stars,"Works as advertised, no problems",Performs as advertised,Color: BlackVerified Purchase,,,,
Fernando Fonseca,/gp/profile/amzn1.account.AGSUZKRNCCMUPFH6ZFU7TPIYCH2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 24, 2016",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_486?ie=UTF8&pageNumber=486&reviewerType=all_reviews,5.0 out of 5 stars,"Good battery life, fast charging on my Galaxy 7 doesnt work with it but it manage to keep my phone from dying while playing Pokemon Go",Good for your pokemon Go :),Color: BlackVerified Purchase,,,,
Chris Stillwell,/gp/profile/amzn1.account.AEKUM444E6KNN4SVYNW7SJNJYTVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 5, 2020",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_486?ie=UTF8&pageNumber=486&reviewerType=all_reviews,5.0 out of 5 stars,Holds charge well and has lots of recharging power.,Super useful,Color: BlackVerified Purchase,,,,
Jill,/gp/profile/amzn1.account.AF4KZ7KOCGJAY4QOJGTFXB7NW4WQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 15, 2020",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_486?ie=UTF8&pageNumber=486&reviewerType=all_reviews,5.0 out of 5 stars,Nice portable battery,Nice size portable charger,Color: BlackVerified Purchase,,,,
PLC,/gp/profile/amzn1.account.AHPTOKPOKWTS5VUDGUV45U6UWHNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 14, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_486?ie=UTF8&pageNumber=486&reviewerType=all_reviews,5.0 out of 5 stars,"Excellent product, even better customer service and Rochelle went above and beyond to make sure I was satisfied with my purchase from Anker.",Anker Powercore,Color: BlackVerified Purchase,,,,
Garyba,/gp/profile/amzn1.account.AHOI7BDAJZ32F7Q7M34EGFZH2WPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 24, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_486?ie=UTF8&pageNumber=486&reviewerType=all_reviews,5.0 out of 5 stars,"Wish I had this during the hurricane.  Works perfectly, charging my iphone.",A great charge,Color: BlackVerified Purchase,,,,
Bunni,/gp/profile/amzn1.account.AFKSDXSHMHA2CZVMNSXSOFELILKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 8, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_487?ie=UTF8&pageNumber=487&reviewerType=all_reviews,5.0 out of 5 stars,great for our camping trips. Lasts all day and we charge up to three phones.,Five Stars,Color: BlackVerified Purchase,,,,
Jennifer A.,/gp/profile/amzn1.account.AEPVW6JP7JRIHANVYPP3WVEM6CKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 23, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_487?ie=UTF8&pageNumber=487&reviewerType=all_reviews,5.0 out of 5 stars,"Loved the first one, had to get another but bigger!",Five Stars,Color: BlackVerified Purchase,,,,
Amazon Customer,/gp/profile/amzn1.account.AF275WYSQ224JLIPGB2D6KUNBWFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 16, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_487?ie=UTF8&pageNumber=487&reviewerType=all_reviews,5.0 out of 5 stars,"I took this with me while responding to hurricane Michael, it charged my iPad and phone easily. Really great.",Great product,Color: BlackVerified Purchase,,,,
Snoball,/gp/profile/amzn1.account.AGEATSK2NUH27C3UVPIT3IVKG2UQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 12, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_487?ie=UTF8&pageNumber=487&reviewerType=all_reviews,5.0 out of 5 stars,My husband loves this charger - it is fast & powerful. All my research paid off...,Highly recommend this charger.,Color: BlackVerified Purchase,One person found this helpful,,,
Dee2cape,/gp/profile/amzn1.account.AHOERB7YYC6VX4PZQXO3FZ3Q57WQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 19, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_487?ie=UTF8&pageNumber=487&reviewerType=all_reviews,5.0 out of 5 stars,Excellent & fast to charge!,Definitely worth it!,Color: BlackVerified Purchase,,,,
c,/gp/profile/amzn1.account.AF7ALAYIEZDXUS4Y56HLSXAQKPHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 22, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_487?ie=UTF8&pageNumber=487&reviewerType=all_reviews,5.0 out of 5 stars,"works great, a heavier than i expected",Five Stars,Color: BlackVerified Purchase,,,,
Mary Ann,/gp/profile/amzn1.account.AEDFI7HF6RGPXF4K7DNRCAEQLNMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 9, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_487?ie=UTF8&pageNumber=487&reviewerType=all_reviews,5.0 out of 5 stars,These charge my iPhone 6 Plus 3 times before recharging them. Great product.,Great product.,Color: BlackVerified Purchase,,,,
Egon,/gp/profile/amzn1.account.AGEK2EFV5CJFITXAIQSIJ36JB3BQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 5, 2016",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_487?ie=UTF8&pageNumber=487&reviewerType=all_reviews,4.0 out of 5 stars,"Works as advertised for the most part. Doesn't generate much heat and does its job.Charging a samsung galaxy edge 6+, the phones charging software says the Anker microusb that comes with it charges the phone about 30 minutes faster than the using the hi-speed samsund microusb.... I would image the same would go for charging the Anker battery.Does not appear to charge the battery and devices off it simultaneously.",Works as advertised for the most part. Doesn't generate ...,Color: BlackVerified Purchase,,,,
Roy,/gp/profile/amzn1.account.AGKQHKQHEXPOQ7RUISQB54XYCFBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 9, 2016",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_487?ie=UTF8&pageNumber=487&reviewerType=all_reviews,3.0 out of 5 stars,"Watch its weight before you buy.Edit: 5 stars for good customer service who sent a replacement, still 3 stars for this product on heavy weight issue.",Heavy and bulky but does the job very well if you dont mind the weight.,Color: WhiteVerified Purchase,,,,
A Culbertson,/gp/profile/amzn1.account.AGHBVI7BQMZCHQBFD7URTIXMUJAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_487?ie=UTF8&pageNumber=487&reviewerType=all_reviews,5.0 out of 5 stars,Must have! Charges your phone and other devices quickly.  The charger itself charges slowly so plan ahead when you need it to be charged!,Must have! Charges your phone and other devices quickly ...,Color: BlackVerified Purchase,,,,
kannan,/gp/profile/amzn1.account.AGKLNAX27Y2LM26T6WZQUWJM3G5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 20, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_488?ie=UTF8&pageNumber=488&reviewerType=all_reviews,4.0 out of 5 stars,"Good in terms of performance, but one led indicator stopper working in one months time.",Four Stars,Color: BlackVerified Purchase,,,,
Juan P. Bravo,/gp/profile/amzn1.account.AFIAP7K7DJNXCTL57YQF64F3GU3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 9, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_488?ie=UTF8&pageNumber=488&reviewerType=all_reviews,5.0 out of 5 stars,Take a long time to fully ​charge but it last me a week with about ten phone charges and my mini fan.,Just what I wnated,Color: BlackVerified Purchase,,,,
John Culler,/gp/profile/amzn1.account.AEH7ND26M6HR2I5EY2V3F6UR747A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 27, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_488?ie=UTF8&pageNumber=488&reviewerType=all_reviews,5.0 out of 5 stars,Awesome product.  It arrived on time and as expected.  Thank you!,Awesome product. It arrived on time and as expected,Color: BlackVerified Purchase,,,,
Chintha Ranasinghe,/gp/profile/amzn1.account.AEUMNGTRLMMXCH7AKHNIJRUCV6JA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 13, 2020",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_488?ie=UTF8&pageNumber=488&reviewerType=all_reviews,5.0 out of 5 stars,Good,good,Color: BlackVerified Purchase,,,,
Amazon Customer,/gp/profile/amzn1.account.AGXGFSPECB6B4UWWI4SP4UDJSKVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 1, 2016",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_488?ie=UTF8&pageNumber=488&reviewerType=all_reviews,5.0 out of 5 stars,"First of all I will admit I have a problem - I'm addicted to portable chargers. Even my wife makes fun of me, but hey - our family's gadgets are always charged! I own more than a dozen of these from various manufacturers (Jackery, Monoprice, several others) and in various capacities. While some of these have been solid units this Anker is my favorite for a few reasons. The first reason is size - this is the smallest 20,000+mAh charger I've found. The second reason is weight - also the lightest one I own. The final reason is output - not every charger that claims to supply 2.4mAh or more to each outlet (especially simultaneously) does. The Anker, however, is rock solid. As a side note, for anyone who has had issues with the charging of this charger (or any other one for that matter) the issue is almost always with the cable you are using and not the charger its self. Use the high quality Anker cable that comes with this bad bot and you will be fine. Use a 10ft no-name usb cable from el-cheapo-cables.com and don't be surprised if this or any other device won't charge. So... if you need crazy big charging capacity (and who doesn't these days) bang for your buck this is the one to get!",Even my makes fun of me,Color: BlackVerified Purchase,,,,
Patty,/gp/profile/amzn1.account.AG2TL5PG2JP7YCM5W23ECHQNK4PQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 7, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_488?ie=UTF8&pageNumber=488&reviewerType=all_reviews,5.0 out of 5 stars,Its a great charger!,Its a bit heavy yo travel with but excellent fast charger.,Color: BlackVerified Purchase,,,,
Jocelyn Martinez,/gp/profile/amzn1.account.AH62I63XVZWE3OSPGXJYJBLEQSOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 17, 2015",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_488?ie=UTF8&pageNumber=488&reviewerType=all_reviews,4.0 out of 5 stars,"This wasn't as small as I thought it would be, and it's a little heavier than I expected as well, but charges my devices perfectly and holds the charge for a long time. Overall great product!",Worth the investment,Color: BlackVerified Purchase,,,,
