author,ids,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,
JROC,amzn1.account.AGFUTCFJH3ORIWKKFCDRYJGDMVYQ/,"Reviewed in the United States on April 8, 2021",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,1.0 out of 5 stars,"I never write reviews, but this was a joke......this is mostly plastic, broke on the second weed, contacted the manufacturer and never heard back......Out of the many thousands of items I have purchased on Amazon this was probably the worst",Broke in 3 minutes,Style: WeederVerified Purchase,One person found this helpful,
hybrid 1,amzn1.account.AGWTCAVY7FKNGY4CEJBTGOGGQ3OQ/,"Reviewed in the United States on July 18, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"I bought this because my bermuda lawn has been infiltrated with dallis grass and I needed to pull some of them out until I can get to the winter when I can kill them with grass killer.  It works great!  It was able to pull the dallis grass up by the long, deep roots.  As long as you can find the center, you are good to go.  I had read reviews about the plastic lever at the bottom cracking, but as long as you are pushing down fully and not trying to win a weed pulling contest, it holds up.",Makes pulling weeds simple,Style: WeederVerified Purchase,,
KRD,amzn1.account.AE6UDUYJCDYMBLZD2HNKSSNOZN2A/,"Reviewed in the United States on March 22, 2021",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"Opened the box and went outside where I picked hundreds of weeds on a Sunday afternoon with plenty to go. Not great with smaller sizes weeds, and may have to go 2-3 times with larger ones that have deeper roots, but it got them all.  No strain on the back or shoulder. Easy to use - center, stab, lean, pull, release, repeat. Easy to store.",Better than Expected,Style: WeederVerified Purchase,One person found this helpful,
Alan Jacks,amzn1.account.AHI55QA5MOSQSYS2KQINVK64DPSQ/,"Reviewed in the United States on May 7, 2018",3,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"Ran out the back door as soon as the weeder was unpacked from it’s ridiculously large delivery box.  Over the next half hour I pulled some hundred dandelions with most of the root on all of them and all the root on many.  Waiting for after a rain would certainly improve that root pull stat.  This is way faster, easier and more effective than pulling by hand. The weeder works by forcing four prongs down into the ground around the root base and then using the leverage of the pole to draw a chunk of dirt along with much of the root.  The downside is the rather large divot your taking out of the ground (see pics).  I am having some luck with a half pull out with the unit and then pulling the loosened weeds out with my hand.  This greatly minimizes the size of the divot.  It’s a continuous battle and this Fiskars Weeder will help keep the dandelions away without resorting to chemical warfare.",Two green thumbs up,Style: WeederVerified Purchase,,
OldManToker,amzn1.account.AERJ4JAJ5FQMTVAOR363K6A3KDZQ/,"Reviewed in the United States on April 25, 2019",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,I absolutely love this tool. I use it primarily for dandelions and small weeds of that size and nature...lawn weeds. I found it to be quite sturdy for that purpose. I gave a four star because I can see where the foot lever could snap as it ages or from someone really taking on a weed too tough or getting caught on a tree root. The lever is where you step to set the tool and you rock it back on that lever to uproot the weed. If the root is too tough or someone tries to plant it in an area thick with trees etc it’ll snap. It’s a lawn garden tool not a landscaping tool if that helps at all...I was worried after reading the reviews but it’s awesome for my lawn.,I love this thing....actually look forward to seeing dandelions :),Style: WeederVerified Purchase,,
T Ginn,amzn1.account.AG7NSZ5EZIUPQ7X63U2RIF346G7A/,"Reviewed in the United States on April 27, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"My yard is usually flawless but this spring I had an infestation of crows foot weeds. Outside of heavy chemical treatments pulling is your best bet. So I ordered this.I had my acre lot cleared in an hour. I’m sure I missed some but not like this is hard to get out and get them. Moist soil is key. I’d recommend using it after a rain or watering your lawn. It will pull a lot of soil um. Just let the weeds set for an hour to dry and then shake the topsoil loose.All the bad reviews are probably people using this on a 95 degree day, frozen ground, or no rain in weeks. I can see how it could break but don’t be stupid and try to stab rock hard ground with it.",For once something does what it claims.,Style: WeederVerified Purchase,,
S. Rodriguez,amzn1.account.AGQAFFFRCZYTPLJZNY7FJECYMUKQ/,"Reviewed in the United States on April 11, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"This weed puller exceeded my expectations. Thought it would be just another gimmicky product - NOT !Easy to use and rarely misses a pull. On soft/wet ground I could pull very large weeds many with multiple 1/2 diameter branches. The really hard ones due to size or root tenacity, I helped by pulling of of the ""tentacles"" with one hand while simultaneously using the weed puller. These were very large weeds. Normal one in hard dry ground the puller did not need my help. Highly recommended puller.",Works like a champ !,Style: WeederVerified Purchase,,
Betty J. Barratt,amzn1.account.AHASVZ3KFRXS7FKSFPF6KT476DMQ/,"Reviewed in the United States on June 4, 2015",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,2.0 out of 5 stars,"Like another reviewer, this was great until it broke and in my case it broke after using it my second day.  I like the principle of what it's designed to do. It's very simple to operate.  Place or stab the weed right smack in the middle with the metal blades and step down on the lever. That will force the blades to come together and then you just lift the weed right out. Pump the handle once using the slider (you see in yellow) and that releases the the weed)  Repeat the process.  Of course you end up with the weed that shows to be one place, but the root comes from another place, but you are determined to get it.  Somewhere in the process you hear a snap when you step down on the lever and when you check what it was, you don't see anything, so you continue and you hear that snap again and it didn't feel right, you check again, and now you see it.  There is a plastic part that connects all the blades to the slider and it's that plastic part that broke.Fiskars is great at making scissors but in my opinion, failed in making this product. Perhaps they will improve it with just one metal part.I'm getting a refund, but historically there have been many times I have not had to return things that I spent more money on. This thing, I had to actually return. I had already recycled the box it was delivered in, so I had to get creative and make a box for it. UPS said I did a good job.",Like another reviewer,Style: WeederVerified Purchase,One person found this helpful,
ArkAngel86,amzn1.account.AFOUUCCQIYD56FFD6EZSGUXI7C3Q/,"Reviewed in the United States on August 11, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,3.0 out of 5 stars,"This item works well for dandelions and plantons and might on other lawn weeds that have a tap root.  It is useless on others.  The tool is a bit fragile, but will last so long as you don't try to use the lever mechanism as like a foot shovel.  You must push the blades into the ground with your arms only to surround the tap root and then push the tool down on the lever to grasp the weed and remove it.",Specialized tool needs care,Style: WeederVerified Purchase,One person found this helpful,
Dr J,amzn1.account.AEY2OUNFALA2CKN2RFDDBGS4JVYQ/,"Reviewed in the United States on April 12, 2021",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,"This is a FABULOUS remedy for those heartless, intrusive weeds, and works well enough if the soil is malleable.  Unfortunately, my garden soil is fairly rocky and dry - especially as we continue with another drought this year. Consequently I opted to kill the weeds organically with boiling water before using this little gem of a tool to remove them.  What a joy!  Easy-peasy weed removal!  Just be careful not to get any of the scalding water on neighboring plants.",Extend the weed remover's life with boiling water,Style: WeederVerified Purchase,One person found this helpful,
Drew N. Goodrich,amzn1.account.AFLFMPUPZRBEDIU2YM34MNPT4OHQ/,"Reviewed in the United States on March 23, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,2.0 out of 5 stars,I was so excited to get this as I have so much weeding.  I was very disappointed. It works some of the time but there is a lot of dirt attached to the root and to take it off slows down the process.  I am tall and I found that I was bent over the tool causing my back to hurt. I am back to hands and knees with a trowel. I would not recommend this product.,Very disappointed,Style: WeederVerified Purchase,One person found this helpful,
Oskyz,amzn1.account.AGD5RQ2VH72DHM4A3LLBVNEJKAHQ/,"Reviewed in the United States on May 19, 2019",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,"I cannot believe the plant/root stalk size this will capture.Tip 1. Don't even bother if you have hard dry dirt.  Was impossible.  Was amazing after 2 days of rain.Tip 2: Easier on your back to just toss the weeds to the ground, and collect them later than to lift and throw them into the yard waste can. At least for me.Tip 3: If it's not working, check to see if you have bark chips jammed into the 'teeth'. (my bad).Tip 4: After you get the stalk, tilt the tool BACK toward you vs pulling it up. Pulling it up doesn't grip as well, and can just strip the leaves off the start. Something about the angle also.Now I just wait and hope that it really is permanent.  Or at least greatly reduced.","AMAZING with WET/DAMP dirt, USELESS with dry dirt.  Plus TIPS",Style: WeederVerified Purchase,,
Don B.,amzn1.account.AHLZRNJTFYEFSMU3TSXH4CWISAKA/,"Reviewed in the United States on April 25, 2021",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,4.0 out of 5 stars,"This unit is fairly effective.  As long as the ground is a bit soft, you will not have trouble inserting the tines.You need to be sure to push it all the way into the soil to ensure a full root removal.Once it’s in, rock the entire unit backward to remove the weed.Once out of the ground, you can push the handle down to eject the weed and root.This works best for dandelions, but can be used for other invaders as well.I would recommend if you have decent soil conditions.",Good device for weed removal,Style: WeederVerified Purchase,,
Tammie Hammett,amzn1.account.AFQYW464LNSNXWY2P43XOIW7CMMQ/,"Reviewed in the United States on June 5, 2021",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,I am so blown away by how well this thing works. I was pulling tansy and dandelions until dark last night. I'm 5 ft 8 and I like that I don't have to bend over at all and kill my back. The ejection trigger is high enough up that it's just zero effort to pop that critter out. The leverage is fabulous and it's so ergonomic and gets the entire root. Well worth the money! This is an oddly satisfying tool to use.,BUY THIS. You won't regret it.,Style: WeederVerified Purchase,One person found this helpful,
Frankie,amzn1.account.AFIW5AUQSBUOINQOVGNXBWIBUNYQ/,"Reviewed in the United States on May 28, 2016",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,"Because of our pet dog, we didn't want to spray the yard with chemicals. So we opted for the Fiskars Stand-up Weeder to rid our yard of dozens upon dozens of dandelions. Before ordering it, we checked our local home goods stores and found some alternative Stand-Up weed pullers, but their design was such that you had to turn or wiggle them to extract the weeds. We really liked the Fiskars Deluxe model because there was no wriggling necessary, the ejector looked great, and it even had four (not three) teeth. (Watch the video: it really is for real!)To answer some of the concerns in other reviews, some said it breaks easily. We found that if you wait until after a good rain, you don't have to fight against the clay to extract the weed. Also push the device into the earth (at a slight angle) as far as it will go before applying any pressure to the foot pedal. This worked great for us. Some complained about big holes in the yard. We handle this by instead of ejecting the weed into a bag, we eject it back into the hole it came from, then rub the weed into its hole by hand, most of the soil returns to the hole, then toss the weed. Voila.We've used it for several weeks and found it to be a lot of fun - almost addictive! We are now DANDELION-FREE!!","Worth every dollar. Very Effective. Clean, chemical-free. Easy to use",Style: WeederVerified Purchase,,
Jack Merritt,amzn1.account.AGOF4PDZQWCSMZEVTNUGMCTVOPDA/,"Reviewed in the United States on April 14, 2013",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,"I bought this not expecting much but hoped that it would help. I am a big fan of Fiskars and figured if anyone can make a weed remover that works; they can.  I went out early this morning while the ground was still damp and completely cleared my lawn of weeds (with few exceptions) in about two hours (approx 200 weeds) with very little effort and no bending.  About 60% of what I pulled got the entire root and the rest got 50 to 75% of the root.  Most of this was because my aim was off.  Unfortunately, when the weed was next to a rock it did not work but that was to be expected.Some things to note:I did not read the instructions first and my first couple of tries were ineffective.  You need to place your foot near the pole to insert the blades then place your foot on the end of the foot piece and pivot it out.  Once I did that it was like magic.  My only regret was that I told my family about it, I should have kept it a secret and taken the glory when weeding was needed.When taking this out of the packaging you need to first remove the small Phillips-head screw attached to the packaging.As far as I'm concerned this paid for itself on the first use.",This works!,Style: WeederVerified Purchase,9 people found this helpful,
miss psychosis,amzn1.account.AHLSIYU6EGAYUSSP6VPSQ73ASNOA/,"Reviewed in the United States on October 11, 2015",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,"This tool is amazing! We've been getting ready to remodel our yard with drought-tolerant/native plants and so we let our lawn die off and, as an unfortunate side effect, get contaminated with plenty of weeds in the process—to the point that the house was looking abandoned. It's been too hot to do any maintenance. Finally it's cooling off enough to be able to work in the yard to get the project underway, starting with removal of the largest and most offensive weeds. We're talking several feet tall in some cases; roots over an inch in diameter. We'll continue to use this thing to finish getting rid of the weeds right up against the patio that the rototiller won't be able to reach, but let me tell you, even if I never used this tool again it has more than paid for itself in just one weekend.A few observations:*We also have one of those garden claw tools, which works well enough but requires more muscle power which I do not have much of to begin with. However, I would recommend using the garden claw for removing extensive ground cover/runners or vines before using this tool to get the strays. This is for targeting a single weed at a time, which it does well. In other words, I would say that both fulfill different functions, though if I had to choose between them I would pick this tool.*This tool is easy enough for anybody to use, take it from a weakling like me!*Plastic seems sturdy and the metal part has stood up to surprise run-ins with some underground hard surfaces.",Paid for itself in just one weekend!,Style: WeederVerified Purchase,,
Banjo Lee,amzn1.account.AFDS7T627BPW5QXL3ATE73VQ3IVQ/,"Reviewed in the United States on June 15, 2016",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,"Even though I heard good things about this weeder, I was unsure if it would work for me.  I have a physical condition that makes it difficult for me to bend down and I have little strength to pull weeds.  I was truly amazed how well this weeder works once I got the rhythm down.  Not only can I easily pull weeds with this tool, but the ejector allows me to pile them up or eject them into a big bucket for disposal.  I was a little put off by the price, until I tried it.  This is a well constructed tool, and in my opinion, well worth the price for the ease with which it allows me to pull weeds.  I enjoy the unusual feeling of power it gives in the neverending battle against nasty weeds.  This is the best weeder I have used before, and it makes weeding a bit fun.  Any tool that does that gets my endorsement, for what its worth.  It gets a five star rating from me.",Makes Weeding Fun and Does The Job Well,Style: WeederVerified Purchase,2 people found this helpful,
Michele Johnson,amzn1.account.AEHSCYVCXO25HB2TCYE45EZ5AQSA/,"Reviewed in the United States on July 19, 2019",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,"I love this product.  We have a field full of thistle and mullen.  It has pulled out thistle more than 1"" in diameter with no problem at all. I have been using it steadily for over a month now and so far it hasn't broken as some of the other reviews stated.  Now, we have had a wet spring and summer here, and I have been careful after reading the reviews.  That said, I have pulled up no less than 5 giant contractor bags full of various types of weeds.  No, it will not work well around  rocks, nor will it work well for smaller weeds, but for larger weeds it's great as long as you are a bit careful.",This saved my hands,Style: WeederVerified Purchase,,
Xtragadgets,amzn1.account.AFMIIJW7KEZQQTCL2BQDDP64KDAQ/,"Reviewed in the United States on May 10, 2016",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,"This year I had a lot of Dandilions pop up. By a lot, I mean hundreds apon hundreds. I think someone seeded the whole yard with Dandilions seeds. Anyway, I needed a good way to combat the onslaught and have my yard looking nice again. Dandilion preventer, sure. But dealing with the existing Dandilions was a daunting task. I've seen tools like this around, but the reviews for most are very poor, mostly in the quality of the build and materials. I bought the Fiskars with high hopes, and it paid off. After all, I have several pair of Fiskar scissors at home and they work great and last. I have a very large front and back yard. The back is shaded mostly with very soft ground. The front, mostly sun and solid, but not rick hard ground. This tool feels very solid. It's made up of a thick composit material and the teeth are made of thick metal. If you watch the video of this thing, it works exactly as advertised. I went out in the yard each day after work and spent about 15-20 minutes walking around plucking Dandilions out by the root. By day four, the ones that were hiding were easy to spot from a distance. The larger ones often came out with almost 8 inches of root attatched. If you grab weeds right in the center, the claws grab on four sides and using the foot as leverage, evenly pulls up the weeds root and all. With the relatively soft ground, I never had to stomp the tool into the ground. I simply shoved it down and leveraged it out with my arms. I don't know how well the composite would hold up to really hard ground like clay for instance if repeatedly stomped and pried on to remove weeds. If your ground is even relatively soft, this thing is a breeze to use and very fast as well. The ejection mechanism is what makes is super fast. I simply carried a small garbage can around with me and filled it fast. I never had to clean lodged weeds out of the teeth even once. That's saying a lot several hundred weeds later. You won't be disappointed. Happy Weeding. :)",My new favorite yard tool.......,Style: WeederVerified Purchase,,
RGK,amzn1.account.AFC7JEPLXYRC5OKTRMYLMSTAAPXA/,"Reviewed in the United States on March 16, 2021",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,"After purchasing a less expensive item on Amazon and having it break apart during the second use, I threw the cheap one out and ordered the weeder I should have in the first place.  I couldn't be more pleased!!!  This weeder is easy to use, sturdy and made very well.  After spending hours weeding my yards, I couldn't ask for a better tool.  This product truly is the best weeder ever!",Best Weeder Ever!,Style: WeederVerified Purchase,,
basicblur,amzn1.account.AHT4VCPG77EW5UD3ZNVNKIPLWS4A/,"Reviewed in the United States on June 23, 2015",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,4.0 out of 5 stars,"This is one of those rare tools that just darn works as advertised!It's become so handy that I bought a second one - it seemed every time I was in the back yard the tool was in front, and vice versa.I now have one in my garage for the front yard, and one in my tool storage shed in the back yard, along with a 5-gallon bucket with each to hold the weeds.It's relaxing to stick ye olde ear buds in and listen to music / podcasts as I walk the yard early in the morning (and evening), when the ground tends to be a little softer - I also use it after a rain, as it helps when the ground is a little softer for pulling up stubborn crabgrass.Dandelions are a piece of cake - some crabgrass can be darn tough, and you can hear the handle / foot lever creaking as you pull it out of the ground - I lever the tough crabgrass slowly!If one was not careful, I could see breaking the foot lever based on the sounds it makes when pulling particularly stubborn crab grass.As a bonus, I can usually put off mowing the grass a little longer, as it doesn't look nearly as bad without all the weeds.My yard is starting to come around - I've about taken care of the dandelions - I'm slowly working my way through all the crabgrass.",Could use a little tougher foot lever!?,Style: WeederVerified Purchase,One person found this helpful,
LW,amzn1.account.AGQSATAK7ALPIAVRALYUTMFVWM6Q/,"Reviewed in the United States on May 21, 2017",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,4.0 out of 5 stars,"Great stand up weeder. This product clearly beats the garden weasel weed popper.The garden weasel requires a twisting action that is fatiguing and removes a larger clump of dirt. The garden weasel is all metal construction but the extraction tines are prone to bending in dry soil.The Fiskars weeder has a superior design. Without having to twist the weeds out you will be able to work a lot longer. The tines of the Fiskars weeder close around the weed's root thereby only extracting the root and not a large clod of dirt. However, the Fiskars weeder has a lot of plastic or plastic composite. It feels cheap, and I don't know how long it will hold up. The tines could be longer; I feel like I'm frequently leaving root behind that is just out of reach. The handle could also be longer; I feel that I have to bend over too far to extract the weed.Overall it's a decent product. It beats the Garden Weasel, and it's better than using chemicals.",Comparison with garden weasel.,Style: WeederVerified Purchase,,
J. Adamson,amzn1.account.AHZABV22LOWZ6ZMIDX3YBMGC5MFA/,"Reviewed in the United States on August 22, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,1.0 out of 5 stars,"Purchased this under the impression that others were using it too aggressively and snapped the pivoting step because of negligence.  Received my unit, used it for a couple days pulling weeds very successfully out of an acre of grass... then it snapped.  The plastic reached it's elastic threshold and gave way.","It will break, Trust me.",Style: WeederVerified Purchase,One person found this helpful,
CML,amzn1.account.AFYKGVCZKL7NB75ZBWRW7TG2PZLA/,"Reviewed in the United States on August 6, 2019",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,"I've used this several times and have removed buckets and buckets full of weeds from my yard.  I never use it on dry, rocky ground.  I try to get outside a day or so after a good rain and get to work.  I place the tines over the middle of the weed, push down with my foot, then slowly tilt it back to try and pull as much root out as possible.  I usually shake the excess dirt back into the hole.  I'm definitely happy with this purchase!",Works great!,Style: WeederVerified Purchase,One person found this helpful,
aditya,amzn1.account.AGQA6JR62GTICYKC7S75BLHK3G5A/,"Reviewed in the United States on March 23, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,2.0 out of 5 stars,"I don't quite like the design of this product. It pulls out soil about 4 times in weight of the weed. So by the time you're done pulling all the weed, you need a crane to carry the bag. I tried pulling weed in decent angles, depths, etc. It barely works. Don't get me wrong, it does pull out weed as promised, but what it doesn't say, is that it'll make huge holes in your yard and that's a potential trip hazard.The ease of use a heavily compromised with the holes it creates in your yard.",Huge holes in the yard,Style: WeederVerified Purchase,,
Brittney Leeb,amzn1.account.AFAJP23JUG4D37WVPYBWN5AFHEWA/,"Reviewed in the United States on April 30, 2021",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,3.0 out of 5 stars,"I have now had 2 of these things, each season I get a new one. It’s absolutely one of my favorite gardening tools however every season, without fail, it breaks on me. The little plastic part that everyone talks about... yes it will eventually break. But without fail.. I order another one every season because I love it so much. Love/hate relationship. I would gladly pay more for this product if they improved that one flaw!",Love hate relationship,Style: WeederVerified Purchase,,
Kindle Customer,amzn1.account.AFXFD2WDA5SG27QQO5KVBGAU4V7Q/,"Reviewed in the United States on March 28, 2021",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"This weeder works just as everyone says. Put it over center of weed, step on it, lean it out. I pulled eight 5 gallon buckets in two days. (So, maybe a few hours.) I'm giving it a 5 star now because it is doing it's job 100% with two days on the job. But as much of it is plastic I am concerned if it will make multiple seasons. But Fiskar's gives it a ""lifetime warranty"".","Best weeder I have found, so far.",Style: WeederVerified Purchase,,
TurboTime4,amzn1.account.AHSP3JOROEQKV46SZUKDUX6RLMYA/,"Reviewed in the United States on June 24, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"My friends all have this weed puller and made fun of me every time we spoke for not having it and bending over like a peasant to pull my weeds. After a year of being belittled and told I’m nothing without this weed puller I finally broke down and spent the $40! To get one. Boy am I glad I did! This makes a horrible chore a fun breeze that I now look forward to doing to avoid work, my family, my wife,  and chores! Do yourself a favor and get this now - don’t be like me.",One of Us,Style: WeederVerified Purchase,,
esmith,amzn1.account.AGBLJBYZ7RCQNNIOARDVYYONJSEA/,"Reviewed in the United States on May 20, 2016",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"I really didn't want to buy a weeder but my husband had his eye on this for a long time. Then my yard was overrun by weeds almost overnight despite my back breaking efforts to keep the weeds at bay. I bought this while my husband was on a trip, expecting to surprise him with a new toy when he got back, but when this arrived I thought I'd try it out on the mulched area most visible from the street. It worked wonderfully. Got the whole 10' x 10' area weeded in less than 30 minutes... Still feeling pretty good so decided to tackle some areas in the back near the garden. I ended up spending an hour pulling out either wild parsnip or poison hemlock. Those look very similar and are very invasive. I noticed that it works best when the ground is soft or mulched. If it is dried out clay it's hard to drive the stake into the ground. The wild parsnip/poison hemlock has a long white root that sometimes took me two to four tries to get it out. But that only happened one out of every five weeds. So long story short, I spent two hours using this thing myself... It is kinda addictive especially when you ""lock and load"" shotgun style on the handle to release the weed you've pulled up.",It worked wonderfully. Got the whole 10' x 10' area weeded ...,Style: WeederVerified Purchase,,
CRIZ MOMMI,amzn1.account.AHEF3UGTGM75XOE7V3MJXILG6NTA/,"Reviewed in the United States on July 5, 2020",3,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,An absolute back saver. Time saver. I have NOHING but good things to say. It delivers !!! If a person has a problem with this. Clearly there is another issue. But  tool paid for it self in 1 hour. Consistently left clean pull. Landscapers charge by hr way not than I paid for. It was satisfying doing it myself. And I know nothing about gardening. I actually stay out longer doing it I was so happy. And that was in the heat. Can’t wait until it cools down!!,Great Weeder  worth every penny,Style: WeederVerified Purchase,,
