author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,,ranking,helpful_votes,total_review,visibility_status
Andrew,/gp/profile/amzn1.account.AERD4M74TBLMADLOH6OZOAFEK7GA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 28, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,2.0 out of 5 stars,"Well, I regret not doing more research. I call BS on no kink and double BS on easy to coil. First use was frustrating. The whole I reason I bought it was I thought it would be less frustrating to use. The swivel grip is indeed nice and easy to use. Time will tell about durability, but I don't have high hopes for that.",Do the research. Don't overpay.,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,2042260,6,21,Public
farwest,/gp/profile/amzn1.account.AGZV4VIG4ZQIXIBMREVOYGTCNQOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 3, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,2.0 out of 5 stars,The fittings on this hose are aluminum and they corrode to your brass tap and it will not come off even with channel locks.  I had to cut it off so I could remove the hose for winter.,Had to cut hose fitting off from brass tap,"Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",,,,40112,20,69,Public
swheels,/gp/profile/amzn1.account.AGK4PUBKJUTFZDKYGZSQR6EUREWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 18, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,THIS HOSE IS EXCELLENT. THE BEST THING IS THE SWIVEL CONNECTOR SO THE HOSE DOESN'T KNOT WHEN TWISTING. I DO WISH IT CAME IN OTHER COLOR SELECTIONS.,GREAT HOSE,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,8468878,104,43,Public
B. Jones,/gp/profile/amzn1.account.AE5ZNY6ZIAF7V6MRRQWGMIBDGAJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 10, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,1.0 out of 5 stars,"This hose kinks if you look at it wrong.  I will end up cutting it into 12"" pieces to use as plant protectors for staked trees.  I HATE this hose.",Crappy Crappy hose,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,897480,,,
Audreyrose,/gp/profile/amzn1.account.AFOZ7MHLDX3IVOQXCLY4M3UY4GQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 16, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"Love this hose so much I have bought 5.  Aside from being lightweight they are so easy to move around.They cost more but they save so much aggravation trying to move kinky, heavy hoses.",TOP QUALITY HOSE. BEST ON THE MARKET. ABSOLUTELY NO KINKS. NOT ONE.,"Size: 5/8"" (inches) x 10' (feet)Style: HoseVerified Purchase",,,,55187483,,,
Greg Maxson,/gp/profile/amzn1.account.AG4CBOZPMVBYMGLHJCFYXJN5JVPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 2, 2018",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,2.0 out of 5 stars,"Bought this hose to go onto a new A.M. Leonard hose reel. Within a week (about 6 uses) one end leaked badly from under the swivel grip, while the other end was fine (no leaks). I have a 10 foot length of the same hose (with SwivelGrips) and have had no leaks with it at all. Love the idea behind the SwivelGrip design, and it does alleviate the issue of the hose twisting then kinking, but based upon the experience of many buyers, there's clearly a defect that's causing the leaks.I am returning this hose, and will be either getting the same hose without the SwivelGrips, or will go with a different brand altogether. This hose is too expensive to have to deal with leaks.","Expensive, defective leaker","Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",One person found this helpful,,,5830836,,,
Scott McKee,/gp/profile/amzn1.account.AGMJCUUZ7VJ32J6QQ7TR5VGAHTYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 1, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"Great hose.  Doesn't kink, easy to coil up and store.  Spray head works perfect and will shut off high pressure water.A little pricey but worth it.  I bought another after getting and using the first one.",Great hose,"Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",,,,83904491,11,12,Public
Skip Safford,/gp/profile/amzn1.account.AHAP4OEQX3K5GIIK477BSWWVFZPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 7, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"I have several of these now--the leader hose ones, and various lengths.  So lightweight!  READ THE INSTALLATION INSTRUCTIONS on the longer hoses!",How Have I lived Without These?,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,1197861,,,
MD P.,/gp/profile/amzn1.account.AEBDQ4CRXBM6SZ7PCPNVS7G7I36Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 14, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,I use this for work. Easy to hook up fast and stays very flexible especially in cold weather. Not cheap made. Durable and never had one blow out from heat or pressure. Doesn’t kink. I like it also because it’s very visible. I tend to forget the typical hoses on jobs because it blends in the grass.,Great for contractors,"Size: 5/8"" (inches) x 25' (feet)Style: HoseVerified Purchase",,,,4465177,16,48,Public
PAUL LAFIA,/gp/profile/amzn1.account.AEAT2SAXG5QUSLS5GX75FSV62CVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 22, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"Works great as a connector hose. I had many 6-10 leader hoses burst or leak badly. Therefore, I decided to pay more and it was worth it. In addition, this hose is very flexible wrapping around a column on my porch before connecting to my longer hose. I highly recommend.",Worth the Price,"Size: 5/8"" (inches) x 10' (feet)Style: HoseVerified Purchase",,,,5545467,17,55,Public
Stephen,/gp/profile/amzn1.account.AGHQ7URQKWDN24RNU4XZL2XQB2JQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 6, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"Very pleased - this hose is very flexible and hopefully durable.  Easy to handle and roll up.  No leaks so far - I am optimistic! The swivel grip is a great feature, it keeps the hose from getting twisted.",Nicest hose we've tried,"Size: 5/8"" (inches) x 25' (feet)Style: HoseVerified Purchase",,,,36320,0,27,Public
Charles & Kelly Seely,/gp/profile/amzn1.account.AHQCHLXZA7S7UPATC5S2OFBDF5IA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 2, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"This hose is used in our barn to wet down pens, rinse animals, and fill water buckets. This hose is so easy to roll back up. It isn't rigid and is easy to maneuver. Great addition to the barn.",Great hose,"Size: 5/8"" (inches) x 25' (feet)Style: HoseVerified Purchase",,,,961138,2,13,Public
T. Hunter,/gp/profile/amzn1.account.AFF2AYBEE4FA6UHNKWZOWOYMH24A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 24, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,"I'm really glad I chose to go with the Flexzilla SwivelGrip garden hose.  For me, the SwivelGrip makes a huge difference when connecting/disconnecting the hose because it makes it so much easier.  Because of the flexibility it's also easier to reel in than any other hoses I've owned.  I highly recommend this hose.",Best hose I've ever had!,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,2396314,1,20,Public
James,/gp/profile/amzn1.account.AESV2J4OHUHYVQOGJSYGILBQM5PA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,"Every gardener will have their favorites, but what I needed in a hose was something flexible and with Flexzilla I found it.  I have tried various hoses as well as considered some of the newer designs (metal) but in the end I went with this material and have not been disappointed by it's flexibility as well as light weight.  In watering my garden or washing the car I feel this hose has many advantages to make it long lasting.  I have come to enjoy the HIGH VISIBILITY color.","Flexible, Flexible, Flexible","Size: 5/8"" (inches) x 25' (feet)Style: HoseVerified Purchase",,,,20038134,70,31,Public
Darrel,/gp/profile/amzn1.account.AEHSKH3WORLXU5YJVURQVOUAPLKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 14, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,I mis-ordered but that is on me. Should have taken a couple minutes to walk outside and check the connectors on my hose reel. Added an adapter and it works fine.,Good hose so far,"Size: 5/8"" (inches) x 10' (feet)Style: HoseVerified Purchase",,,,32161737,,,
Joe S.,/gp/profile/amzn1.account.AHPQCMUGOA2ZMNS53RM6Y7UQKXYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 1, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,1.0 out of 5 stars,"I actually like that this hose is light weight and relatively kink free but it seemed to have a pin hole. I fixed it by cutting about a foot out and spliced the two pieces together. Then found a second, smaller pin hole a few feet from the first one. This hose is stored and used on a concrete porch, so no mowers or sharp objects around. We've only had it for about two weeks so it must be a manufacturing defect. The thing is, it is quicker and easier to repair than to return for a replacement or refund. So far anyway.",two leaks,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,1908917,0,4,Public
James Oswalt,/gp/profile/amzn1.account.AGY35B4GVMNMAO4PYNXFT7DNCLWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 9, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,This is my second one of these specific hoses. They are very flexible. That makes them very easy to roll up for storage after being used.,Very flexible,"Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",,,,1688946,38,56,Public
linda,/gp/profile/amzn1.account.AGJHLGZFTV6Y7MSZ3ADFTVWV6HPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 20, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,1.0 out of 5 stars,"This hose is very heavy. In the description, it states that it is lightweight. It kinks like crazy. In the description, it says it does not kink.  The other issue is that it braids itself up and it is very difficult to untangle it. I specifically purchased this item because it said it was lightweight. I have a bad back. I gave up after one use.  I am returning it.",Very Heavy hose and hard to manage,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,9570356,218,110,Public
BruceTex,/gp/profile/amzn1.account.AF4VYGGRZVT52QYWYXMDH3RISYTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 31, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,4.0 out of 5 stars,"I am impressed with the reinforcement of the short 3 ft. hose piece but that is all I needed to replace an old original piece of 3' hose that feeds my hose reel in a box...  Great quality but a little high priced, but I am sure it will last a long time and when there are no real alternatives.",When you need a replacement for your old reel,"Size: 5/8"" (inches) x 3' (feet)Style: HoseVerified Purchase",,,,1961104,60,84,Public
Richard A. DeFlavis,/gp/profile/amzn1.account.AG57XO6DZKBSZQZDN3HXUHYSWA6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 20, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,Much lighter than my old hose and it really doesn't kink.  Il like the swivel fitting at the nozzle end which makes it easier to maneuver.,Doesn't kink,"Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",,,,1314022,74,38,Public
Terezia Csori,/gp/profile/amzn1.account.AFJTJ2HTAGP4ML6CQQXR66ACX32Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 18, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,1.0 out of 5 stars,"I am extremely disappointed with this product. I previously bought 75 ft and 100 ft length Flexzilla hoses for normal gardening use, and have been very happy with them. Those hoses do not kink and are easy to wind on a hose reel. This 25 ft length hose, however, does not feel at all like the same material. The material of this hose is a much lighter weight and very flimsy. The hose arrived already kinked in several places. I will be returning it.",Cheap material not like my other Flexzilla hoses,"Size: 5/8"" (inches) x 25' (feet)Style: HoseVerified Purchase",,,,312068,43,42,Public
CherokeeSmiles,/gp/profile/amzn1.account.AE5AINKBNKBAVRSQX54WWRVK2QJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 6, 2020",1,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,4.0 out of 5 stars,"Lightweight and easy to use.  I like it.  But, it does have a mind of it own when hanging it back up.  I have to fight with it every inch of the say to keep it from curling up the wrong direction instead of it just cooperating and laying flat.","NOT THE ""SOFT AND SUPPLE"" OF YEARS GONE BY, BUT NEXT BEST THING","Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",,,,8720441,13,54,Public
Jeff S.,/gp/profile/amzn1.account.AEEQQRFXQWAIJCQ5KBCILO6N4AUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 4, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,1.0 out of 5 stars,I spent more time fighting kinks in the hose than I did actually using it. This has to be hands down the worst hose I have ever purchased.,This is the worst Hose I have ever bought,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,7314087,262,313,Public
Shawn Smith,/gp/profile/amzn1.account.AFZPR3N7IDFCUUH6KUQ3NZGDV3AA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 8, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,Love this hose. The end swivels freely under pressure. No more binding and twisting in the wrist. Also when screwing it onto the faucet the whole end is a hand grip making it easy to get tight. No tools or finger yoga needed to install.,A++,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,2803680,,,
Paul Chiaramonte,/gp/profile/amzn1.account.AGLGKJPU35YJQGSREXCAZ2KFMI5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 17, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,1.0 out of 5 stars,I moved in January to a new home and had to clean out the rain gutters so I purchased this hose after much research.  I found the water pressure to be very poor.  I thought maybe it was the nozzle and figured I try a new nozzle once the warm weather came. I changed the nozzle and see that the pressure is still weak.  I should have returned the hose when I had the chance.,Poor water pressure.,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,10057855,0,6,Public
DJ,/gp/profile/amzn1.account.AE6YYO45S3G6WYWZQ6XDQQEVDCZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 13, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,3.0 out of 5 stars,this is perfect for watering my garden BUT it has very low pressure so can not use it for other functions like washing down the deck attaching it to pressure washer etc.I didn't want to spend a lot of money so you get what you pay for,Garden use only,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,1151569,,,
Katherine Jean,/gp/profile/amzn1.account.AGNAPOXOFQ3EJSDYXWX2MTEX7ATQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 2, 2019",3,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,1.0 out of 5 stars,"The hose arrived and appeared just as advertised.  Was very light weight, easy to move around, didn't kink, rolled neatly in my hose container.  THEN I USED IT!  Holy Cow!  Within ten minutes of watering flowers, sections of the hose expanded and looked like a snake that had eaten four or five cats - huge expanded sections of hose.  Several sections of the vinyl covering split as well, however nothing leaked.  I guess I won't experience the mold issue everyone else mentioned",Terrible durability - lasted less than 10 minutes,"Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",One person found this helpful,,,30181034,140,188,Public
Amazon customer,/gp/profile/amzn1.account.AHUGBVNICI7AWSBT463L7ALWZXKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 5, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,2.0 out of 5 stars,"This hose kinks terribly! Won't roll out and roll up with out having to twist and unkink at least half dozen places thought out, EVERY time I just this 75' hose. I will not buy this brand again. BTW it leaks at the connection to faucet too. Very disappointed!",It's a real pain to water with this`,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,5235160,28,11,Public
Shoe lover,/gp/profile/amzn1.account.AEJECSMMVYRL7Z77GPIV2YTIAQEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 14, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,1.0 out of 5 stars,"This is a very hard to maneuver hose, I have the 1/2 in in a 50ft but needed a little longer one so I tried this. Thought I would like it but it is terrible and I do not have the packaging so not sure if I can return it. Very disappointed",Hard to handle,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,11442314,,,
L Brown,/gp/profile/amzn1.account.AHA222TD6FF5DZHIUFDKUTXCSHYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 17, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,"I love it when I get a hose that's rugged enough, yet flexible enough that I don't have to fight it to roll it up. This fills the bill. Good connectors too. I'm a happy customer.",Excellent Quality,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,3368047,2,14,Public
Clarky,/gp/profile/amzn1.account.AGZVGXHL2SFFVFMFP54QWPXOVJQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 19, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,I hated getting down and attaching a hose to my pressure washer and this solved that problem. No more getting wet on the ground or struggling to connect hoses. This made it very simple. Glad I bought it.,Bought it for pressure washer,"Size: 5/8"" (inches) x 10' (feet)Style: HoseVerified Purchase",,,,2248155,30,54,Public
Honest Reviewer,/gp/profile/amzn1.account.AFLLKKRYVML7BSTAUGXMJUQJLOLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 13, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,3.0 out of 5 stars,Nice hose if you like spending more time putting it away than using it. Gimme an old school garden hose anytime over this curling beast.,Don’t you hate when you fall for a “to good to be true”?,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,23437384,19,6,Public
Just a Servant,/gp/profile/amzn1.account.AFDN63HZXQNOEN3AKUDYZ664YZMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 28, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"Never thought I'd be excited about a hose! This thing is beefy, has great connectors, swivel ends are much appreciated and the 3 foot length works very well as a bib to bucket filler for my car washing solution.",Nice hose!,"Size: 5/8"" (inches) x 3' (feet)Style: HoseVerified Purchase",,,,84472467,12,14,Public
NMD,/gp/profile/amzn1.account.AG3JFZJJMZC3MPYKF3TLJANAJLYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 7, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"I love this 100’ hose. I have been using it for 7 weeks and not one kink moving from various gardens in my yard. I believe the swivel grips on both ends contribute to the ease of use. With that, I did have to untwist and unkink the hose for its first use extending it to its full length, but after it had spent a day laid out straight in the sun and under water pressure, the kinking and twisting vanished. It has made my watering easier and faster with no frustration.",No kinks moving about my gardens,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,1580678,116,17,Public
Jorge Luis Valcarcel,/gp/profile/amzn1.account.AG4V5XOJSOFPLRVXBEDMNBPJARFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 16, 2021",1,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,1.0 out of 5 stars,"After about a year in use, this hose was crawling with unremovable and toxic black mold. It permeated deep into the Flexilla plastic and cannot be removed. I am a chemist and tried everything. My wife, who does most all of the gardening, has had so many allergic reactions that I had to remove the hose. I will be sending it back to the manufacturer, and perhaps calling my attorney.",Beware of Flexilla TOXIC BLACK MOLD !!!!!,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,4569449,,,
Buddy,/gp/profile/amzn1.account.AHPD4VIQYD72HT4YYCID5LWY43JQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 2, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"I live on the water and desired a lightweight, visible hose durable to withstand temp extremes and easy to use. Though expensive, I was tired of wasting $s on moderately priced hoses which disintegrate in two seasons. This hose  is outstanding in every consideration.",Outstanding Hose!!,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,6888599,,,
