author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
Chais Fuller,/gp/profile/amzn1.account.AHRUIDV3PIVHG2O5KB3ZZSDLKYTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 1, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=40,5.0 out of 5 stars,No need to buy candles for pumpkins cause these work great,Replace candles perfect,Verified Purchase,,7,63,2910532,Public
Damon,/gp/profile/amzn1.account.AFEIRMMM77VVZY4PWZ7RAFAECP5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 1, 2017",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=40,5.0 out of 5 stars,"They may be hot, but they won't burn. These look so real they set off my smoke alarm! Are you a super ditz like me? Enjoy the comforting glow of flickering candlelight without fear of burning your whole damn house down! The batteries last forever as far as I can tell from the one Christmas season I used them and forgot to turn them off EVERY SINGLE NIGHT! I can't wait to whip them out again next year. If I die I want them at my funeral (you're responsible for that now, thanks).",These are HOT!,Verified Purchase,,6,16,5947247,Public
Myson Mia,/gp/profile/amzn1.account.AHTM5IYARBFI3C6EAMXVAG74SNZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 19, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=40,5.0 out of 5 stars,Looks great in my centerpiece. Don’t have to worry about starting a fire,Beautiful,Verified Purchase,,0,34,62593673,Public
David,/gp/profile/amzn1.account.AG5VVS2R7H5ACNMD2OPHL3ZCMVWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 21, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=40,4.0 out of 5 stars,There electronic tea lights are wonderful. They are inexpensive and good quality. I would buy this product again.  😁👌,Great Ambiance - Inexpensive,Verified Purchase,,20,22,78547488,Public
_mommyoftwinangels_,/gp/profile/amzn1.account.AGQM4LC3CYBRAWP5IJYSKYLTHFVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 12, 2020",2,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=40,5.0 out of 5 stars,Love these tea light they give the perfect ambiance to any room! Obsessed.,YES buy these !,Verified Purchase,,74,102,265227,Public
WinstonDeb,/gp/profile/amzn1.account.AGAM4NZPXLYUFXRCNBV3MGMNK3GA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 14, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=40,5.0 out of 5 stars,The votives are bright enough to safely illuminate the Christmas decorations for which I bought them.  The flicker is a nice bonus.,Exactly what I needed,Verified Purchase,,1,18,7968132,Public
Jayneo,/gp/profile/amzn1.account.AH4SJNO3V3EITJHKQK4MGX6AXSDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 24, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=40,5.0 out of 5 stars,"I am a wedding florist/planner and after purchasing many flameless candles... I absolutely love these! The flicker looks realistic, and BEST OF ALL they are a realistic flame color... NO yellow halloween look! Every single one worked, and they came with batteries included, which is quite a cost saver and they came in nice boxes for storage as well. Highly recommend.",Love this realistic tea light!!,Verified Purchase,,6,4,28291957,Public
Dr. Blank,/gp/profile/amzn1.account.AEVITRBSZGBXEDNAMYLUG4VPIBZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 25, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=40,5.0 out of 5 stars,Good lights they don’t come with a remote or a timer. They are all manual. My daughter uses them with her mag tiles,As expected,Verified Purchase,,23,28,2767022,Public
Amazon Customer,/gp/profile/amzn1.account.AF2V7DO54PKPMRNTBSNXYVTR6ZQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 19, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=41,5.0 out of 5 stars,"Great lights for the holidays and or regular home use. If left on 24 hours...or constantly, they last a couple of weeks. Would recommend.",Great lights for holidays and or regular household use!,Verified Purchase,,2,32,6616583,Public
Al Kunugi,/gp/profile/amzn1.account.AEE3PCWEQEAEMRJDUWCXQCL3AKJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 10, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=41,4.0 out of 5 stars,"Bought these for my Xmas Village but these are too tall for them.Good price, just unable to use for the purpose I needed them for...Mo remote, no timer","Good price, read size",Verified Purchase,,0,14,62593673,Public
Kathleen Foote,/gp/profile/amzn1.account.AFP7DUPGH2NSPT5C3NBUYAJA2U5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 19, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=41,5.0 out of 5 stars,Loved the candles.  There was no timer or remote.  The grandkids loved them as well.  Nice and bright too!,Great Candles,Verified Purchase,,1,22,9189004,Public
Kara and Kathy,/gp/profile/amzn1.account.AGKX7YKI5MTCYWDYAXSYT7HL36WA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 24, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=41,5.0 out of 5 stars,I had looked everywhere for tea lights with timers because I always forget to turn them off. I was going through so many batteries I just didn’t turn them on unless company was coming. Now I get to enjoy the beauty even without company. I do recommend. You’ll save the money in the end not buying batteries all the time when you forget to turn them off. 😁,So worth it!,Verified Purchase,,0,1,62593673,Public
Mammamia,/gp/profile/amzn1.account.AHXJQKFN3ADV43Y637HO7R2EUENA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 12, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=41,5.0 out of 5 stars,These are great inside holders. Looks like real flickering candles.,Realistic looking and last a long time,Verified Purchase,,63,58,5259406,Public
BeckyDeg,/gp/profile/amzn1.account.AFENALZIVOT3RBCJWBKXKQ5TRPPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 22, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=41,5.0 out of 5 stars,These are just what I was seeking.  Bright tea lights.,Bright,Verified Purchase,,38,46,2026356,Public
Janelle M,/gp/profile/amzn1.account.AFU4CVHBYBUNKZG7GPB2ZI3L3NYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 6, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=41,5.0 out of 5 stars,These candles look amazing. I love the soft white light so much more than the fake orangy light of other flameless candles.,Looks amazing,Verified Purchase,,18,37,5998781,Public
TAB R,/gp/profile/amzn1.account.AGFPXXSI7GA2FWJCZ4J4I5RO65QQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 17, 2019",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=41,5.0 out of 5 stars,"Love these! They look so realistic. They even do little flickers just like a real candle. Its great to be able to add little ""candles"" any where without fear of melting wax or an open flame. Will certainly purchase again.😊",Just what I was look for!!!,Verified Purchase,,10,27,8445561,Public
Joy C.,/gp/profile/amzn1.account.AEHBGO4FW424JHN74DIDQ3GPSJNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 6, 2018",1,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=41,5.0 out of 5 stars,Bought these for some lanterns I got from Morocco as well as some patio lanterns. They are wonderful and have a very authentic feel. They give off a warm light and they flicker like real candles. Definitely worth the money and safer than real candles!,Great value,Verified Purchase,,19,53,2924563,Public
Katherine,/gp/profile/amzn1.account.AFXJGV7YICZL6PGSJBF6GZ4AXJJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2019",2,1,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=41,3.0 out of 5 stars,"Looking for LED tea lights to use in our wedding reception. See comparison photos for three different types of vessels, L-R: concrete, terra cotta, glass. In each trio, from L-R: Homemory LED candle, real tea light from IKEA, other tea light I bough years ago from BB&B. You can see the Homemory is cooler/whiter than the real candle flame, and the old BB&B candle is warmer/yellower.",Cooler color than a real tea light,Verified Purchase,One person found this helpful,1,3,12727788,Public
Amazon Customer,/gp/profile/amzn1.account.AGLXB33PEXEHMDSH7YRL2NJFCX2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 10, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=42,5.0 out of 5 stars,Love these! The bright light is so nice. I put them in an arrangement of glass Christmas trees and made such a nice display.,So small and perfect and no wax to worry about!,Verified Purchase,,7,41,3385073,Public
smith612,/gp/profile/amzn1.account.AHIN6RJJRGQZWB435GLX36ZNWJEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 6, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=42,3.0 out of 5 stars,"I wanted to love these but they just don't last. Some of them go full until you smack the bottom then they brighten up again. They look nice when they work, they flicker like a candle but the dullness issues along with them burning through the battery after 3 weeks of occasional use doesn't make them worth it to me.",Look great but battery issues,Verified Purchase,,3,9,6628460,Public
sthh,/gp/profile/amzn1.account.AGNEMBIHQBJFCHMKRY4ZBKLHBZQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 17, 2017",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=42,5.0 out of 5 stars,We bought these for Halloween as part of our outdoor decoration. It looked very spooky and the lights did a great job! The batteries lasted a very long time and the still work. I now use the bulbs for indoor decoration by the fireplace of the dining room table instead of actual candles when kids are around. Great price-performance ratio! I can't wait to use these again outdoor during springtime to lighten up the patio.,Spooky for Halloween or romantic candle light - works great for both,Verified Purchase,,114,24,1370287,Public
Lorraine Failla,/gp/profile/amzn1.account.AETURG2Z3ATV5KE4C36KR77XSKWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 1, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=42,5.0 out of 5 stars,"I used these lights after I carved a pumpkin with my PRE-K class and also after carving with my son.  They are the best.  They are very safe.  Our Jack  O’ Lantern looked amazingly bright!  As a side note, i put 3 tea lights inside for more “glow”.",Loved!,Verified Purchase,,2,15,5608174,Public
Alexis Officer,/gp/profile/amzn1.account.AFMV7EWDED4RMK7MOB4AOYAJK4DA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 7, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=42,5.0 out of 5 stars,Very bright and the hue of the light is great. Warm but not overly orange. Very romantic for the setting I used them in. The battery life seems great considering they haven’t died yet. Size and shape is good and the flickering is subtle and fairly realistic. These seemed like the best bang for the buck lights I could find on amazon,Best of its kind,Verified Purchase,,6,14,3390952,Public
rsbernardo,/gp/profile/amzn1.account.AEH32GEYF7NAREPHFKGGNTVFECTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 29, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=42,5.0 out of 5 stars,The product is very nice and perfect for the lightning on my corner altar.,The design is perfect,Verified Purchase,,16,92,4885365,Public
paarpan,/gp/profile/amzn1.account.AHO6CVA543FQJLXXCELOJUAEWBNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 14, 2017",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=42,5.0 out of 5 stars,"Love these.  I ordered these to go in some lanterns that we got as a present.  I just received them and checked that they all worked.  I'm excited to use them over Thanksgiving.  I'm curious to see how long they will last.  So far, I am pleased with them and I really like the flickering flame.",Perfect candles with no worries of a lit flame.,Verified Purchase,One person found this helpful,127,57,457663,Public
Bryan,/gp/profile/amzn1.account.AHR3OVQEMLLDMBRNLNMFINZ67AKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 11, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=42,5.0 out of 5 stars,"The candles do not have the weird orange glow you may get from other flameless candles. They're pretty bright, but do dim as you use them more. They're not too expensive, so you can replace the batteries or purchase more.",More realistic than run-of-the-mill flameless candles,Verified Purchase,,4,12,8436903,Public
Julie,/gp/profile/amzn1.account.AFOSOYSELNOQGX32AJE36ZCMBHOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 23, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=42,5.0 out of 5 stars,Love these little tealights! So real looking my husband was getting ready to blow them out until he looked closer!  Would definitely but again.,Very pretty!,Verified Purchase,,33,28,1605561,Public
Amazon Customer,/gp/profile/amzn1.account.AHZBGGQ6PDCKBYGTZDVMLGVSHBBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 5, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=42,5.0 out of 5 stars,"The timer, the flicker, the lightning, everything is worth the purchase",Great buy,Verified Purchase,,11,77,4730311,Public
RTS-USA,/gp/profile/amzn1.account.AH3G2NLIIOCUTXFEIT4KJ2ILE7LQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 31, 2019",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=43,5.0 out of 5 stars,"Worked well for our wedding reception table lanterns at a really great price. They all functioned well upon arrival and lasted throughout the night. I like the warm, soft glow they give off as I was concerned that LED bulb lighting might appear aseptic and cold, but these worked well and we had no complaints!",Wedding table decorations,Verified Purchase,,27,15,2532892,Public
Anna,/gp/profile/amzn1.account.AHNXKCYEOWEIEFL5DX4ABZLUGK2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 29, 2017",5,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=43,3.0 out of 5 stars,"Buyer be advised...these are SMALL.  I show pics of it next to a standard metal tea light. They are smaller in diameter, but slightly taller. I was expecting them to be more the size of a standard votive because of photos. Its a little deceiving but they do call them ""tea lights"" so ok but still slightly smaller around than a tea light.Positive. They do come with batteries, on/off switches, and they flicker. They seem bright.",SMALL...TEA LIGHT BUT SMALLER AROUND THAN STANDARD TEA LIGHT,Verified Purchase,21 people found this helpful,23,8,6024328,Public
marylou,/gp/profile/amzn1.account.AFDG6LQSCZDFJPUH2PWI7ETQDKJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 16, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=43,5.0 out of 5 stars,I've ordered these lights multiple times.  They are perfect for my use.,Perfect for my intended use,Verified Purchase,,41,39,2275501,Public
Shopper101,/gp/profile/amzn1.account.AHRLYPO6ML7R34GMBO6Q37OYYKTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 23, 2018",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=43,4.0 out of 5 stars,"All 12 lights worked, except one was very dim. They do have a little ""flicker"" affect but it's not very noticeable.  It's a good deal for the price and I like that the battery is replaceable.  I would buy them again.",They are as advertised,Verified Purchase,,37,40,1683633,Public
Sara Guerra,/gp/profile/amzn1.account.AFCV7W5CKKGWLVOZ4JOHSTBR6U7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 26, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=43,5.0 out of 5 stars,I have not used the remote control or the timer but they are very good quality and I like preparing romantic diners and events around the house so I will be using them a lot.,Very pretty,Verified Purchase,,1,16,12689593,Public
NanaBanana,/gp/profile/amzn1.account.AFZXWRO7H5UQRWYMPDC3TYQUVMTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 9, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=43,5.0 out of 5 stars,They work well for small tea light holders,Would buy again.,Verified Purchase,,28,126,1241777,Public
AJ Vel1147,/gp/profile/amzn1.account.AEPBAE4O7VKWUVJY4PF7YQPPZTZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 22, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=43,5.0 out of 5 stars,Loved the accent lighting to our Halloween decor.,Great addition to our Halloween Decor,Verified Purchase,,338,234,13163,Public
Debra,/gp/profile/amzn1.account.AEJQIPKI4AW4QMPTGCNK6VLHIO4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 12, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=43,5.0 out of 5 stars,Convenient decorative lighting without danger of fire,Bright light perfect,Verified Purchase,,10,39,3185223,Public
Amazon Customer,/gp/profile/amzn1.account.AFKMOF4H4UINARPT3AL46V75JZGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 21, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=43,5.0 out of 5 stars,Lied these tea lights. Safer  than an open flame but does the job.,Safe tea lights,Verified Purchase,,6,30,4080760,Public
Jonathan Martin,/gp/profile/amzn1.account.AGVOXOHNO2IR5ITPUPL2EQQWQJ4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 12, 2019",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=43,4.0 out of 5 stars,They even flicker like candles. I use mine to spice up my games of Eldtrich horror on board game nights.,A little whiter lifht than I prefer. But all in all nice tea lights.,Verified Purchase,One person found this helpful,116,161,492547,Public
Kena Funderburk,/gp/profile/amzn1.account.AGZGPHAQXNZXQUQEJDPZKS7GOXJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 29, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=44,5.0 out of 5 stars,Perfect for pumpkins! Cute and Affordable! So much better than real tea light that burn out so quickly. They even flicker.,Perfect for pumpkins! Cute and Affordable!,Verified Purchase,,1,19,62593673,Public
Emily Dybdahl,/gp/profile/amzn1.account.AF65LIQ3PADFUKVFEBKARWRIOFCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 6, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=44,5.0 out of 5 stars,I like the fact that they flicker like a real candle.,cute look and size,Verified Purchase,,37,59,1698578,Public
LadyT.,/gp/profile/amzn1.account.AFVSFMGC76SCXRLD7KP6X7NAZJSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 29, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=44,5.0 out of 5 stars,Loved the lights I added blue beads around the lights to go with my birthday decor,Classy little lights,Verified Purchase,,1,29,9948791,Public
Xavier L. Butler,/gp/profile/amzn1.account.AFFEMVY2IL23NFKSZ6WB4LLXRONQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 1, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=44,5.0 out of 5 stars,"Loved them. Batteries already installed and ready to go. The flicker, imitating regular candles, works perfect. We used them for pumpkins and it worked great.",Excellent product for value,Verified Purchase,,4,14,35273957,Public
S. Holton,/gp/profile/amzn1.account.AHT37FUW2KJYX37F55N5CHKCAFHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 12, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=44,5.0 out of 5 stars,Prefer candles with remote but these are nice!,Nice!,Verified Purchase,,32,45,3458420,Public
Barbara in Buffalo,/gp/profile/amzn1.account.AGIEREZY3Q4TM24HIBGWP2AA6U6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 8, 2019",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=44,5.0 out of 5 stars,I carry one or two of these in my purse to use in restaurants without candlelight to brighten up the ambiance.  Easy to turn on and off and just the right warm glow.,Purse size,Verified Purchase,,54,57,823346,Public
rj1027,/gp/profile/amzn1.account.AFEAEUWZY3QHQDXTTZ4HNDLSOGAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 25, 2017",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=44,5.0 out of 5 stars,"These candles are so cute!  I used some of them in a few lanterns that I have out on my screened in porch.  Someone was asking if they can be used outside - I have had them out there for a while now and I live in Florida, so it is HOT.  They are just fine.  I wouldn't put them out in the sun or where they can get wet.  The only thing I wish is that there was more than one remote for that many candles.  If I wanted to put some inside and some outside on the porch, I would have to take the remote in and out to turn them on and off.  But that's not a big deal.  These were totally worth the money and I may buy some for inside, as well.","Cute, realistic & safe!",Verified Purchase,,3,4,31686781,Public
Alexandra,/gp/profile/amzn1.account.AFFY2YCM2TUDFVPAVUPC3C6BASYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 25, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=44,3.0 out of 5 stars,These are cute but they were smaller than I was expecting. Worked well.,Cute but too small,Verified Purchase,,306,28,374919,Public
