author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking
Colmac,/gp/profile/amzn1.account.AHB2HGIV6FXRCHPYBYFXDADLIESA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 3, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=32,5.0 out of 5 stars,"A confession -- I bought these filters because they were the cheapest. i just installed the first one, and for some strange reason it seems to go in backward. The airflow indicator says the filter should be placed so the top of the filter faces out. I've never used a filter this way. Is it Filtrete's error or mine?  Let's wait and see...",Filter seems to go in backward,Size: 16x20x1Style: Without Air PurifierVerified Purchase,,1326590
Kindle Customer,/gp/profile/amzn1.account.AFUZ2XO3YTD5BMLKQR7OTUVPQ3KQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 15, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=32,2.0 out of 5 stars,"Never had an issue with any other 14x14 filter, but I had to nearly break these to get them installed. Had hoped these would be my go-to filters, but ill try something else.",Not true to size,Size: 14x14x1Style: Without Air PurifierVerified Purchase,,741366
James Butler,/gp/profile/amzn1.account.AGGNU4CPYWLCUZR3EGT6X5K7TR4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 20, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=33,3.0 out of 5 stars,Great price for six but packaging was terrible.  One corner of box was crushed and there was slight damage to all six filters but they are usable.  If the box they were put in was not so big or if there was something placed in there token them from moving around it would have been fine.,Packaging was terrible,Size: 16x25x1Style: Without Air PurifierVerified Purchase,,4060021
Void,/gp/profile/amzn1.account.AH5LNSMGC2QBH4YP2PNYDVEHG6TA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 21, 2018",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=33,5.0 out of 5 stars,"These have always been good filters but all filters are ridiculously priced in most places. This is the best deal I’ve found so far. Although they may bend a little when dirty, they have never collapsed. As they get dirty the sound of the air being sucked through draws your attention to the end of its life in case you forgot to change it regularly.",Best price around,Size: 20x20x1Style: Without Air PurifierVerified Purchase,,10264
Cam R,/gp/profile/amzn1.account.AH24N6YOP4P6YQQBCYFD4447XBAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 23, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=33,5.0 out of 5 stars,"We bought a huge pack because in Arizona summer, you go through several since the air is running almost all day.  It makes me feel good when I change the filter and see all the dirt it blocked from clogged the ducts.  Super easy to use right out of the package and durable/sturdy filter!",Love these filters,Size: 20x20x1Style: Without Air PurifierVerified Purchase,,184842
Ayla,/gp/profile/amzn1.account.AEBPIXW34CCSTHUTEMRTJZYNQA7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 7, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=33,2.0 out of 5 stars,"These are the bare minimum you can get and still technically be a filter. A bit cheaper than the other (lesser known) brand I got last time, but not worth it in my opinion. Much less filter medium, cheap construction.","These are the cheapest, flimsy-est, filters you can buy.",Size: 20x20x1Style: Without Air PurifierVerified Purchase,,2145654
OCD_OBD,/gp/profile/amzn1.account.AGPGXSO3TUT5DZEMWXKMOJRGT3UQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 16, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=33,4.0 out of 5 stars,"We used to use the high density filters, but they over tax the HVAC by restricting the airflow. The AC runs all summer and the heat runs most of the winter. We've just made it a practice to swap these out once a month. Considering these cost a lot less than the hepa ones, it makes it much more affordable to do so",good for air flow,Size: 20x24x1Style: Without Air PurifierVerified Purchase,,1401
CMEA,/gp/profile/amzn1.account.AE64O76UTDMDSOWMMWF6BAUJBOQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 12, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=33,5.0 out of 5 stars,We keep our house's low velocity furnace fan feature on 24/7 and these filters last 30 to 45 days before noticing reduced air flow.  They don't exceed the the system's pressure drop (no added stress on the motor) and are far better than fiberglass. Pretty darn good product if you ask me.,Cheaper than the local stores,Size: 16x25x1Style: Without Air PurifierVerified Purchase,,78626466
Took,/gp/profile/amzn1.account.AFOMYIW6RJGS3ZESBBK5YZAGNBHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=33,5.0 out of 5 stars,"I have been buying the cheapest filters that I could find; but finally decided to buy a nicer filter due to my allergies.  I think they do work better as I have had less issues.  Good fit, true to size, sturdy.",nice filters,Size: 14x20x1Style: Without Air PurifierVerified Purchase,,111607
BlackTieByNight,/gp/profile/amzn1.account.AFV2RZYVNDVE3SGARMDHV6S62YHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=33,1.0 out of 5 stars,"I agree with most of the negative comments.  The size is correct and as marked so install is a snap.  Very flimsy, worth about $1.00 each. The shipping package got destroyed upon opening or I would have returned them.  Will not order again.  You get what you pay for!",Rip off.  Not worth the money.,Size: 14x24x1Style: Without Air PurifierVerified Purchase,,2593346
Mimi,/gp/profile/amzn1.account.AG24OO7CZG2AD2QFU3GLJH4TF4UA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 18, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=33,5.0 out of 5 stars,"We have two cats and two old ppl and lots of dust, dander and fur. Thanks for making such a high quality filter. We change them every 6 weeks and they do a great job of collecting the debris.",Just in time...,Size: 14x24x1Style: Without Air PurifierVerified Purchase,,1854444
Stephanie M,/gp/profile/amzn1.account.AHVEY5H35X5DK7PJVSH34QUUPQ4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 30, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=33,5.0 out of 5 stars,Please don’t believe all the negative reviews - these are the right size - fit my unit awesome and as good as any I’ve ever bought - they perform well - I will be buying these every time I run out - a much better value than the big box stores!,AWESOME FILTERS,Size: 12x24x1Style: Without Air PurifierVerified Purchase,,9042290
Truth Jones,/gp/profile/amzn1.account.AGJKSCA3I3CIDGHLTYW7GNSD2RTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 24, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=34,5.0 out of 5 stars,"Does what it says it's supposed to do.  But beware, these are the low end cheap ones.  I didn't know the difference prior to buying.  So if you want the ones that protect and smelly odors or viruses, this one isn't it.",Does what it's supposed to do.,Size: 20x20x1Style: Without Air PurifierVerified Purchase,,1617450
Simon,/gp/profile/amzn1.account.AEBADZLHCEUO36QXEPU4MUL3JQEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 21, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=34,3.0 out of 5 stars,too thin and low quality,too thin and low quality,Size: 16x25x1Style: Without Air PurifierVerified Purchase,One person found this helpful,641126
Father of Three,/gp/profile/amzn1.account.AEFCKVQURGXRYODWYC62MN47PADQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 13, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=34,5.0 out of 5 stars,Good product in bulk pack,Good brand,Size: 16x20x1Style: Without Air PurifierVerified Purchase,One person found this helpful,3924618
Jim St Albans,/gp/profile/amzn1.account.AE6BUNGJXCGQSSGVNMJJMAQFZNQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 7, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=34,5.0 out of 5 stars,These are great filters for the price.  We didn't expect them to be as good as they are.  I will be ordering these again and will try the ones for our second air handler as well.  I definitely recommend this filter manufacturer and Amazon.,Good quality for the price.,Size: 14x20x1Style: Without Air PurifierVerified Purchase,,1730134
V. L. Caruso,/gp/profile/amzn1.account.AEBYDMY3BCETLAPNNVIEGU5MDJVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 4, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=34,5.0 out of 5 stars,Good value and as I change them about every 2 months they do the job well.,Good value,Size: 16x25x1Style: Without Air PurifierVerified Purchase,2 people found this helpful,1894827
Brechie,/gp/profile/amzn1.account.AHG3KJORBXZOC6RMVR42DWGU4MDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 22, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=34,1.0 out of 5 stars,"I needed one now, so it's opened and being used, but these things are sooooo thin.  I will reorder my regular Nordic Pures and throw these out . . unbelievably cheap.",these are the thinnest filters I've ever seen,Size: 16x20x1Style: Without Air PurifierVerified Purchase,,42056
Lynn D,/gp/profile/amzn1.account.AEKSLMNJVOHKYOVEJGIN22RNZA4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 22, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=34,5.0 out of 5 stars,Absolutely wonderful. High quality for not a lot of money. Stores are selling these same filters for $20 each and I bought 6 of two different sizes for about the same price as 2 filters would have cost.,Quality product,Size: 14x14x1Style: Without Air PurifierVerified Purchase,One person found this helpful,1329451
Kindle Customer,/gp/profile/amzn1.account.AGNVU4MBYISXIRXOF2SYRC34B6FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 3, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=34,4.0 out of 5 stars,Returned because it did not fit.  Its  measured size was as stated but apparently my air handler is a fraction smaller.  When reading questions on other filters the most common question is what is the ACTUAL size?  I ordered a replacement that was actually smaller than the stated size and it fits perfectly!  What's happened to qualify standards?,Does not fit,Size: 16x20x1Style: Without Air PurifierVerified Purchase,,14384397
Amazon Customer,/gp/profile/amzn1.account.AEURIRIPRPNOBDSVXOCAAMOUBF4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 24, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=34,4.0 out of 5 stars,Ordered these in the regular size and they are oddly a bit larger than the Filtrete filters I usually use.  It's like the cardboard lining is thicker.  They look well made.  Struggled to get them installed so that'll be a bummer every 30-ish days.  Good deal for the price so I kept them,Oddly larger than my usual Filtrete filters,Size: 12x24x1Style: Without Air PurifierVerified Purchase,,240493
Karen L. Spector,/gp/profile/amzn1.account.AFQSJHQG5C6FKJHGFMLLLPCS2JMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 2, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=34,5.0 out of 5 stars,"These came as described.  They are the right size and I liked they came in a big storage box, so I can put themon the shelf in the garage and use one monthly.",Great Air Filters,Size: 20x25x1Style: Without Air PurifierVerified Purchase,,564291
DS,/gp/profile/amzn1.account.AH6ZJKNERKPGYOZ3JHHH2ORBPR6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 10, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=35,1.0 out of 5 stars,"Low air flow even when new, and plugs fast. Uneven thickness/ poor QC. Some spots are really thin, but not enough to allow much airflow. Are these really 3M Filtrete??! I do not think so.",Very low flow with uneven thickness,Size: 20x25x1Style: Without Air PurifierVerified Purchase,,762005
Donald Moss,/gp/profile/amzn1.account.AGHC6RPP7OU2GOIG7FJYLI7HKI2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 4, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=35,5.0 out of 5 stars,I had bought some filters that were more expensive than these but I thought I would give them a try.  When they arrived I could not tell the difference between the more expensive ones I had. They fit right in and are doing a great job.  Will make a second order when these run out.,Gets the job done,Size: 20x25x1Style: Without Air PurifierVerified Purchase,,46449
vic,/gp/profile/amzn1.account.AFX74RNBYA2MTPN7PTRMUTH4KWTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 6, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=35,4.0 out of 5 stars,Relatively thin. I have a feeling I’ll be replacing these a lot faster than the upgraded one for allergens.,Thin but good price for what you’re getting,Size: 18x24x1Style: Without Air PurifierVerified Purchase,One person found this helpful,3475908
dm,/gp/profile/amzn1.account.AHTB3JXUU7FCXAH5RI4J3FI3BUAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 21, 2019",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=35,3.0 out of 5 stars,"I liked being able to order 6-8 months of supply.  Also, they are an upgrade from higher priced filters at stores.  However, these arrived with considerable damage with the box and the filters inside crushed on one corner.  I was able to reshape the filter enough to insert it but it remans to be seen whether it works as well as if it wasn't damaged.Addendum :  Despite the damage they seem to working a month later.",nice filters but arrived considerably damged during shipping,Size: 16x25x1Style: Without Air PurifierVerified Purchase,,7376719
CaptainM,/gp/profile/amzn1.account.AF2VP25O42OVRJJPI7HZAZ2KE74Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 16, 2019",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=35,1.0 out of 5 stars,"The information said the size was 20x30x1.  My old filter size was 20.25 x  29.25 x1.  I guess I have no alternative but to have custom filters made.  Plus, the filters appeared to be very poorly made.  They were packaged in a box but when removing them, I found that all of the filter pleats were crushed flat.",Caution will not fit a 20x30 opening +,Size: 20 x 30 x 1Style: Without Air PurifierVerified Purchase,,2224259
Tasia Rains,/gp/profile/amzn1.account.AHOEXK4UQNQCOSX2E6E7C3OCRXTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 16, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=35,5.0 out of 5 stars,These work exactly like they should. I replace my filters once a month or once every two months if the filters are not that dirty. They fit like they should and do what they are suppose to do.,They fit perfectly an do what they are suppose to,Size: 14x14x1Style: Without Air PurifierVerified Purchase,,2674904
Mg,/gp/profile/amzn1.account.AGPRYIDSY6F3QD6I54KY4UVNRFSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 9, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=35,1.0 out of 5 stars,These are some really crappy filters they're not well-made flimsy it wouldn't be such a big deal if they were actually the right size they are not 30 x 14 they're a half inch larger and it makes it that much more difficult to get it into the event space it was made to fit the probably do the job but I would never buy them again,Flimsy and oversized,Size: 14 x 30 x 1Style: Without Air PurifierVerified Purchase,,5263124
Missy,/gp/profile/amzn1.account.AHNCJJBQ5MFJ34D4NSOHO54OTPCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 3, 2019",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=35,1.0 out of 5 stars,Not sure what has happened with these filters.... I have received my filters on subscribe & save for a year or more. Somewhere along the way these things have gotten flimsy. To the point my furnace sucks them in!! No joke! THEY ARE NOT worth 1 star!!,CRAP,Size: 20x25x1Style: Without Air PurifierVerified Purchase,,1722140
Deedarino,/gp/profile/amzn1.account.AFVSR5OTQ7UQK42DDW44N3N3DJRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 11, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=35,1.0 out of 5 stars,"Have been purchasing the 3M 12 x 24 x 1 filter for many years through Amazon.  Unbeknownst to me, 3M changed the design (moved from metal to something that looks like hot glue) AND the size of these filters.  I found this out the hard way when I just went to replace my filter.  The actual dimension of the filter itself is 11 1/6 wide x 23 11/16 long.  This being the case, there are large gaps all around the filter, so it cannot be used.  Return window closed, so now I have a bunch of wasted filters.  Poor execution by 3M and Amazon.",Size not as advertised,Size: 12x24x1Style: Without Air PurifierVerified Purchase,,62593673
PC Scooter,/gp/profile/amzn1.account.AFAGICGGSVNWB6MAVZSDU7UPODZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 14, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=35,5.0 out of 5 stars,"Product is white, shows dirt in your system. A good thing, you know it is time to change the filter. Sturdy construction, makes it easy to install and remove.",Filters the air going into your furnace.,Size: 16x20x1Style: Without Air PurifierVerified Purchase,,90806
Kirill,/gp/profile/amzn1.account.AE55AJ5IINPPCOR5WA3APG3YTFLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 21, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=36,4.0 out of 5 stars,"These filter one of the cheapest on the market, but i had some issue with installing it as they were a bit larger and didn't fit perfectly, so I did bent them to slide them into the unit.",good product,Size: 16x20x1Style: Without Air PurifierVerified Purchase,,1610949
Cheryl Anderson,/gp/profile/amzn1.account.AEDQNZ7FZXVALTUUBATIIFBAYDKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 11, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=36,5.0 out of 5 stars,I LOVE getting a product that I'm excited about and that I don't have to go to the store over and over to purchase. This order included 6 filters at an excellent price. Well packaged and quick shipping.,Excellent AC Filters,Size: 18x24x1Style: Without Air PurifierVerified Purchase,,91880
Mikell D.,/gp/profile/amzn1.account.AGIFUMB343I636YSA3SICBUA44TQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 17, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=36,5.0 out of 5 stars,"Decided to order these on amazon because the price was so much better, and the quality is still there. I will continue to buy these from here in the future.",Great quality and price,Size: 12x12x1Style: Without Air PurifierVerified Purchase,,1649348
Nicholas Danaluk,/gp/profile/amzn1.account.AFIKI5T7LKZKT46IYY2OIZ2UGHDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 10, 2019",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=36,5.0 out of 5 stars,These are not cheap filters nor are they top of the line. Great all purpose units at a great price. Better than fiberglass because the ridges provide more coverage area.,Perfect Mid Value Filter,Size: 20x24x1Style: Without Air PurifierVerified Purchase,One person found this helpful,923719
Deb Smith,/gp/profile/amzn1.account.AFCP6FUJIDD5JNAZRUJUOWVUUH2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 14, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=36,5.0 out of 5 stars,Easy to use and fit perfectly.,Fit and work as expected.,Size: 14x24x1Style: Without Air PurifierVerified Purchase,One person found this helpful,78854567
Loyc,/gp/profile/amzn1.account.AG4T4CYRFEIVTMQZI6I37JCKZM7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 11, 2019",2,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=36,3.0 out of 5 stars,Trying to figure which way they go arrow is pointing on different way than the old one,Are this label wrong or is this the way they are supposed to go,Size: 16x25x1Style: Without Air PurifierVerified Purchase,2 people found this helpful,2146748
Discover Gratitude,/gp/profile/amzn1.account.AEZXACIGBAKGWLJVC3EIPATODPRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 9, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=36,5.0 out of 5 stars,I buy this filter every year. Good quality product for furnave. Price is cheaper compared to in store. It is hard to get in store. Good breathable air in house.,Filtry,Size: 20x25x1Style: Without Air PurifierVerified Purchase,,17064449
Clayton Parks,/gp/profile/amzn1.account.AFNW543VMLQ4QU2IRHD63OWTYRDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 6, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=36,5.0 out of 5 stars,"Good quality brand for furnace filters.  I like to pay a little bit more money to get the better dust filters, and they do work much better than the old blue cheap filters.",Furnace Filters,Size: 16x25x1Style: Without Air PurifierVerified Purchase,,117054
speedturn,/gp/profile/amzn1.account.AE3EQL673GF4KPORARFDVCHH4KIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 9, 2019",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=36,2.0 out of 5 stars,"This filter did not last as long as previous Filtrete filters.  After one month of use it started getting noisy and sometimes has an annoying whistling.  There has been no change in the heat pump, the number of occupants or dust levels in our house.  This filter is just not as good as Filtrete used to be.",Very noisy after one month,Size: 14 x 30 x 1Style: Without Air PurifierVerified Purchase,,1971400
ButterflyFlutterby,/gp/profile/amzn1.account.AE3NZFDNWW2USVJIXCGECA4SYN3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 21, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=36,5.0 out of 5 stars,"This is the second time I brought this package. Comes in quality packing, so they don't get bent and smashed. Not really much else to say. A convenient way to keep them in supply.",Good Price / Convenient,Size: 16x25x1Style: Without Air PurifierVerified Purchase,,1359716
