author,author_profile_url,date_of_review,image_num,num_of_comments,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,visibility_status,ranking
midnight reader,/gp/profile/amzn1.account.AHE3US6DN5DE3NRVCC7DXLD4EPSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 23, 2021",0,,5.0 out of 5 stars,"Although the book started a little slow for me with the main character standing on her doorstep holding a note but reminiscing for what I thought was too long - it really picked up steam fast. I liked the author's style of writing. I'm not huge on reading long-winded descriptions or delving deep into a character's angst and I'll usually skim books with too much of either. There was no skimming for me in this fun suspense. The character's choices all made sense to me, the author did a great job of laying the background foundation for those choices. The vignettes between Hannah and Owen were well thought out and well-placed for the story arc.",I couldn't put it down,,One person found this helpful,,61,38,Public,3300016
Anne Baird,/gp/profile/amzn1.account.AFRN4G423VNDCEZ2GSZMO3VCFVKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2021",0,,5.0 out of 5 stars,"This mystery thriller will have you hooked from the start. What happens when your husband’s company is busted by the FBI for fraud and then he disappears? This is exactly what happens to Hannah. An unsuspected visitor shows up with a note that tells Hannah to take protect her, meaning her 16 year old step daughter no matter what. Is it what it seems?  All the twists and turns will having your turning the pages to find out their fates and if she is reunited with her husband. This is a book that’s hard to let go! A great beach or pool read where you can read for hours!  This book has been optioned for TV and film.",A Page Turner,,One person found this helpful,,36,85,Public,463537
SFreader,/gp/profile/amzn1.account.AGWPWA5RUNG6G5SWAMEGFLXAPLKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 6, 2021",0,,4.0 out of 5 stars,"In Laura Dave’s unputdownable new novel, Hannah is happily married to Owen, and trying her best to get Owen’s 16-year-old daughter to accept her, or at the very least, to not actively dislike her. Owen and Hannah met and married and moved in together in his Sausalito floating home, all within the space of two years. But suddenly, their life is irreparably disrupted.Owen’s tech company’s CEO is arrested for fraud and stock manipulation. It’s a huge scandal, but making matters worse for Hannah and Bailey is that Owen disappears as the news breaks. He hasn’t been arrested, and he hasn’t been directly implicated or accused of wrong-doing. Instead, he simply vanishes, leaving Hannah a scrawled note telling her to protect Bailey.Hannah can’t believe that Owen is anything but a victim of circumstance, but his cryptic note confuses her. She’s even more disturbed when a Federal Marshal and then the FBI come knocking on her door, all looking for information on Owen’s whereabouts. With no way to reach Owen and no idea what he could be hiding, Hannah suggests to Bailey that they take matters into their own hands and go look for him instead.Based on some loose memories of Bailey’s from her early childhood, as well as hints from some of Owen’s stories of his college days, they’re soon on his trail — but Hannah is horrified to discover that none of the history Owen shared with her seems to be true. Not his real name, not his family background, not his education… and if all of this is fabricated, then who really is this man she fell in love with and married?Despite her own fears, Hannah realizes that she needs to honor Owen’s request to keep Bailey safe, even if Bailey seem to detest her and even if she doesn’t actually know what she’s protecting her from. But as they travel together to a new town and track down seemingly random facts and vague clues, they come to realize that they only have one another to rely on… and as they start putting the puzzle pieces together, Hannah becomes more and more certain that she may not like the answers she finds.The Last Thing He Told Me is an intricately plotted web of misdirection and secrets. Through flashbacks, we see Hannah and Owen’s courtship and marriage, and learn the stories he shared with Hannah about his past. In the present, we see Hannah being truly there for Bailey, and Bailey’s grudging realization that Hannah might be the only person in the world she can fully count on.There are deep, dark, dangerous secrets to be uncovered, and harsh truths for both Hannah and Bailey to confront. Ultimately, Hannah faces a decision that affects all of their lives, and only she has the ability to make sure that she’s choosing a path that carries out Owen’s wishes for Bailey.I did not see where the story was going, and I was completely hooked on trying to figure out Owen’s secrets and why he behaved the way he did. Needless to say, the resolution was not what I expected! Kudos to the author for keeping me guessing all the way through!In addition to the puzzle of the events of the story and the truth behind Owen’s disappearance, I really liked the developing trust and connection between Hannah and Bailey. I came to respect and admire Hannah very much — she’s put in an impossible situation, with no good options, and finds a way to do the right thing even when it feels like the worst choice in the world.I picked up this book before it was announced that this would be the Hello, Sunshine choice for May. I’m delighted to see it getting so much attention! The Last Thing He Told Me is a gripping, fascinating read that practically demands to be discussed, and I think it would make a great book group selection.Highly recommended!",Unputdownable!,,,,15,21,Public,4266240
Kim Deister,/gp/profile/amzn1.account.AGRO6QFEG7B24PHASNKCE3TJIHWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 8, 2021",0,,5.0 out of 5 stars,"The Last Thing He Told Me had me from the very beginning. I love a good, twisty domestic thriller, and this had everything I want in one!Laura Dave’s writing is wonderful. The way the story is told, the characters, the pacing, the plot… all of it felt entirely authentic. The story is told primarily from a present narrative from Hannah’s perspective, intermingled with flashbacks. It really enhances the story. It was paced extremely well, keeping me turning the pages.But the strength of the story lies in its characters. Hannah’s character felt entirely like someone I could know. She doesn’t feel sorry for herself, caring more for her stepdaughter. Her emotions are hardly dulled, though. They’re just more subtle. Interestingly, although Owen’s disappearance is the driving motivation of the story, it’s Hannah’s relationship with Bailey, more than with Owen, that really drives the story.This is very much a character-driven story, one that is extremely well done.",Engrossing read!,,,,1056,562,Public,81469
LibraryGirl,/gp/profile/amzn1.account.AERCH3FLLTCEJG422HMHATXO63NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2021",0,,5.0 out of 5 stars,"I was a huge fan of Laura Dave’s book Eight Hundred Grapes, so I was excited to read her latest, The Last Thing He Told Me. What an addictive story it was! Every chapter left me wanting to read more. The mystery was intriguing without being psychologically terrifying. I enjoyed the family drama, and the characters were so well developed. The ending, although satisfying, could definitely lend itself to a sequel, which I’m hoping for! I simply loved this book and highly recommend it! Thank you for NetGalley and Simon & Schuster for an advanced copy of this novel in exchange for an honest review.",Another winner from Laura Dave!,,One person found this helpful,,69,57,Public,569255
Cyndi Moon,/gp/profile/amzn1.account.AGVF4RZE6CHW67S5Z4LFNSAF44PA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 9, 2021",0,,5.0 out of 5 stars,"Laura Dave has done it again!The Last Thing He Told Me begins in Sausalito, a quiet town tucked in just north of the Golden Gate Bridge.  Newlywed Hannah is handed a note by a young girl that reads ""Protect her.""  This starts off a series of events that will change the lives of both Hannah and her 16 year old stepdaughter, Bailey.The book follows Hannah and Bailey's journey to find Owen (Hannah's husband and Bailey's father) while also trying to maneuver the stepmother/stepdaughter relationship.  Not knowing where to start or what is behind Owen's disappearance they an only look to each other to figure it out.This is a fast paced novel that uniquely shows that you have to put your faith in one another and lean on those you may least expect.I enjoyed the relationship that Hannah formed with Bailey.  Knowing the stepmother/stepdaughter roles personally, I found it very relatable on both accounts.I read this book in less than 24 hours. I could not put it down.This title was provided by Netgalley for my honest review.",Laura Dave’s Best Yet,,One person found this helpful,,3,10,Public,10123878
Marlene,/gp/profile/amzn1.account.AH2TLZHL4HZCEO6UHF4NSZBO7L7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 12, 2021",0,,5.0 out of 5 stars,"There are 3 main characters in this book  but we only meet two of them:  Hannah and Bailey.Owen, Hannan's husband and Bailey's father goes to work one day and does not come home.The  story unfolds with flashbacks and present day as we join Hannah and Bailey in their search for Owen.The story centers not only on where Owen is but also on the WHY?????It is a wild ride with twists and turns that keep the pages turning right up to the last word. (It stays with you! long after you close the book, in fact I read the last chapter at least 5 times)",Page turner,,One person found this helpful,,97,407,Public,469700
D. E. K.,/gp/profile/amzn1.account.AGBI2IAQ3OJZV23STITKN4V7VUXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 28, 2021",0,,3.0 out of 5 stars,"The Last Thing He Told Me may pass the time and be enjoyable if you don’t look under the rug to find where all the reasonable plot turns were swept.I wanted to love this book, but despite being entertained throughout, there were a few plot points that came a bit too easy for me to give a full recommendation.Our main character is new bride Hannah, whose husband Owen splits town when his company gets into some hot water. He leaves a needlessly cryptic note for Hannah (the last thing he told her)… Get it? He also leaves a big ole bag of cash for his extremely annoying daughter Bailey.Hannah is great (really) and despite my concerns about the weak plotting of this story, she really shines as the reluctant step-mom, who while trying to find her husband, actually finds her own motherly instincts.OK, mild to complete spoilers ahead.Hannah and Bailey fly off to Austin for the most paper thin reason (reasons?) imaginable to find Owen who definitely isn’t in Austin. Our author certainly wanted most of the book to take place in Austin and gave us a reason for them to go there. I needed a little more rationale to buy it, considering so much hung in this location.The real reason Owen is missing is an info dump that was not rightfully earned. Hannah and Bailey stumble across the answer and boom—here are a couple pages that make all the previous speculation just a waste of time. I can forgive this, as it shifted the story, but again, it didn’t feel earned.Question: If Owen was so smart, why did he only leave a one sentence note for his wife? Dude could not have planned ahead a little more? Come on.Bailey, oh Bailey. This girl was a caricature of every surly teen on the CW whose parents just can’t understand her and geez, I need more sleep and food and… ugh. Enough Bailey, we get it, you’re difficult.And that ending. Nope. I don’t buy it and didn’t appreciate it. Our boy Owen is still in hiding? Give me a break. If we just ended with Hannah learning that she doesn’t need to be a biological mother to be the mother that Bailey needs, I would have been satisfied. What Owen did to these two women is frankly despicable and wholly unnecessary.3/5 stars: Read with caution or a very unquestioning mind.",Where are all the reasonable plot turns? Also missing like Owen?,,,,18,18,Public,7603376
Marcia,/gp/profile/amzn1.account.AFUB4WQT5LABYIYN5PSDBTFAYW5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2021",0,,4.0 out of 5 stars,"The perfect read for a beach getaway, or for anywhere, I didn’t want to put this read down.  Suspenseful, full of family drama and angst, with very realistic characters, The Last Thing He Told Me tells the story of Hannah, a recently married woman trying to make a connection with her teenaged stepdaughter, Bailey, when the bottom literally falls out from under them leaving their lives changed forever.  I loved the non linear timeline and trying to piece everything together.  Definitely was not able to with this well thought out twist.  I also loved the evolving relationship between Hannah and Bailey.  I would love to read a sequel to this book as I grew to love the characters.  The chapter titles captured the story perfectly and were very unique.  The ending was perfection.  Many many thanks to Laura Dave, Simon & Schuster, and NetGalley for providing me the opportunity to read an arc of this book, just published on May 4th.","Suspenseful, full of family drama and angst",,,,23,91,Public,660826
Jennifer Hofer,/gp/profile/amzn1.account.AFNLNEY4E4WGEKOLAIEOZAIL2X6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 4, 2021",0,,4.0 out of 5 stars,"When I first started reading this book, it felt very similar to one I had read years ago. The story quickly distanced itself, however, and ended up being a great read. Hannah Hall has not been married to her husband, Owen Michaels, for very long when he suddenly disappears in the wake of a scandal at his job. He leaves behind a note saying Protect Her which Hannah knows refers to his daughter Bailey...who is not a fan of her stepmother. Soon they are approached by the FBI and US Marshalls and questioning everything they know about their husband and father. The story is told in multiple time lines, jumping backwards through Hannah and Owen's relationship, and moving forwards as she searches for clues to his whereabouts. There were definitely twists that leave you guessing until the end. Overall a well written book full of suspense.Thank you to the publisher and Netgalley for an ARC in exchange for an honest review.",Twists and surprises!,,,,14,57,Public,1162443
Leslie Shogren @shobizreads,/gp/profile/amzn1.account.AESCUH2MEKQYU424NU7ZZWC6PR6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 21, 2021",0,,5.0 out of 5 stars,"Any book that I read cover to cover in one afternoon is a winner to me!The Last Thing He Told Me is the perfect suspenseful novel. Full of family drama, mystery and written with perfect pacing, this is just the adventure to sit with for a few hours.Owen has disappeared with no notice sending his wife Hannah a note saying “protect her” and leaving a bag with money in his daughter’s locker. What ensues is Hannah’s journey to find out what exactly happened to Owen and why he is hiding, while also taking care of her stepdaughter Bailey.",A book you'll want to read in one sitting,,One person found this helpful,,89,98,Public,285679
"Wendy Catalano, C",/gp/profile/amzn1.account.AEPJHTGWFHUCWOENMEI32ZRWI7BA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 19, 2021",0,,5.0 out of 5 stars,"The Last Thing He Told Me by Laura Dave is definitely a page-turner!This is the story of a husband who disappears after leaving a cryptic note for his wife. Owen is missing, he has abandoned Hannah, his wife of just a year, and his beloved teenage daughter Bailey.Hannah and Bailey work together to unravel past secrets and discover that it's quite possible the man they both knew and loved isn't really who they thought.A captivating beginning, full of mystery and intense family drama, with a tear jerking ending.A praiseworthy read!",A Praiseworthy Read!,,One person found this helpful,,349,563,Public,404199
KKEC Reads,/gp/profile/amzn1.account.AEPG6ISB6ZU4DFJ5VWC2NRWNPYPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 4, 2021",0,,5.0 out of 5 stars,"The plot is brilliant. The characters are sheer perfection. And there are so many twists and turns, and you will never guess what will happen next. Nobody is what they seem, yet everyone is what they seem.The journey is twisted. The players all have their motives. But one thing is sure, Hannah will do whatever possible to protect Bailey. A mother’s love knows no bounds. There isn’t enough darkness to prevent the light that true love shines upon a person.Our past shapes us into who we will become. And our choices define us.","Beautifully Written, Deviously Twisted- a must read!",,One person found this helpful,,106,252,Public,84052
Lori Boyd,/gp/profile/amzn1.account.AECZL3DOUAPJJWQ5OIEQLQ36FLBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 9, 2021",0,,4.0 out of 5 stars,"What would you do? Your semi-perfect life is turned upside down when you receive a cryptic message from your husband to protect his sullen teenager daughter, and he goes missing. Then you learn that everything you knew or thought you knew is a lie, no one is who they think they are. Confusing yes, but Hannah is determined to find out who Owen really is, while protecting Bailey but putting them both in harms way, and ultimately hoping to her family put back together.Original storyline. Great characters, and development. Realistic relationship between stepdaughter and stepmother. Fast paced read. Had no idea where the story was going at the beginning which really pulled me into the story. Ending was appropriate, satisfying but not. Read the book to find out!Thanks to Ms. Dave, Simon & Schuster and NetGalley for this ARC. Opinion is mine alone.",Original!,,,,123,240,Public,112912
Rebecca Varino,/gp/profile/amzn1.account.AF4KDZQH65XSPNQ5ZD6YK4EPS4IA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 12, 2021",0,,4.0 out of 5 stars,"""Protect her"". Hannah knew Owen (her husband) was talking about his daughter, Bailey. This is a great read. I wouldn't say it's a thriller so much. It's more about a step mother learning what it means to be a mother and a step daughter learning to trust her. Once Owen disappears without any notice, Hannah & Bailey dig into the past to figure out who Owen really is/was. They quickly learn that they might not want to know, and exactly how much knowing can/will change their lives. Sacrifices have to made. Deals have to be made. I really couldn't stop reading the book until I got to the end. The character development & the story are amazing. But, when it did end, I wanted there to be more. Eventually the reader knows how it's going to end, but it definitely leaves us wanting more. Like, it really can't end that way, but it does. No spoilers from me - Read the book!",No spoilers here - Read the book!,,,,14,64,Public,83670548
C.L. Cavalier,/gp/profile/amzn1.account.AFH745NQWLPERDD7WEN3D77DCGFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 6, 2021",0,,4.0 out of 5 stars,"4.5 stars!!!What an intriguing & suspenseful drama that explores the relationship of Hannah, Owen & Bailey and the lengths each one is willing to go to for family values. Bravo Laura Dave for engaging the reader right from the start. Beginning with the cryptic message from Owen to his wife Hannah to “protect her” is the first of the many unexpected twists & turns along the way. What does Owen’s message really mean? How can Hannah protect his daughter? How well does Hannah really know Owen? Can she & Bailey ever bond? The answers are completely unpredictable! I couldn’t wait to find out what happened next.This was my first novel by this author but it will definitely not be my last. I highly recommend this book to those that enjoy suspenseful dramas.Thank you to NetGalley, Laura Dave and Simon & Schuster for the ARC. This is my honest review & is strictly voluntary.#NetGalley #TheLastThingHeToldMe",Great read!!!,,,,8,31,Public,2908671
Certified_Book_Nerd,/gp/profile/amzn1.account.AG5NMQEI6XTX5B4MSJWS4CJVLOZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 21, 2021",0,,4.0 out of 5 stars,"It's rare I ever actually read my BOTM pick when it comes in the mail. With all the hype on Bookstagram and friends reading this and/or wanting to...why not? 🤷‍♀️🤣Even though a good portion of this was unbelievable (for me at least) I really enjoyed this. The pacing was great and with the shortish chapters I pretty much flew through this one.It's funny though...while reading this one, it made me wonder if I REALLY know people as well as I think I do. 🤔🤔 While following Hannah and Bailey's journey when they try to find out who Owen really is, I noticed that most of the memories they remember, were previously passed over or outright dismissed in that situation. How often do we do that ourselves in our many conversations throughout the day. 🤔🤔Overall, this was a fun read and one I would recommend.",Very Fun and Fast-Paced Read,,,,102,341,Public,74919
Danielle,/gp/profile/amzn1.account.AFZ2ZZXXCXDLWJ4JDR2VGYV64BUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 9, 2021",0,,5.0 out of 5 stars,"Protect her. That’s the last note Owen Michaels has for his wife, Hannah. This thriller was WILD!!! Technically this book was classified as thriller but it may have actually been closer to mystery? Maybe that’s just my opinion. I couldn’t turn the pages fast enough on this one. The author weaved an intricate story of deception that had me hooked. Not everyone is as they seem to be, everyone has secrets, and someone is lying....but who? I highly recommend this one if you’re looking for a fast paced and heart pumping book!",Heart pumping thriller!!,,One person found this helpful,,145,180,Public,83837768
Sarah,/gp/profile/amzn1.account.AEEVLVJLJKENIWKSEI7T23DM2X5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 4, 2021",0,,5.0 out of 5 stars,"Thank you to Simon and Schuster and Netgalley for letting me read this one early. It’s also already slated to be adapted into a series starring Julia Roberts!This story is not only full of excitement and uncertainty, it’s also a love story. Family dynamics, a mystery and unlikely friends feature prominently in this book and I really loved it.Yes, 5 stars! I devoured this book. It’s fast paced, beautifully written and you won’t want to put it down! This will be an excellent tv series, that’s for sure.",5 stars!,,One person found this helpful,,145,104,Public,329788
L. A. Barrow,/gp/profile/amzn1.account.AESPQU67S3XCYSQFPTYFHFRY3VQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 9, 2021",0,,4.0 out of 5 stars,"This domestic suspense will have you on a mission to discover what the real story is behind Owen Michaels. When he disappears, leaving behind his 16 year old daughter, Bailey and his wife, Hannah, it is a race for time to find out what is going on. The only revelation he was alive when he dropped $60,000 off with his daughter and a note ""protect her"". Bailey lost her mother when she was a toddler, so this is too much to cope with losing her dad also.When the U.S. Marshall and FBI agents interrogate Hannah, she realizes her husband is in a conspiracy of fraud with his company.Hannah and Bailey set out to investigate who he really is when they realize he doesn't exist under that name. The information they locate and the way they travel in and out for new leads is well written and will keep you wondering what is his story and why.",A gripping thriller,,,,19,41,Public,1628614
emerson constantino,/gp/profile/amzn1.account.AG63V7F3TD5GVAHUS4EHHVSYFQTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 9, 2021",0,,3.0 out of 5 stars,"**3.5 stars**How well do you know the man you married? Hannah had a seemingly perfect marriage until Owen, her husband disappeared, leaving with just a note that said, “Protect her.” The note was referring to Hannah’s step-daughter named Bailey - Owen’s daughter from a previous marriage. Hannah and Bailey don’t have a close relationship. Bailey is distant towards Hannah. She is a stubborn and headstrong 16 year old girl. Despite their distant relationship, they worked together toward a common goal: to find answers about Owen’s sudden disappearance.The book alternates from the past and present days. With an alternating timeline, we slowly peel the layers of Owen as Hannah and Bailey navigate to find answers.This book shines on character immersion. As the book progresses, we get to know the three main characters. This is a slow burn mystery. I expected and waited for a twist to happen at some point in the book, but it didn’t happen. It was a bit of a struggle for me to feel invested with the book’s narrative due to the pacing. However, the book was well-written and easy to decipher. With Owen’s true identity slowly unraveling, I wanted the book to give me something such as a surprise because I needed it. Unfortunately, there was no plot twist.I wanted the book to have more angst because it had so much potential. The biggest issue I had with this book was there was no resolution towards the end. I wanted Owen to have his own epilogue where he explains himself. Owen deserves the benefit of the doubt. As a reader, I was curious to know his reasoning behind his actions.Thank you Simon & Schuster and NetGalley for this ARC in exchange for an honest review.",Book Review: The Last Thing He Told Me,,One person found this helpful,,1,2,Public,29723467
BritBee,/gp/profile/amzn1.account.AGDEWZBKJBTZR4KL3CBG6ZJP6XOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 9, 2021",0,,5.0 out of 5 stars,"That is the last communication Hannah, a wife whose husband mysteriously vanishes - has from her husband as he leaves a note instructing her to take care of her stepdaughter, 16-year-old Bailey. When the police start knocking on her door, Hannah wants answers and, with Bailey's help, the pair begin to uncover a painful truth.Set in Sausalito and Austin, this story is part mystery, part romance, part action and adventure.When Hannah Michaels husband Owen disappears without a trace, Hannah starts to put the pieces of what happened back together with her sullen 16-year old teenage daughter.  Her journey takes her to Austin where Bailey has long forgotten memories of her past.  Hannah and Bailey learn that Owen isn't really who he says he is and Bailey has a past she never even knew about.  While searching for Owen, Bailey and Hannah become closer and more connected than they ever thought possible.Once I started to read this ARC, I could not put it down.  Laura Dave created compelling characters in a unique story that engages the reader in a unique way.I was originally excited about this book becoming an Apple TV series and I can now only hope they will do the book justice.Thank you to #TheLastThingHeToldMe #NetGalley @simonandschuster for the ARC.","""Protect Her""",,One person found this helpful,,2,3,Public,33365816
Stephanie,/gp/profile/amzn1.account.AHA7N6AJOWGZLYR3QTOZIHHGSKOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 4, 2021",0,,4.0 out of 5 stars,"The Last Thing He Told Me is a domestic suspense novel that is done very well. The author effectively blended an interesting mystery of a missing husband and father, Owen, with the unfolding of the relationship between his daughter, Bailey, and her stepmother, Hannah, as they search to discover what happened to him. The story started off with a bang and the pace kept up until the end. The plot was interesting and kept me guessing as to what would happen next. The author also did a good job of developing the characters. I will note that the story was told only from the point of view of Hannah, and it would have been interesting to also see Owen’s and Bailey’s perspectives. A 4 star read for me that kept me engaged throughout the story.Thanks to Simon and Schuster and Netgalley for an advance copy of this novel in exchange for an honest review.",Loved it!,,,,26,12,Public,2959048
Jane Doe,/gp/profile/amzn1.account.AGLWXLWHIT7ZAM7FJOHHJVXYAPNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 13, 2021",0,,4.0 out of 5 stars,"Owen Mitchell has disappeared and his wife, Hannah, has received a note from him that simply says: Protect her.  It’s obvious that he is referring to his daughter, Bailey.  The teen-age daughter that doesn’t want anything to do with her stepmother. When FBI agents appear at their door asking questions about Owen, Hannah and a reluctant Bailey decide to find out why he has disappeared.The Last Thing He Told Me is a well-paced story with twists and unexpected revelations. The characters are well-developed and believable, and the writing is very well-done.  All in all, this is a book that I thoroughly enjoyed and I will be looking for more by Laura Dave.Many thanks to NetGalley and the publisher for providing a copy of this book for review.",A page-turner,,,,446,487,Public,23524
Alanna,/gp/profile/amzn1.account.AG344HBKROBQUCANYTASJEPWPJVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 4, 2021",0,,5.0 out of 5 stars,"Happy Pub Day!!!!I haven’t read a mystery/domestic drama  in awhile that hooked me from the start like this one did. I’ve enjoyed Laura Dave’s writing in Eight Hundred Grapes and Hello,Sunshine, and was excited to get my hands on this ARC to see how she would do with a suspense novel. I couldn’t put it down! No blood, no gore, just a heart palpitating page turner that examines how far you would go to protect the people you love.Hannah has been living in California for a couple years with her new husband Owen and his 16 year old daughter Bailey. Life is going well, until the morning a U.S. Marshall and FBI Agents show up at her doorstep, looking to track down her husband who has disappeared after his boss was arrested. Hannah and Bailey soon set out to uncover the truth, and in doing so, begin to figure out there’s more to Owen’s past than either of them ever knew. But finding out the truth comes at a price and they must make a decision that will change their lives forever.When you ask me for a beach read this summer, this is what I’ll be recommending. I don’t do typical beach/romance reads during vacation, so if you are like me and just want a good book that will suck you in, it will be a great Spring/Summer escape.",Great read!!!,,One person found this helpful,,1,3,Public,16214716
Kimmi,/gp/profile/amzn1.account.AGBBSF3BY6AQDNSSUZPPAER4IZ7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 28, 2021",0,,5.0 out of 5 stars,"It's been at least a decade since I've started to read a book and couldn't put it down.  This is the one that broke the streak.  I started reading on Thursday and stayed up half the night reading.  To be honest, I almost thought about calling in sick to work just so I could keep reading.  The book has a quick tempo, interesting main characters, and an honest voice.  Some parts are predictable and a little cliche, but then you turn the page and all is forgiven.",Couldn't put it down,,One person found this helpful,,554,76,Public,71178
Christine Fabrycki,/gp/profile/amzn1.account.AEWEC23AFYBWBQXRBGLHTP5PCXPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2021",0,,1.0 out of 5 stars,"Did not like this book at all.  Starts with a good premise and then goes downhill from there.  Nothing makes sense, the characters are not at all likeable and the suspenseful plot is revealed with no warning and no idea how you got there.  The ending was equally bad, save your money.",Terrible,,2 people found this helpful,,45,71,Public,83624129
Eva K (journeyofthepages),/gp/profile/amzn1.account.AFOJU7SIFURJDJFNQ64H7HQJQNKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2021",0,,4.0 out of 5 stars,"The Last Thing He Told Me by Laura Dave is a great read! I had absolutely no clue what I was starting when I picked this one up and I had never read this author before, either. This story will grip you with the prologue! Then it goes on to establish a solid character background with part one and completely captivates the reader for parts two and three. I was drawn into this story and couldn't put it down until I knew the answer to the mystery.This is a compelling mystery with a very touching and sincere subplot exploring the relationship between a step mother and daughter. The tension is realistic and palatable. There were parts I had ""figured out"" or ""predicted"" but that did not take away from my enjoyment of the story at all.I thoroughly enjoyed this read and would recommend it to anyone looking for a mild thriller with a great mystery.",I thoroughly enjoyed this read and would recommend it to anyone looking a great mystery.,,,,4,26,Public,3181723
Annette Johnson,/gp/profile/amzn1.account.AES2HBFQUWBGH57Y4W5AY3SHWXPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 9, 2021",0,,5.0 out of 5 stars,"This book is so good! It was quick and kept me turning the pages!  Hannah gets a  note from her husband that says protect her, meaning his daughter Bailey. This starts a whirlwind mission to find out what happened to him.Hannah and Bailey are both strong female characters and do whatever they can to find out the truth.I enjoyed the story! Definitely add to your listThanks to Netgalley and the publisher for the early copy",Great book,,One person found this helpful,,170,672,Public,45817
Grantsbrarian,/gp/profile/amzn1.account.AHSE5LUKMOCFOSBW36VX33VLZQQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 30, 2021",0,,3.0 out of 5 stars,"If you can suspend your disbelief enough to follow Hannah as she searches for clues as to why her husband has disappeared, leaving her behind to protect his daughter, Bailey, you'll find The Last Thing He Told Me is a fast-paced read.I found myself wondering what I would do, given a choice between living in fear and never seeing someone I loved, or giving up my life to be with that person. And this book takes you on Hannah's journey as she makes that decision. Not only for herself, but for Bailey.I read this on vacation and it filled in the time wonderfully!Thanks to NetGalley and Simon & Schuster for an advanced reader's copy for review.","Fast paced, but suspend your disbelief!",,,,347,300,Public,29080
Wendy M,/gp/profile/amzn1.account.AER4O7V6MOU5EW27XUOIBLSU5RFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 4, 2021",0,,5.0 out of 5 stars,"I've loved all of Laura Dave's books so expected nothing less but this is easily my favorite.Hannah is a newlywed navigating the sudden disappearance of her husband Owen. After the discovery of a mysterious note (PROTECT HER) Hannah finds herself also looking after Owen's teenage daughter Bailey (who lost her own and wants no part of Hannah.)The author is expert at coaxing us chapter to chapter with each clue, each deception Hannah uncovers- The way the story is braided together is brilliant, conceived with keen emotional detail. Hannah is a sharp, empathic protagonist trying to distill what she knows about herself and her life with Owen and Bailey against the facts Owen's disappearance foist upon her. I was constantly surprised.  Could not put this down.A clever, delightful read and an easy recommend. This will be top of my list for Mother's Day and spring summer reads for friends.",This book is top of my list,,One person found this helpful,,1,4,Public,18996666
