author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,ranking,total_review,visibility_status
lenna,/gp/profile/amzn1.account.AGZUCGQAV7ETDFGYY666IFXZ2DBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 7, 2020",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14,5.0 out of 5 stars,"Loved this book. Loved all the characters and loved the ending. It’s not very often I agree with romantic endings but this one I agree with even though my heart is sadden for one of the characters. This book was about domestic violence in a relationship. And it gave the perspective of the person being abused. I’ve been on the one to think how could you love someone who hurts you and it wasn’t that bad he’s gorgeous and has everything going for him but you know deep down it may get worse. It’s about the struggle someone goes through to ultimately make the decision to leave or not. LOVED THE BOOK. Sexy characters, great story, flowed really well,  Made me cry and LAUGH!  I would read it again!",Great book!,Verified Purchase,,2,5372963,23,Public
Kristine,/gp/profile/amzn1.account.AH4YLML56OAQHKDJZXZEMQT53U5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 8, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14,5.0 out of 5 stars,"WOW...I'm speechless.I love Colleen Hoover and I love all her books but I can't even begin with this one. Yes, I loved it but it gutted me at the same time.The less you know about this book the better going into it. I didn't read the synopsis or a single review before diving in. It definitely enhanced my enjoyment. Therefore, I will not discuss the actual plot and what it was about.I have always said that Hoover has an unbelievable talent for evoking emotion and making me feel every little thing along with the characters in her books. She has that special something that makes me feel her characters unlike anyone else. It was never more evident than it was in this book.It Ends With Us is going to sit with me for a long time. I never truly understood what a book hangover was until I finished it. Fans will love this book and this book will create new fans too.I loved this book. If you haven't read it yet, what are you waiting for? 384 pages reads like less than 200. I finished it half a day. I highly recommend it to fans of the genre or anyone with a pulse. It's that good and will stay with me for a very long time.",Incredible!,Verified Purchase,,221,433259,186,Public
O,/gp/profile/amzn1.account.AE2WKBY7JBBI5LTZ2ZDJHWNSTH5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 9, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14,5.0 out of 5 stars,"This book crawled inside of me and hugged my soul. Everything about the story itself, as well as the characters, is very powerfully eye opening!  If there has ever been a question in your mind as to how domestically abusive relationships get as far as they do, or why exactly women stay with their abusers then you absolutely have to read this book! It Ends With Us is absolutely capable of pulling emotions out of you that you didn't even know was possible. Colleen Hoover has mastered the art of developing a personality in such detail that you can't help but to relate on the most personal of levels.Everything about us humans is uncovered, leaving our otherwise hidden fragile underbellies exposed for the world to see what were capable of.  The beautiful, the nasty, the love, the hate, and even overwhelming confusion isn't merely portrayed in this book, but its felt. On. Every. Level. It's an outstanding love story within a love story within a love story.Lily, the main character, (written in first person) is no stranger to domestic violence. She grew up in an abusive home. Not so much toward herself, but to her mother.  She watched first hand as her mother was beaten regularly by her father. As an adult Lily is independent and determined to live her life exactly opposite of her mother.The men who weave themselves into her life (and her heart) are strong-willed powerful men. Both of them have overcame their own childhood struggles. They've grown into driven, successful beings, and their interactions with Lily are both unique and equally authentic. Lily feels her love AND other emotions, on a level that's so intense it becomes borderline overwhelming. Talk about a page turner!This is hands down the best book I have read in at least a year or two. Not only will I recommend it, but I will nag all of my friends until they have all read it, because if I don't have someone to talk to about it then I might die.  I'm bursting at the seams with emotion and if it were possible to give a book 6 out of 5 stars then this would be that book!",This book crawled inside of me and hugged my soul.,Verified Purchase,,33,4848542,40,Public
Thuperduper,/gp/profile/amzn1.account.AHZUDZ6RGQOKFMVA74QS67NKUKSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 6, 2018",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14,5.0 out of 5 stars,"First off, I hate when people say, ""Everyone needs to read this book"" but seriously, EVERYONE NEEDS TO READ THIS BOOK. It deals with the important topic of domestic violence and answers the question that everyone seems to have for people involved in an abusive relationship, ""Why don't you just leave??""I read this book near the time of it's release and I still think about it and remember it vividly. I'm not really a fan of Colleen Hoover but I'll read her books if I want an easy, quick story. After reading this however, I can't even enjoy her other books because this one is leaps and bounds above the others. If you pick up one Colleen Hoover book, make it this one.",Unforgetable and Powerful,Verified Purchase,,404,410340,88,Public
Jujulove17,/gp/profile/amzn1.account.AFEY5AIQZJ5ACJD6CMTXSI6MLS5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 8, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14,5.0 out of 5 stars,"It's hard to try to put into words what I'm feeling right now. There's very few books that have moved me as much as this one and I read A LOT! I'm still in shock that a book has caused so many emotions. I don't want to say too much because I wouldn't want to spoil it for anyone. Let me just say, that I get it now. I get why everyone made a huge deal about this book. I get why people are getting copies for their daughters that aren't old enough to to read it yet and I get why you would want everyone you know to read. For a book to give you all the feels when you have never even dealt in real life with the situation is amazing. I have two daughters and as soon as they are old enough I will have them read this. If you've been waiting because you are unsure you want to read it or you just think it's all hype, I urge you to read it. The conflicting  emotions I had while reading even confused me. What would I do in that situation? And all I could think is that anyone could be Lily. With that being said go download it! The paperback is on sale! So worth it💕 #TheTearsWontStop #MyHubbyIsConfused #WhatAGreatBookWillDoToYou #ItEndsWithUs #CollenHoover #books #bookstagram #booksofinstagram #bookshelf #NewRelease #Oneclick now #ibooks #amazon",Amazing,Verified Purchase,,120,1411294,332,Public
HKK1204,/gp/profile/amzn1.account.AENRLQBQOUYNK54V4O3BWN755JEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 17, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15,4.0 out of 5 stars,"I think there might be something wrong with me. I did not like this book as much as a lot of other people seemed to. Don't get me wrong, Colleen Hoover is one of my favorite authors in this genre and because of that I have a certain level of expectation when I read her books. For example, in a large percentage of her other books that I have read she always surprises me - she always turns the story in a way that I never expected and I love that. That didn't happen for me here - I knew she would leave Ryle and I knew she would go back to Atlas. A surprise would have been finding someone completely new. As a reader I love books that bring about emotion - this one didn't do that for me. I have read books that have made me laugh out loud and books that have made me cry and I didn't have any heightened emotions when I read this story. I liked the story, even though the subject matter was very heavy, and it was very well written (which I expect from a Colleen Hoover story) but I just didn't connect with it like I was hoping that I would.",Just okay for me,Verified Purchase,,189,371512,546,Public
kelly Dempsey,/gp/profile/amzn1.account.AFREKT2YZDSQIG3FOGJSFFPPTNUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 7, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15,5.0 out of 5 stars,"As is typical of this amazing author, her story grabs you by the arm a drags you in so fast that you can't even remember when you started. I had no clue what the story was about or where it would go because the plot summary was left intentionally vague. I took a leap of faith, knowing I wouldn't be disappointed, but about a third of the way in, I wanted out!! This couldn't be where she was taking me!  This was too heartbreaking!! Please don't let this happen to Lily! But, I couldn't put it down. I was so invested that I HAD to know what would happen. I'm so glad I finished it. The respect I have for this author, the woman who inspired it, and all the Lily's of the world is inexplicable. This book is best read with no spoilers,  and I will stay true to that plan. Thank you for sharing this journey.",This book gutted me!,Verified Purchase,One person found this helpful,66,1578727,55,Public
Angelicashops,/gp/profile/amzn1.account.AG65SYOZRQT5MIWW3UAJDDOE5QQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 29, 2017",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15,2.0 out of 5 stars,"It was too cheesy for me. Spoiler allert, don't read if you are planning to read it= I got it because of all the good reviews but seriouslya handsome neurosugeon that is single falls in love with the girl at first sight, etc, etc, I don't want to spoil it for you, but everything is so full of clitches and so predictable... The only positive thing about it is that it exposes the reality of domestic violence. Other than that, it is not worth reading... unless you like chick books that are super cheesy.",Too cheesy and predictable,Verified Purchase,2 people found this helpful,241,1953587,44,Public
Andrew Brunson,/gp/profile/amzn1.account.AES5KLMWCYJTBHCD4Z42Q73PZWNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 21, 2019",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15,5.0 out of 5 stars,"This is one of my favorite Colleen Hoover books! It is deep and sensitive to very real issues and will pull every single one of your heart strings. As with all of her other books, I read it in one sitting. I couldn’t put it down. After finishing the story, I read that she had based the idea of the book off of her mom’s experience and she further discussed how her own personal connection to the story influenced this and that piece of knowledge deepened my respect and love for this book even further. Read this book!!!",Buy it. Devour it. You won’t regret it!,Verified Purchase,,10,2368654,47,Public
Kia,/gp/profile/amzn1.account.AHFCE6W2IPTC4YX24EVYQLOP6QXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 4, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15,5.0 out of 5 stars,"I had recently went on a Coho binge and I read November 9 and Confess back to back. Besides those two, I’ve also read Ugly Love. This book. THIS book was easily my favorite by her tied with Confess.This book is not one that I will go into detail on, just because I don’t think I should or need to. But I do want to talk about this book and how I experienced it.The description of this book tell you nothing. It seems cute and fluff and seems like it will be an adorable romance read. This book though, is nothing of the such! There are so many people who haven’t read this book that still need to read this book so I’m gonna keep this short!I started reading and this story and like Colleen’s other stories, this started out giving me butterflies! I thought it was awesome that her characters seemed a little older and they seemed to be headed in the right direction! I fell in love with the progress of the present story, and I became a bit…weary of the past tense story.* As the story progressed, there was a point where everything shifted and changed and everything was different. After that, I knew this one was going to be something to remember.This book took me to a places that I wasn’t ready to go to! And I don’t mean that in a bad way! I planned on getting my review for this one done way sooner, but I am still having trouble with getting my thoughts out because there’s so many!I cannot personally relate to the events that happened in this book, but this book hit me so hard and wouldn’t let me get up. I’ve done countless papers and many have revolved around this subject and the statistics that I continue to find are more than devastating. There were times when I had to go back and reread entire pages because I was in denial about what I read. There were so many things that I wasn’t expecting and so many things that shocked the hell out of me.The characters were incredible and Lily is one of the strongest characters I’ve ever met! She was one of my favorite character’s that Colleen has created and you see her having to adapt throughout the book.Although this is a work of fiction, she based it on truth and the issues in this book happen all too often and it’s something that needs a remedy in time. Through this work, Colleen was able to paint a picture that not many people are able to see. I’m glad that she was the one to publish this book that could reach so many people and because of that, I have a new love for her!I was thoroughly surprised by this novel and I’m entirely grateful and thankful that Colleen has written this because it needed to be written! If you haven’t read this one, you need to read it!*by weary I mean worried and if you’ve read it, or when you read it, you’ll know exactly what I mean. Angst.",This was perfection and one for the records!,Verified Purchase,,31,2979969,60,Public
Lola,/gp/profile/amzn1.account.AGSYYL4ITWZYFU3HKGMYBI7KGX7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 11, 2018",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15,5.0 out of 5 stars,"Wow, jumped into this book not knowing anything but what the summary stated.... I was captured within the first page of Colleen Hoover's writing. I could not put this book down. The way she writes just flows and I became Lily and felt everything she felt. This is one of the best novels I've read this year. Loved! Beware, this is a heart wrencher.Minor SPOILERS ahead:I fell in love with Atlas... And can we have a moment of silence for the man that is Atlas! ...... One of the best males characters I've read!Then I grudgingly fell in love with Ryle (I mean, can you blame her?)...Then the rest of the book is pretty gut wrenching which sucked because I was floating on air during the Atlas parts in Lily's journal. I think CH did an amazing job writing Lily's journals in the perspective of a 16 year old teenager. It completely took me back to high school when I first fell in love. A lot of times, narrators that are young can be so annoying but this was so well written!! My favorite parts has to be Atlas and Lily's friendship and love.... so sweet. *fake cries*This book has a lot of triggers dealing with domestic violence. I loved that the characters are not all black/ all white, but realistic. It is a heavy topic, heavy love, but so superbly executed, I'm so glad I read it. Having dealt with domestic violence myself, I felt that Colleen really nailed the experience that some women go through.Can't wait to read the rest of her books!",BEAUTIFULLY written!,Verified Purchase,,5,13109875,16,Public
Kindle Customer,/gp/profile/amzn1.account.AH5TOY5UCKHWKXQCRHH5VIZC5UXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 15, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15,5.0 out of 5 stars,The Feels:I am always partial to Colleen Hoover. Always. So when the pre-sale for this book opened up with nothing more than a title and author I blindly pre-ordered expecting nothing short of magic. I was not disappointed. This book is like nothing she has ever written ever before. Ever. Yes- ever. I may have mentioned a few times that I love going into books blind (at least as much as possible- sometimes this doesn't work in my favor lol see my post from Friday) and with this one I didn't even read the blurb on the back. It was a beautiful and amazing surprise. CoHo is always so good at ripping out your heart and making you wonder what the heck you just read and then she puts you back together again so you're willing to read the next book she comes out with and this book is no exception. Although I feel like instead of ripping out my heart she just gouged it and left it to bleed out slow and messy. I seriously want to just go on and on about what happened and how I felt but I don't believe in spoilers so I won't. Just know your heart will feel this one and it will feel it deep and for a long time. The magical unicorn of writing that is Colleen Hoover continues on the tradition of putting work out there that not only makes a reader feel but makes them WANT to feel. The characters are alive and real and I for one have maybe bumped Maybe Someday down to my number 2 favorite CoHo book. I feel like there is nothing else I can say other than buy this book. Do it right now. Drop everything you're doing and go buy it.My Recommendation:At this point in today's post I feel like I've made my self very clear but if not- 10 stars out of 5. Yes my friends- CoHo has broken the scale! So in case you missed it- BUY THIS BOOK NOW!,10 Stars out of 5,Verified Purchase,,104,877930,133,Public
Shelby B. Skaggs,/gp/profile/amzn1.account.AG5PHLRNDF247PBXDBFJX7IELE2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 24, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15,5.0 out of 5 stars,"I had no idea what this book was about when I started reading it. I did not read the previews or check online to read snippets. I just knew that Colleen Hoover writes amazing books and I needed to read her latest. I am completely blown away by this story. I thought as an outsider reading, Lily was a strong woman from the beginning with a heart of gold in the way she treated Atlas. I loved the way her journal writing was done as I am a big fan of Ellen. I loved Ryle, even though I mispronounced his name all thru the book. I actually could feel his disparity in not knowing how to handle his anger. I can only imagine loving someone like him, knowing it would not last. I loved Alyssa for loving him but knowing he needed to fix himself before he could love someone else. And Atlas, bless his heart for overcoming his younger life to find his place in the world, and always being Lily 's person. For anyone who has gone thru something similar, I hope you know how strong you are and That sometimes it's better to love someone, but not be in a relationship with that person. I would love to give this book more than 5 stars...it is just that good.",I am speechless!,Verified Purchase,,53,1252055,300,Public
Wendy LeGrand,/gp/profile/amzn1.account.AHDIMDJGE35DEPXUUVZDUICVNK5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 18, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15,5.0 out of 5 stars,"It Ends With Us was one of the most difficult books I've ever read, but it was also one of the most beautifully crafted stories I've ever experienced.  I didn't just read this book, I felt every single sentence all the way to my heart and soul.  I couldn't put it down even though there were plenty of times I just wanted to walk away and forget it.  But I can't forget it.  I'll never be able to forget it.  It is one of those books that makes you step back and evaluate life, not just your own but everyone's.I have always been a people watcher, it's one of my most favorite pastimes, watching someone and imagining their story and what their life is like.  But now that I've read this book, I look at every single person in a completely different light.  I no longer just wonder what their career is, or where they've traveled in the world or what their house or car looks like.  I wonder if their lives have turned out the way they thought they would.  Are they happy and in love and in a relationship with the man or woman of their dreams?  Or did their dreams get shoved in the back of the closet with their old journals, only to be taken out when they're feeling melancholy and want to reminisce?I'm not even quite sure how to end my review, other than to say that I haven't been this affected by a book in a really long time.  I have nothing but mad love and respect for Colleen Hoover for tackling an extremely difficult subject but more so for the brilliant way she wrote it and how she pulled me completely into the story and into Lily's head.  I'll be thinking about this book for longer than I probably really want to but it's left a lasting impact on me.  I love you, Colleen!!",A beautifully crafted story that will make you step back and look at life in a whole new light.,Verified Purchase,,3046,2252,757,Public
IllinoisGirl,/gp/profile/amzn1.account.AED5QLDJ6TOPK4RQBPLKSPRELESQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 11, 2017",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15,4.0 out of 5 stars,"It's rare to find a mainstream romance that is as well written as this book. I don't mean just in terms of prose, although that is solid. But the story and characters have lives that don't revolve around attraction and desire, although there is plenty of both. The heroine, Lily, grows up in an abusive home and forms a relationship with a homeless boy who helps her deal with her home life. Most of this is back story, and while I usually am not a fan of the diary as backstory, it works here, in part because the author is clever, but also she resists the temptation to dump lots of extraneous detail into the ""diary."" The heart of the story is Lily's relationships with the homeless boy (who is now grown up and doing well) and a handsome, wonderful doctor. Lily must confront her abusive past after it rears up in her adult life, which she does through love and the help of her friends and family. I really cared about Lily and both the ""heroes.""",Well Done,Verified Purchase,,136,398032,72,Public
Ange,/gp/profile/amzn1.account.AH5YT74DVEQ3TF6B67GOQUKZEBIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 7, 2020",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=16,2.0 out of 5 stars,"I was really excited to read this book especially since Hoover writes the main character only a year or so in age difference to myself. While I want to leave an honest review I feel as though I have to give a warning about a spoiler alert. During my reading of the novel, despite feeling compelled to finish the book, at times it felt like I was reading a fanfiction off of the famous site Wattpad. Not to mention how one of the plot twist in the book is terribly similar to one of that from the popular medical drama Grey's Anatomy. One of the main love interest seems as though he is based off of Derek Shepard? Dreamy blue eyes? A neurosurgeon? I mean could she have been more obvious about it? The relationships are all based on sex and college hookup culture as well as unrealistic. A read nonetheless but pick something with more of a plot.",Similar to a Wattpad fanfiction,Verified Purchase,One person found this helpful,1,27514694,1,Public
Dawn G,/gp/profile/amzn1.account.AHXV36J5W7GDMQ4GJPMSHVSPHLHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 8, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=16,5.0 out of 5 stars,"Infinity of Stars Review (no spoilers)Wow!  Where the heck do I start?  I haven't read a Coho book in quite a while because I haven't had much time, however I REALLY wanted to read this one & boy am I glad I did.  I went in blind.  I didn't read any reviews, teasers or the blurb.  Never have I ever done that before but let me just say, that was the BEST decision ever!  You do not want to know what this story is about, just go & READ It.  The emotions I felt all throughout this book were insane.  I smiled, I laughed out loud, I felt the heartache (literally) & I cried.  Oh boy did I cry. But please don't let that scare you away.  Normally it scares the ever loving crap out of me, but I really wanted to see how this book was different & what all the hype was about.  This book was AMAAAAAZEBALLS GOOD!  So so good!  I finished it at 4:30 am & I'm still reeling from what all happened.  IEWU is close to Colleen's heart & now I know why.  You are awesome Colleen!  I seriously can't imagine writing something like that because of the emotions you go through.  Thank you for giving us this awesome story!  I don't know what else to say really.  Just read the book people!  You will understand in the end.","Amazing, emotional, beautiful story!",Verified Purchase,,140,291048,372,Public
Funkycez,/gp/profile/amzn1.account.AFMXPG2Y3OB4WVVJCBZ2XL4FI6FQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 7, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=16,5.0 out of 5 stars,"First of all I would like to thank Ms. Colleen Hoover for writing this book.  She's written so many amazing book but not in the same plot as this one.  This is close to many women's and men's heart because of the fact that it discusses what happens in real life.  Just like what she said, this is by no means a book about how an abusive person is supposed to be.  This is a book about how a person made a decision to end what an unfortunate thing she's dealing with.""Cycles exist because they are excruciating to break. It takes an astronomical amount of pain and courage to disrupt a familiar pattern. Sometimes it seems easier to just keep running in the same familiar circles, rather than facing the fear of jumping and possibly not landing on your feet.""Most of us judge too easily when we hear or witness a person being abused.  It's easy for us to say that why can't they just leave or report it to the authorities, but we are not the one dealing with that problem.  For people in abusive relationship, some of them becomes to the person who abuses them and in most cases, they don't have any means to support themselves and no other choice but to stay with the person who is abusing them.With this book, Lily showed that she doesn't want to continue the cycle anymore and made the decision base on what her daughter will go through.  Not necessarily that Emerson will follow the same path, but by removing that situation around her helps her in not having to deal with a situation that Lily went through.  Ryle loves her and she's his world but that love will not solve all the problems in the world especially if it involves hitting someone.  Lily made a conscious thought of making her life and her daughter's life better by staying away from an awful situation.I do hope that anyone who reads this book who are in the same situation to think about what Lily did, even if not to follow what she did to be away from a relationship that hurts her.  At least the readers will be able to think that yes, every single one of us can stop the cycle and make it better for ourselves and the people around us.",Brilliant,Verified Purchase,,73,1979764,149,Public
Swat,/gp/profile/amzn1.account.AF5Z6RABEBVZIW73DJVIT7QEOVJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 3, 2019",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=16,5.0 out of 5 stars,"I loved this book! I was a little hesitant about it when I first bought it after reading some of the reviews but it blew away all my expectations. Colleen Hoover knows how to get her reader hooked. I was thinking about Lily even when I was at work! I couldn't read it fast enough!Lily's personal turmoil and her strength were both heartwarming and heartbreaking. I just wanted to see her have a stable and happy life. And for a few days, weeks, and months, she would. But, then it would all change into anguish and sadness. But that's how life works, I suppose. What a powerful and candid portrayal of abuse and how it shapes children and their lives as adults. I would recommend this book to anyone!",Here's a naked truth,Verified Purchase,,43,1832097,144,Public
Crossroad Reviews,/gp/profile/amzn1.account.AEO6KSS3WYUABZET735DGF746SLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 10, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=16,5.0 out of 5 stars,I always start Colleen's books without knowing anything about them. I just dive in and start reading. So once I figured out that book was about domestic abuse I was even more interested. This is by far one of my favorite books by Hoover. I myself was in an abusive marriage years ago. And I can say leaving for me was one of the hardest things I've done. I had a two year old daughter to keep safe. It all came to a head when we had a very large fight and I ended up in the ER with a bruised back. That was my limit. Lucky for me I had my mom and grandma to fall back on.Being abused by someone you love is one of the worst things to experience and leaving them is a very hard choice. I really loved that this book covered so much of what these women and men go through.This book will fill your heart with love and then blow it all to hell. Just to have you fall in love again.  Lily and Ryle go through so much. And I felt for them though each page I read.  Both characters were so head strong and the story was so heart ripping!I was almost at the end of this one and thought I was going to get out of crying. Ya I was so wrong. As the last few pages concluded I could feel the tears start to stream down my face. Ya I'm a sap lol. I would have to say that out of all the stories I've read by Hoover that this one is flawless.'What determines a person's character aren't the mistakes we make.  It's how we take those mistakes and turn them into lessons rather than excuses',Best one yet!,Verified Purchase,,1932,32199,1263,Public
Amazon groupie,/gp/profile/amzn1.account.AH3TABBSEZWBWSBCUTIDOGEPVFDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 18, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=16,5.0 out of 5 stars,"She's BAAAACK!!! I have read everything that Colleen has ever published and I thought Maybe Someday is one of her best and one of my all time favorites. But after Maybe Someday, I felt the other books she put out were mediocre at best. Ugly Love, November 9th and Never, Never (only read 2 parts couldn't force myself to buy the third part) were written to either satisfy the publisher and or keep the money flowing in. There were not bad books but I doubt I would ever reread them again and would not recommend them.I always pre-purchase her books and usually look forward to reading them but after the last 3, It Ends With Us sat in my kindle for over a month and a half before I made time to even glance at it. I was hooked from the first. Just like when I read Maybe Someday and Hopeless, I got emotionally involved in the book. I immediately finished it and reread it again - I liked it that much!  I'm not one for giving a synopsis of the book I just give a review on how I felt about the book and a general overview.  It is a romance book, but just like HOPELESS it is so much more.  I like how Hoover takes a situation that you might have never experience yourself and give you a glimpse of how it feels so that you are empathetic and not just sympathetic to the character and to her/his situation.I told a friend of mine who doesn't read romance books the storyline and the plot and she immediately was like ""wow, there's a lot going on in that book"".","She's Back!!! & ""There's a lot going on in this book""",Verified Purchase,,496,243953,171,Public
Rebecca Thompson,/gp/profile/amzn1.account.AEM35CFEK6OWDOQD22PXSL2LYO4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 14, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=16,5.0 out of 5 stars,"......I ordered your book for myself and two of my very best friends so we could read it together (It was my attempt at starting a book club with them since we all live in different states).  I finished the book a few days ago and I am having a hard time expressing how beautifully written it was.  I have been waiting for the book since you started writing about it's release.Here is what I know:1.  I could not breathe through the book.  I would find myself holding my breath, needing and wanting to know what happened next, yet fearful at the  same time.  Knowing what should happen, yet also knowing how most of these true life events turn out.2.  You are amazing at creating characters that your readers connect to.  You make us love them, want to know them, become them as we read.3.  I had a fear of finishing because I didn't want the disappointment of being done reading (and failing to find another book that compares).  I will  also admit there was a part of me that feared the ending.4.  You are brave and bold for writing this book, expressing your love through this book.5.  You are courageous and real.  That is what makes me love you and your books.  I connect with your books and characters.  I think many of  your readers do as well.6.  Finally, I made my daughters (ages 15 & 16) read your book.  I felt it was important for them to know the message as well.Your love for writing and your characters shine through in all of your books, but ""It Ends With Us"" punches you in the gut with the truth and makes you think about and feel every emotion that is brought to the pages of your book.","Gives you all the feels......Love, Joy,Heartache.  It was perfect.",Verified Purchase,,4,16309557,22,Public
